review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"ec6e642da877fcad","ec6e642da877fcad536188f411eec75a615777add766e0001d9158bb164777ec","DISC-G2-A1-HR-L0018","g2/a1/hr|achten|idx:22|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","achten|idx:22","lv","ievērot","achten","","Набљудувај","Набљудувај","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","paziti","Individuāli pārskatīts hr/achten pret LV 'ievērot': pašreizējais 'Набљудувај' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'paziti'."
"ece671c54e2210e3","ece671c54e2210e31236798f6ecb3b421e998ae9548ced0917379be3ac0b6f00","DISC-G2-A1-HR-L0024","g2/a1/hr|Zitrone|idx:666|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Zitrone|idx:666","lv","citrons","Zitrone","","Ona.","Ona.","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","limun","Individuāli pārskatīts hr/Zitrone pret LV 'citrons': pašreizējais 'Ona.' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'limun'."
"f097136f83abaf21","f097136f83abaf21777b19c1d20a66dab2c84c322a3d91f7980ee2deaf6c6923","DISC-G2-A1-HR-L0012","g2/a1/hr|Sache|idx:503|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Sache|idx:503","lv","lieta","Sache","","Нешто","Нешто","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","stvar","Individuāli pārskatīts hr/Sache pret LV 'lieta': pašreizējais 'Нешто' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'stvar'."
"f1f35312bbb86499","f1f35312bbb86499555c8d87c842129d2d39d6ab9807351054eff411ccc430f4","DISC-G2-A1-HR-L0004","g2/a1/hr|nennen|idx:437|lv|MEANING_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","nennen|idx:437","lv","nosaukt","nennen","","Ime","Ime","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","nazvati","Individuāli pārskatīts hr/nennen pret LV 'nosaukt': pašreizējais 'Ime' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'nazvati'."
"f385c83b57bf4203","f385c83b57bf4203d60362f4a12e1dda9918a7cd873dff1ff4745bf3f19a09e6","DISC-G2-A1-HR-L0021","g2/a1/hr|Auge|idx:54|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Auge|idx:54","lv","acs","Auge","","Oči","Oči","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","oko","Individuāli pārskatīts hr/Auge pret LV 'acs': pašreizējais 'Oči' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'oko'."
"f4a4d23d6f30fb13","f4a4d23d6f30fb1335cf1a503bea46d5663106754a8d6e55f0783a18caea0b26","DISC-G2-A1-HR-L0019","g2/a1/hr|Freundin|idx:202|lv|MEANING_ERROR|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Freundin|idx:202","lv","draudzene","Freundin","","Девојка","Девојка","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","prijateljica • djevojka","Individuāli pārskatīts hr/Freundin pret LV 'draudzene': vācu vārds aptver draudzeni un romantisku partneri; precīzais horvātu pāris ir 'prijateljica • djevojka'."
"f52aa6e3d593ed74","f52aa6e3d593ed74e8e47d1b3daba0d777c048bf34368bcc196bc70d6f64c633","DISC-G2-A1-HR-L0017","g2/a1/hr|normal|idx:452|lv|MEANING_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","normal|idx:452","lv","normāls","normal","","Нормално","Нормално","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","normalan","Individuāli pārskatīts hr/normal pret LV 'normāls': pašreizējais 'Нормално' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'normalan'."
"f588c251c6dac57d","f588c251c6dac57d8520a2effdfd6b2a01f615d34883471db735226135b1cccd","DISC-G2-A1-HR-L0024","g2/a1/hr|du|idx:149|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","du|idx:149","lv","tu","du","","Вие","Вие","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","ti","Reviewed hr/du against LV 'tu': current 'Вие' is wrong; replace the single lv field with exact hr value 'ti'."
"f801ace8c63d279c","f801ace8c63d279c08ced2c4ec0224e3f2ad47731c5b874fcf00a12ca3f4571e","DISC-G2-A1-HR-L0021","g2/a1/hr|Lehrerin|idx:365|lv|SEMANTIC_ERROR|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Lehrerin|idx:365","lv","skolotāja","Lehrerin","","Учител","Учител","PASS","","SEMANTIC_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","učiteljica","Reviewed hr/Lehrerin against LV 'skolotāja': current 'Учител' is wrong; replace the single lv field with exact hr value 'učiteljica'."
"fa1ed8785daf182d","fa1ed8785daf182db894df2bada75001512f08240f3b7da215adb15599cecf68","DISC-G2-A1-HR-L0003","g2/a1/hr|fett|idx:184|lv|MEANING_ERROR|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","fett|idx:184","lv","trekns","fett","","Gusta","Gusta","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","mastan","Individuāli pārskatīts hr/fett pret LV 'trekns': pašreizējais 'Gusta' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'mastan'."
"fa4c9bb5d44410ce","fa4c9bb5d44410ce843a7878dd3c87718110bddd834f1af7731270f8fb3b344f","DISC-G2-A1-HR-L0024","g2/a1/hr|auf dem Boden|idx:58|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","auf dem Boden|idx:58","lv","uz grīdas","auf dem Boden","","Na tla.","Na tla.","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","na podu","Individuāli pārskatīts hr/auf dem Boden pret LV 'uz grīdas': pašreizējais 'Na tla.' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'na podu'."
"fbf15cba182b2cd4","fbf15cba182b2cd449c9a7071a7e80840272134bc6cf3cb3f4ebd43753b00d35","DISC-G2-A1-HR-L0002","g2/a1/hr|Mensch|idx:402|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Mensch|idx:402","lv","cilvēks","Mensch","","Човешки","Човешки","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","čovjek","Individuāli pārskatīts hr/Mensch pret LV 'cilvēks': pašreizējais 'Човешки' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'čovjek'."
"fc03dbec7fed379f","fc03dbec7fed379f8f82cf653b51803f11a42c59713bdc91778d7425c9d05d06","DISC-G2-A1-HR-L0022","g2/a1/hr|Sekunde|idx:545|lv|MEANING_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Sekunde|idx:545","lv","sekunde","Sekunde","","Второ","Второ","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","sekunda","Individuāli pārskatīts hr/Sekunde pret LV 'sekunde': pašreizējais 'Второ' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'sekunda'."
"fe451d74d451092b","fe451d74d451092b6bfd56f7b9055687ddd43c3499c9911a6df217131099f503","DISC-G2-A1-HR-L0003","g2/a1/hr|Hand|idx:267|lv, study|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Hand|idx:267","lv, study","plauksta","Hand","","{""lv"":""dlan"",""study.translation"":""dlan"",""study.explanation"":""[\""Glavna ideja: die Hand znači dlan.\"",\""U njemačkom jeziku Arm i Hand su dvije odvojene riječi.\"",\""U hrvatskom svakodnevnom jeziku riječ ruka često može značiti i Arm i Hand.\""]"",""study.examples"":""[{\""de\"":\""Ich wasche meine Hände.\"",\""lv\"":\""Perem si ruke.\""},{\""de\"":\""Sie hält das Glas in der Hand.\"",\""lv\"":\""Drži čašu u dlanu.\""},{\""de\"":\""Mein Arm tut weh.\"",\""lv\"":\""Boli me ruka.\""}]"",""study.comparison"":""[{\""word\"":\""die Hand\"",\""meaning\"":\""dlan\"",\""example\"":\""in der Hand – u dlanu\""},{\""word\"":\""der Arm\"",\""meaning\"":\""Ruka\"",\""example\"":\""Mein Arm tut weh. – Boli me ruka.\""}]"",""study.tip"":""[\""Hand = dlan.\"",\""Arm = ruka od ramena do dlana.\""]"",""study.important"":""[\""U njemačkom jeziku Hand i Arm nisu ista riječ.\""]""}","{""lv"":""dlan"",""study.translation"":""dlan"",""study.explanation"":""[\""Glavna ideja: die Hand znači dlan.\"",\""U njemačkom jeziku Arm i Hand su dvije odvojene riječi.\"",\""U hrvatskom svakodnevnom jeziku riječ ruka često može značiti i Arm i Hand.\""]"",""study.examples"":""[{\""de\"":\""Ich wasche meine Hände.\"",\""lv\"":\""Perem si ruke.\""},{\""de\"":\""Sie hält das Glas in der Hand.\"",\""lv\"":\""Drži čašu u dlanu.\""},{\""de\"":\""Mein Arm tut weh.\"",\""lv\"":\""Boli me ruka.\""}]"",""study.comparison"":""[{\""word\"":\""die Hand\"",\""meaning\"":\""dlan\"",\""example\"":\""in der Hand – u dlanu\""},{\""word\"":\""der Arm\"",\""meaning\"":\""Ruka\"",\""example\"":\""Mein Arm tut weh. – Boli me ruka.\""}]"",""study.tip"":""[\""Hand = dlan.\"",\""Arm = ruka od ramena do dlana.\""]"",""study.important"":""[\""U njemačkom jeziku Hand i Arm nisu ista riječ.\""]""}","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individuāli pārskatīts hr ieraksts Hand|idx:267 (Hand), ceļš 'lv, study': viena rinda aptver apakšlaukus lv, study.translation, study.explanation, study.examples, study.comparison, kuru saturs sākas ar '{""lv"":""dlan"",""study.translation"":""dlan"",""study.explanation"":""[\""Glavna ideja: die Hand znači dlan.\"",\""U…'. Atsevišķās nozīmes nevar droši aizstāt ar vienu owner_new; vajadzīgs lauka līmeņa OWNER sadalījums."
"ff6eeb7358b54002","ff6eeb7358b540028526ba9b3d1e1b4f06f5212c95472e9303950a069c091c79","DISC-G2-A1-HR-L0025","g2/a1/hr|anziehen|idx:30|lv|MISTRANSLATION|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","anziehen|idx:30","lv","uzvilkt","anziehen","","Obuci se","Obuci se","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","obući","Individuāli pārskatīts hr/anziehen pret LV 'uzvilkt': pašreizējais 'Obuci se' nav pareiza horvātu pamatforma; precīzais aizstājums šim izolētajam laukam ir 'obući'."
"17cc37db8d625fcf","17cc37db8d625fcfcc00c0a2322cc391719e9bc1bc8ed42114ebe5e8b753e40a","DISC-G2-A1-HU-L0004","g2/a1/hu|versuchen|idx:622|lv|MEANING|gpt-5.6-luna","hu","","crowdin-staging/g2/hu-a1.json","versuchen|idx:622","lv","mēģināt","versuchen","","Hogy megpróbáljam","Hogy megpróbáljam","PASS","","MEANING","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING: individuāli salīdzināts hu lauks lv kartītē versuchen|idx:622; production “Hogy megpróbáljam” pret LV “mēģināt” un DE “versuchen”. Nepieciešams mērķvalodas OWNER formulējums, jo avotā nav droša proposed vērtība."
"17d8711fa555a313","17d8711fa555a313e0ced758995dca140a697923991d531d85aa36f3a6a599eb","DISC-G2-A1-HU-L0005","g2/a1/hu|Urlaub|idx:695|study.comparison|MISTRANSLATION|gpt-5.6-luna","hu","","crowdin-staging/g2/hu-a1.json","Urlaub|idx:695","study.comparison","[{""word"":""der Urlaub"",""meaning"":""atvaļinājums no darba (tikai vsk.)"",""example"":""Mein Vater ist im Urlaub. – Mans tēvs ir atvaļinājumā.""},{""word"":""die Ferien"",""meaning"":""skolas/studiju brīvlaiks (tikai dsk.)"",""example"":""Die Kinder haben Ferien. – Bērniem ir brīvdienas.""}]","Urlaub","","[{""word"":""der Urlaub"",""meaning"":""Távozik a munkából (csak az összes)"",""example"":""Mein Vater ist im Urlaub. – Apám nyaral.""},{""word"":""die Ferien"",""meaning"":""Iskolai/tanulási szünet (csak dsk.)"",""example"":""Die Kinder haben Ferien. – A gyerekeknek szabadságuk van.""}]","[{""word"":""der Urlaub"",""meaning"":""Távozik a munkából (csak az összes)"",""example"":""Mein Vater ist im Urlaub. – Apám nyaral.""},{""word"":""die Ferien"",""meaning"":""Iskolai/tanulási szünet (csak dsk.)"",""example"":""Die Kinder haben Ferien. – A gyerekeknek szabadságuk van.""}]","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING: individuāli salīdzināts hu lauks study.comparison kartītē Urlaub|idx:695; production “[{""word"":""der Urlaub"",""meaning"":""Távozik a munkából (csak az összes)"",""example"":""Mein Vater ist im Urlau…” pret LV “[{""word"":""der Urlaub"",""meaning"":""atvaļinājums no darba (tikai vsk.)"",""example"":…” un DE “Urlaub”. Nepieciešams mērķvalodas OWNER formulējums, jo avotā nav droša proposed vērtība."
