review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,owner_status,owner_decision,owner_new,owner_note
"77adea9b117f39d7","77adea9b117f39d7673da738b952f78df03049fb0253e6dea437f38d6637c985","DISC-G2-A1-UK-L0005","g2/a1/uk|Morgen|idx:418|lv; study.translation; study.explanation; study.examples; study.tip; study.important|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-a798eeb42f4c70c8","crowdin-staging/g2/uk-a1.json","Morgen|idx:418","lv; study.translation; study.explanation; study.examples; study.tip; study.important","","Morgen","","","","N/A","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","TARGET_NOT_FOUND","PENDING","","",""
"30a203b0b32f48f1","30a203b0b32f48f1336b20fe9bea22c523b6f17d281ca76b52407b8c8858cf46","DISC-G2-A1-HR-L0008","g2/a1/hr|heute|idx:281|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hr","SRC-LV-a7e5b538523182d3","crowdin-staging/g2/hr-a1.json","heute|idx:281","lv","šodien","heute","","Днес","Днес","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"5272c00fcccdd1b7","5272c00fcccdd1b7b145d061ec07d06e6ce08dbd4a6a6d8d585354a6f5a5ceca","DISC-G2-A1-MK-L0008","g2/a1/mk|heute|idx:281|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-a7e5b538523182d3","crowdin-staging/g2/mk-a1.json","heute|idx:281","lv","šodien","heute","","Днес","Днес","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"30c3dc65c339798c","30c3dc65c339798c7d44615e8a262d0639daa55a0deeb3a9b5934cc972cc1e1e","DISC-G2-A1-SK-L0008","g2/a1/sk|heute|idx:281|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-a7e5b538523182d3","crowdin-staging/g2/sk-a1.json","heute|idx:281","lv","šodien","heute","","Dnes","Dnes","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"fb5306b555bd5ff1","fb5306b555bd5ff1eea71e5e72bdd188aafa088330451113882897cf149c3c58","DISC-G2-A1-SL-L0008","g2/a1/sl|heute|idx:281|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-a7e5b538523182d3","crowdin-staging/g2/sl-a1.json","heute|idx:281","lv","šodien","heute","","danes","danes","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"5958d9f2d2f807c3","5958d9f2d2f807c3c8a6ff56b9fee616c9f1638ba4513add36a35f833eacc673","DISC-G2-A1-ET-L0003","g2/a1/et|groß|idx:250|lv, study|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-a8021587649cddff","crowdin-staging/g2/et-a1.json","groß|idx:250","lv, study","liels","groß","","suur","suur","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"f827726e97ee08c4","f827726e97ee08c4480298efdff2eb3f608dcb0451a2b17ed9b80c4863e86ed9","DISC-G2-A1-BG-L0005","g2/a1/bg|lang|idx:352|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-a8a1d32e00c84eb7","crowdin-staging/g2/bg-a1.json","lang|idx:352","lv","garš • ilgs","lang","","Дълги • Дълги","Дълги • Дълги","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"fa9a835e11f7edbe","fa9a835e11f7edbea857587255e0b127f8a47e7671df5844113d7651c5f9707f","DISC-G2-A1-RU-L0005","g2/a1/ru|lang|idx:352|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-a8a1d32e00c84eb7","crowdin-staging/g2/ru-a1.json","lang|idx:352","lv","garš • ilgs","lang","","Длинный • Длинный","Длинный • Длинный","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"82ff191c92a0f244","82ff191c92a0f2448c5fe7cda89e38dfedcea20e07387a3ccc995234c401cbf1","DISC-G2-A1-SK-L0005","g2/a1/sk|lang|idx:352|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-a8a1d32e00c84eb7","crowdin-staging/g2/sk-a1.json","lang|idx:352","lv","garš • ilgs","lang","","Dlhý • Dlhý","Dlhý • Dlhý","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"7610d25252eb996d","7610d25252eb996d9db41fe822850eef26911f94e3736b2effd80186d7fdd4d3","DISC-G2-A1-CS-L0006","g2/a1/cs|Lied|idx:376|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-a8a710084e249b1e","crowdin-staging/g2/cs-a1.json","Lied|idx:376","lv","dziesma","Lied","","Píseň","Píseň","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"8c67fdacda0a69a6","8c67fdacda0a69a64d47bd2bf90bb5fb33184413b1b98f5bb81f139a1677d7c9","DISC-G2-A1-PL-L0006","g2/a1/pl|Lied|idx:376|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","pl","SRC-LV-a8a710084e249b1e","crowdin-staging/g2/pl-a1.json","Lied|idx:376","lv","dziesma","Lied","","Piosenka","Piosenka","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"22cd922f5ca6f6bb","22cd922f5ca6f6bb39002a8d103f6c3175602e8d9290d816ddecbeb2a78739d4","DISC-G2-A1-SV-L0006","g2/a1/sv|Lied|idx:376|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-a8a710084e249b1e","crowdin-staging/g2/sv-a1.json","Lied|idx:376","lv","dziesma","Lied","","Laul","Laul","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"43220d06f06e03c6","43220d06f06e03c65118fffc7e056a9d81063d3321c74cc6ee74c3a8e00cf193","DISC-G2-A1-RU-L0005","g2/a1/ru|Mal|idx:390|lv, study|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-a8e44d6e451c910c","crowdin-staging/g2/ru-a1.json","Mal|idx:390","lv, study","reize","Mal","","Время","Время","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"0ffe9a0da508f8bd","0ffe9a0da508f8bd06f91b7045ea367fedaad7d47f3693af0038f6144d7ec968","DISC-G2-A1-BS-L0017","g2/a1/bs|sechzig|idx:537|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-a8f37710aff92879","crowdin-staging/g2/bs-a1.json","sechzig|idx:537","lv","sešdesmit","sechzig","","šezdeset","šezdeset","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"3eacd354fa155652","3eacd354fa15565201bd3faeb5a81e9401d9043f7a51f3fd7ab8d53a1b135c25","DISC-G2-A1-ES-L0017","g2/a1/es|sechzig|idx:537|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-a8f37710aff92879","crowdin-staging/g2/es-a1.json","sechzig|idx:537","lv","sešdesmit","sechzig","","sesenta","sesenta","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"cdb2870559ba08b0","cdb2870559ba08b096aebf20236da2da0a06e75b7e8285e0f216482ea4ca1790","DISC-G2-A1-GR-L0017","g2/a1/gr|sechzig|idx:537|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","gr","SRC-LV-a8f37710aff92879","crowdin-staging/g2/gr-a1.json","sechzig|idx:537","lv","sešdesmit","sechzig","","Εξήντα","Εξήντα","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"699864cf88e2a8f6","699864cf88e2a8f6a056bb0ee7b2f778f594a1c02f323c4668fd5cb7b8b824c7","DISC-G2-A1-MK-L0017","g2/a1/mk|sechzig|idx:537|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-a8f37710aff92879","crowdin-staging/g2/mk-a1.json","sechzig|idx:537","lv","sešdesmit","sechzig","","Шейсет","Шейсет","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"bf0fb4e150dad90a","bf0fb4e150dad90aef4da3846ee400e2a9287e46bbcde5906e7b595a5993dd97","DISC-G2-A1-PL-L0017","g2/a1/pl|sechzig|idx:537|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","pl","SRC-LV-a8f37710aff92879","crowdin-staging/g2/pl-a1.json","sechzig|idx:537","lv","sešdesmit","sechzig","","Sześćdziesiąt","Sześćdziesiąt","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"56b8c6d784616473","56b8c6d7846164739f79ed78d3bda58d4ec5e6125ad240aa0e293e1f7008df1c","DISC-G2-A1-SK-L0017","g2/a1/sk|sechzig|idx:537|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-a8f37710aff92879","crowdin-staging/g2/sk-a1.json","sechzig|idx:537","lv","sešdesmit","sechzig","","Šesťdesiat","Šesťdesiat","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"50fcf66b74813cb0","50fcf66b74813cb08547507a81be07dd51ce2c32ce27552d67e32765f377e4a6","DISC-G2-A1-UK-L0017","g2/a1/uk|sechzig|idx:537|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-a8f37710aff92879","crowdin-staging/g2/uk-a1.json","sechzig|idx:537","lv","sešdesmit","sechzig","","шістдесят","шістдесят","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"6b433f7db3d89886","6b433f7db3d89886b71af85be080c1408166ace7b0185d2bc0d146dab846741e","DISC-G2-A1-FR-L0004","g2/a1/fr|heißen|idx:276|lv; study|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-a97971ea1374d90d","crowdin-staging/g2/fr-a1.json","heißen|idx:276","lv; study","saukties","heißen","","","","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","FIELD_NOT_FOUND","PENDING","","",""
"62b9e52d2dfa6d7d","62b9e52d2dfa6d7df1f91153b356e3856fedcf575fd9b75978e6f862eab3f548","DISC-G2-A1-UK-L0004","g2/a1/uk|heißen|idx:276|lv; study|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-a97971ea1374d90d","crowdin-staging/g2/uk-a1.json","heißen|idx:276","lv; study","saukties","heißen","","","","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","FIELD_NOT_FOUND","PENDING","","",""
"32a8ce72e3404d54","32a8ce72e3404d544bce5eb252d2852a2cf30b8aa4ee60748ade95e418c17eaa","DISC-G2-A1-CS-L0002","g2/a1/cs|gleich|idx:243|lv and study.*|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-a98d79dd8cd69cf5","crowdin-staging/g2/cs-a1.json","gleich|idx:243","lv and study.*","tūlīt","gleich","","","","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","FIELD_NOT_FOUND","PENDING","","",""
"900dd7104757810c","900dd7104757810ccd873cca6d1a8ba0f720d97bd3682c48b978b797409191b1","DISC-G2-A1-DA-L0001","g2/a1/da|hören|idx:287|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-aa0b4978952d8108","crowdin-staging/g2/da-a1.json","hören|idx:287","lv","dzirdēt • klausīties","hören","","Hør • Lyt","Hør • Lyt","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"1c61a5b6a26f58dc","1c61a5b6a26f58dc87796b0d2b25b9d2f4ee8d567d2d5abd65fd7c82b01442d3","DISC-G2-A1-ET-L0019","g2/a1/et|Null|idx:454|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-aa45ac6a1d8357de","crowdin-staging/g2/et-a1.json","Null|idx:454","lv","nulle","Null","","null","null","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"4f9a48e38dca799e","4f9a48e38dca799eb424ca04a44a25fdcef7dc37e405473393e9b152cfb4825d","DISC-G2-A1-HU-L0019","g2/a1/hu|Null|idx:454|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-aa45ac6a1d8357de","crowdin-staging/g2/hu-a1.json","Null|idx:454","lv","nulle","Null","","Nulla","Nulla","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"d41730cb9885d39b","d41730cb9885d39b139e2debca2c16c584fb850458078d8e38412221d17edaab","DISC-G2-A1-RO-L0019","g2/a1/ro|Null|idx:454|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ro","SRC-LV-aa45ac6a1d8357de","crowdin-staging/g2/ro-a1.json","Null|idx:454","lv","nulle","Null","","Zero","Zero","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"45011a19f0ea7c5e","45011a19f0ea7c5e86de8d2401e4c9081b08efc48d0f4db238b6ce70407adff5","DISC-G2-A1-SK-L0019","g2/a1/sk|Null|idx:454|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-aa45ac6a1d8357de","crowdin-staging/g2/sk-a1.json","Null|idx:454","lv","nulle","Null","","Nula","Nula","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"54395a65000314d0","54395a65000314d02da17df2cac71ecf9ab73f5dac219eaf90ee8fd7525179ca","DISC-G2-A1-SV-L0019","g2/a1/sv|Null|idx:454|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-aa45ac6a1d8357de","crowdin-staging/g2/sv-a1.json","Null|idx:454","lv","nulle","Null","","Null","Null","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"83458a112908d0bd","83458a112908d0bdd4560926842ccfe1997994480d0a55547d88ae125bd3afc7","DISC-G2-A1-TR-L0019","g2/a1/tr|Null|idx:454|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","tr","SRC-LV-aa45ac6a1d8357de","crowdin-staging/g2/tr-a1.json","Null|idx:454","lv","nulle","Null","","Sıfır","Sıfır","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"9ce50f809f91f23b","9ce50f809f91f23b5c6d4531be722bc29f0ebc4de328bfbf540692443b30d3a8","DISC-G2-A1-BS-L0002","g2/a1/bs|Zeit|idx:699|lv/study|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-aa6753031d447136","crowdin-staging/g2/bs-a1.json","Zeit|idx:699","lv/study","laiks (brīdis / laika posms)","Zeit","","","","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","FIELD_NOT_FOUND","PENDING","","",""
"2191a06fe18035cb","2191a06fe18035cb96ae6ce53593586ec07d5c7860c8c4e87a4926d13dd6f5e5","DISC-G2-A1-EN-L0023","g2/a1/en|Rad fahren|idx:488|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","en","SRC-LV-aac4225928642cd8","crowdin-staging/g2/en-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","Ride a bike","Ride a bike","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"721791644e1dc103","721791644e1dc103a9bb0852aed9bfb3acae930e8730a864055566f6dfa96b70","DISC-G2-A1-ET-L0023","g2/a1/et|Rad fahren|idx:488|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-aac4225928642cd8","crowdin-staging/g2/et-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","jalgrattaga sõitma","jalgrattaga sõitma","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"680af0a385562824","680af0a3855628243d776b9a1cf934901e2edf48b1bdda7aee4d7569398adac6","DISC-G2-A1-FR-L0023","g2/a1/fr|Rad fahren|idx:488|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-aac4225928642cd8","crowdin-staging/g2/fr-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","Faire du vélo","Faire du vélo","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"c17bf21b5f0eddf5","c17bf21b5f0eddf50c8069ecc05c809349834722784ee117836291b456d73aa3","DISC-G2-A1-HR-L0023","g2/a1/hr|Rad fahren|idx:488|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hr","SRC-LV-aac4225928642cd8","crowdin-staging/g2/hr-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","Карайте колело","Карайте колело","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"4930e3b3042bb141","4930e3b3042bb141882997f1eaca9c26883e2aca45c63a148e61cbd87975d7ba","DISC-G2-A1-HU-L0023","g2/a1/hu|Rad fahren|idx:488|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-aac4225928642cd8","crowdin-staging/g2/hu-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","Biciklizni","Biciklizni","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"54517a514514e483","54517a514514e483bcece69c97797a602fc03878e02f224d9627b42c253dab55","DISC-G2-A1-NB-L0023","g2/a1/nb|Rad fahren|idx:488|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","nb","SRC-LV-aac4225928642cd8","crowdin-staging/g2/nb-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","Jalgrattaga juidma","Jalgrattaga juidma","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"e940fb34744e9518","e940fb34744e951896298c4e3e4e6367947fc6e4895217a8f6f6dbcceac087a3","DISC-G2-A1-NN-L0023","g2/a1/nn|Rad fahren|idx:488|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","nn","SRC-LV-aac4225928642cd8","crowdin-staging/g2/nn-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","Jalgrattaga juidma","Jalgrattaga juidma","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
