review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"9a75c72b922c3e2d","9a75c72b922c3e2d6baea040efd898a931609e435d8f9d178676d7a0d190a950","DISC-G2-A1-IT-L0002","g2/a1/it|klein|idx:6|lv, study.translation, study.explanation, study.examples, study.tip|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","klein|idx:6","lv, study.translation, study.explanation, study.examples, study.tip","mazs","klein","","{""lv"":""Mazes"",""study.translation"":""Mazes"",""study.explanation"":""[\""Idea principale: dimensioni ridotte o portata.\"",\""Piccolo galvenokārt nozīmē: mazs izmērs.\"",\""Bieži raksturo: lateas/personas izmēru.\""]"",""study.examples"":""[{\""de\"":\""Das Zimmer ist klein.\"",\""lv\"":\""La stanza è piccola.\""},{\""de\"":\""Das Kind ist noch klein.\"",\""lv\"":\""Istaba ir maza.\""},{\""de\"":\""Ich habe eine kleine Tasche.\"",\""lv\"":\""Bērns vēl ir mazs.\""},{\""de\"":\""Ich habe eine kleine Tasche.\"",\""lv\"":\""Ne prendo solo un po'.\""},{\""de\"":\""Das Kind ist klein.\"",\""lv\"":\""Il bambino è piccolo.\""}]"",""study.tip"":""[\""klein = piccolo\"",\""Usa klein quando il contesto corrisponde a questo significato.\""]""}","{""lv"":""Mazes"",""study.translation"":""Mazes"",""study.explanation"":""[\""Idea principale: dimensioni ridotte o portata.\"",\""Piccolo galvenokārt nozīmē: mazs izmērs.\"",\""Bieži raksturo: lateas/personas izmēru.\""]"",""study.examples"":""[{\""de\"":\""Das Zimmer ist klein.\"",\""lv\"":\""La stanza è piccola.\""},{\""de\"":\""Das Kind ist noch klein.\"",\""lv\"":\""Istaba ir maza.\""},{\""de\"":\""Ich habe eine kleine Tasche.\"",\""lv\"":\""Bērns vēl ir mazs.\""},{\""de\"":\""Ich habe eine kleine Tasche.\"",\""lv\"":\""Ne prendo solo un po'.\""},{\""de\"":\""Das Kind ist klein.\"",\""lv\"":\""Il bambino è piccolo.\""}]"",""study.tip"":""[\""klein = piccolo\"",\""Usa klein quando il contesto corrisponde a questo significato.\""]""}","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"b14961a5f6c0eb05","b14961a5f6c0eb05d28da660461dfe52eda61716da1d2fa493f84fdf5de6f993","DISC-G2-A1-IT-L0006","g2/a1/it|elf|idx:158|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","elf|idx:158","lv","vienpadsmit","elf","","Undici","Undici","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"b3d3368c1ec01958","b3d3368c1ec01958985ca9488f4bc549f483bde3dac235b2df9cd3b8270ddb85","DISC-G2-A1-IT-L0002","g2/a1/it|fett|idx:184|lv|WRONG_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","fett|idx:184","lv","trekns","fett","","Grasso","Grasso","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"b6625b20b35e5ac1","b6625b20b35e5ac1c1c2323f87e5395f957d1ef1ad00881b27b38320ddb0fab7","DISC-G2-A1-IT-L0009","g2/a1/it|Ende|idx:161|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Ende|idx:161","lv","beigas","Ende","","""Fine"". ""Oppure no""?","""Fine"". ""Oppure no""?","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"b78b31f0811266fc","b78b31f0811266fc2b8907f4233b8e1cc7d4df1c6e441306d79ae8c6ff2dfa3e","DISC-G2-A1-IT-L0004","g2/a1/it|die|idx:137|study.examples.lv; study.important|WRONG_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","die|idx:137","study.examples.lv; study.important","sieviešu dzimtes noteiktais artikuls","die","","{""study.examples.lv"":null,""study.important"":""[\""Al livello A1 impara prima die come articolo di genere femminile.\"",\""Al plurale die si usa per tutti i generi.\""]""}","{""study.examples.lv"":null,""study.important"":""[\""Al livello A1 impara prima die come articolo di genere femminile.\"",\""Al plurale die si usa per tutti i generi.\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT","PENDING","","",""
"b907203c593ff469","b907203c593ff46935e349618d0542cee83d2747a3eff409758464e109255c10","DISC-G2-A1-IT-L0002","g2/a1/it|nach|idx:426|study|LANGUAGE_MIXING|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","nach|idx:426","study","uz • pēc","nach","","{""study.translation"":""Uz • Pēc"",""study.explanation"":""[\""Idea principale: nach significa \\\""a\\\"" per i luoghi e \\\""dopo\\\"" per il tempo o la sequenza.\"",\""Con città e paesi senza articolo, nach spesso significa \\\""a\\\"".\"",\""Con il tempo, nach significa \\\""dopo\\\"".\"",\""Frāzē home tas nozīmē uz mājām.\""]"",""study.examples"":""[{\""de\"":\""Ich fahre nach Berlin.\"",\""lv\"":\""È braucu a Berlini.\""},{\""de\"":\""Wir gehen nach Hause.\"",\""lv\"":\""Andiamo a casa. - Mamma, rilassati.\""},{\""de\"":\""Nach dem Essen gehen wir spazieren.\"",\""lv\"":\""Pēc ēšanas mēs ejam pastaigāties.\""},{\""de\"":\""Es ist zehn nach acht.\"",\""lv\"":\""Dismetto la scommessa astoņiem.\""}]"",""study.comparison"":""[{\""word\"":\""nach\"",\""meaning\"":\""Uz/pec\"",\""example\"":\""Vado a Berlino.\""},{\""word\"":\""zu\"",\""meaning\"":\""Uz/crostata\"",\""example\"":\""Vado dal dottore.\""},{\""word\"":\""in\"",\""meaning\"":\""Iekšā / uz vietu ar artikulu\"",\""example\"":\""Vado a scuola.\""},{\""word\"":\""vor\"",\""meaning\"":\""Pirms / priekšā\"",\""example\"":\""Prima di mangiare mi lavo le mani.\""}]"",""study.tip"":""{\""text\"":\""Atceries: nach Hause; nach Berlin; pēc ēšanas.\""}"",""study.important"":""[\""nach non si usa con tutti i luoghi.\"",\""Per \\\""a scuola\\\"" di solito è in die Schule, non nach Schule.\""]""}","{""study.translation"":""Uz • Pēc"",""study.explanation"":""[\""Idea principale: nach significa \\\""a\\\"" per i luoghi e \\\""dopo\\\"" per il tempo o la sequenza.\"",\""Con città e paesi senza articolo, nach spesso significa \\\""a\\\"".\"",\""Con il tempo, nach significa \\\""dopo\\\"".\"",\""Frāzē home tas nozīmē uz mājām.\""]"",""study.examples"":""[{\""de\"":\""Ich fahre nach Berlin.\"",\""lv\"":\""È braucu a Berlini.\""},{\""de\"":\""Wir gehen nach Hause.\"",\""lv\"":\""Andiamo a casa. - Mamma, rilassati.\""},{\""de\"":\""Nach dem Essen gehen wir spazieren.\"",\""lv\"":\""Pēc ēšanas mēs ejam pastaigāties.\""},{\""de\"":\""Es ist zehn nach acht.\"",\""lv\"":\""Dismetto la scommessa astoņiem.\""}]"",""study.comparison"":""[{\""word\"":\""nach\"",\""meaning\"":\""Uz/pec\"",\""example\"":\""Vado a Berlino.\""},{\""word\"":\""zu\"",\""meaning\"":\""Uz/crostata\"",\""example\"":\""Vado dal dottore.\""},{\""word\"":\""in\"",\""meaning\"":\""Iekšā / uz vietu ar artikulu\"",\""example\"":\""Vado a scuola.\""},{\""word\"":\""vor\"",\""meaning\"":\""Pirms / priekšā\"",\""example\"":\""Prima di mangiare mi lavo le mani.\""}]"",""study.tip"":""{\""text\"":\""Atceries: nach Hause; nach Berlin; pēc ēšanas.\""}"",""study.important"":""[\""nach non si usa con tutti i luoghi.\"",\""Per \\\""a scuola\\\"" di solito è in die Schule, non nach Schule.\""]""}","PASS","","LANGUAGE_MIXING","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"b93f35941498f98c","b93f35941498f98cf6facc70069cab0693a010212ea4d398d38c456f25d1d5ed","DISC-G2-A1-IT-L0014","g2/a1/it|Brille|idx:110|lv|TARGET_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Brille|idx:110","lv","brilles","Brille","","Occhiali","Occhiali","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"ba620bd77b153a46","ba620bd77b153a46df9191eaff37599dea76ba7930ed9cea824268a4d925d452","DISC-G2-A1-IT-L0012","g2/a1/it|frei|idx:199|lv|WRONG_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","frei|idx:199","lv","brīvs","frei","","Gratuita","Gratuita","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"bb013cf01f74b8ea","bb013cf01f74b8ea274451af4af450c93d38e0ddc8e49c853baf380c2a04700e","DISC-G2-A1-IT-L0001","g2/a1/it|müssen|idx:423|lv, study|LANGUAGE_MIXING|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","müssen|idx:423","lv, study","vajadzēt","müssen","","{""lv"":""Esigenza"",""study.translation"":""Esigenza"",""study.explanation"":""[\""Galvenā doma: must nozīmē, ka kaut kas ir jādara.\"",\""Latviski müssen bieži tulko ar \\\""man jā...\\\"", \\\""tev jā...\\\"", \\\""mums jā...\\\"".\"",\""Vācu teikumā otrais darbības vārds parasti stāv bijās.\"",\""A1 līmenī svarigākā forma ir Ich muss...\""]"",""study.examples"":""[{\""de\"":\""Ich muss gehen.\"",\""lv\"":\""- Ammazza!\""},{\""de\"":\""Du musst warten.\"",\""lv\"":\""Tev jagaida.\""},{\""de\"":\""Wir müssen lernen.\"",\""lv\"":\""Mamme jāmācās.\""},{\""de\"":\""Ich muss heute arbeiten.\"",\""lv\"":\""Man šodien jāstrādā.\""}]"",""study.comparison"":""[{\""word\"":\""müssen\"",\""meaning\"":\""Vajadzēt / mais jādara\"",\""example\"":\""Devo andare.\""},{\""word\"":\""können\"",\""meaning\"":\""Varet/prast\"",\""example\"":\""Posso venire.\""},{\""word\"":\""wollen\"",\""meaning\"":\""Gribet\"",\""example\"":\""Voglio andare a casa.\""},{\""word\"":\""dürfen\"",\""meaning\"":\""Drikstet\"",\""example\"":\""Posso andare?\""}]"",""study.tip"":""{\""text\"":\""Atceries: Ich muss... = man jā...\""}"",""study.important"":""[\""müssen è un verbo modale.\"",\""Il secondo verbo di solito va alla fine della frase: Ich muss heute arbeiten.\""]""}","{""lv"":""Esigenza"",""study.translation"":""Esigenza"",""study.explanation"":""[\""Galvenā doma: must nozīmē, ka kaut kas ir jādara.\"",\""Latviski müssen bieži tulko ar \\\""man jā...\\\"", \\\""tev jā...\\\"", \\\""mums jā...\\\"".\"",\""Vācu teikumā otrais darbības vārds parasti stāv bijās.\"",\""A1 līmenī svarigākā forma ir Ich muss...\""]"",""study.examples"":""[{\""de\"":\""Ich muss gehen.\"",\""lv\"":\""- Ammazza!\""},{\""de\"":\""Du musst warten.\"",\""lv\"":\""Tev jagaida.\""},{\""de\"":\""Wir müssen lernen.\"",\""lv\"":\""Mamme jāmācās.\""},{\""de\"":\""Ich muss heute arbeiten.\"",\""lv\"":\""Man šodien jāstrādā.\""}]"",""study.comparison"":""[{\""word\"":\""müssen\"",\""meaning\"":\""Vajadzēt / mais jādara\"",\""example\"":\""Devo andare.\""},{\""word\"":\""können\"",\""meaning\"":\""Varet/prast\"",\""example\"":\""Posso venire.\""},{\""word\"":\""wollen\"",\""meaning\"":\""Gribet\"",\""example\"":\""Voglio andare a casa.\""},{\""word\"":\""dürfen\"",\""meaning\"":\""Drikstet\"",\""example\"":\""Posso andare?\""}]"",""study.tip"":""{\""text\"":\""Atceries: Ich muss... = man jā...\""}"",""study.important"":""[\""müssen è un verbo modale.\"",\""Il secondo verbo di solito va alla fine della frase: Ich muss heute arbeiten.\""]""}","PASS","","LANGUAGE_MIXING","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"bcc771179a29a5d6","bcc771179a29a5d61c2edd5065d35bad8de7dae510e011d867b478496d4e4294","DISC-G2-A1-IT-L0001","g2/a1/it|schwimmen|idx:531|study|TARGET_LANGUAGE_MIXED|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","schwimmen|idx:531","study","peldēt","schwimmen","","{""study.translation"":""Peldet"",""study.explanation"":""[\""Galvenā doma: schwimmen nozīmē peldēt kākustību vai sportu.\"",\""Schwimmen liedo, ja cilvēks peld ūdenī ar peldēšanaskustībām.\"",\""Sì, sono molto contento dei bagni.\"",\""A1 līmenī svarīgi nošˈirt: nuotare = peldēt, fare il bagno = peldēties.\""]"",""study.examples"":""[{\""de\"":\""Ich schwimme gern.\"",\""lv\"":\""Man patik peldēt.\""},{\""de\"":\""Er schwimmt sehr gut.\"",\""lv\"":\""Viņš ųoti labi peld.\""},{\""de\"":\""Wir schwimmen im Schwimmbad.\"",\""lv\"":\""Mēs peldam baseinā.\""},{\""de\"":\""Ich gehe baden.\"",\""lv\"":\""- E' proprio questo.\""}]"",""study.comparison"":""[{\""word\"":\""schwimmen\"",\""meaning\"":\""Peldēt kākustība vai sports\"",\""example\"":\""Nuota molto bene.\""},{\""word\"":\""baden\"",\""meaning\"":\""Peldēties / atrasties ūdenī\"",\""example\"":\""Vado a fare il bagno.\""},{\""word\"":\""schwimmen gehen\"",\""meaning\"":\""Da chi? Non importa.\"",\""example\"":\""Andiamo a nuotare.\""},{\""word\"":\""duschen\"",\""meaning\"":\""Mazgāties dušā\"",\""example\"":\""Mi doccia al mattino.\""}]"",""study.tip"":""{\""text\"":\""Atceries: peldēšanas kustība → schwimmen; atpūta ūdenī → baden.\""}"",""study.important"":""[\""schwimmen e baden non sono la stessa cosa.\"",\""In lettone spesso si dice \\\""peldēt\\\"", ma in tedesco bisogna vedere se è un movimento o un nuoto.\""]""}","{""study.translation"":""Peldet"",""study.explanation"":""[\""Galvenā doma: schwimmen nozīmē peldēt kākustību vai sportu.\"",\""Schwimmen liedo, ja cilvēks peld ūdenī ar peldēšanaskustībām.\"",\""Sì, sono molto contento dei bagni.\"",\""A1 līmenī svarīgi nošˈirt: nuotare = peldēt, fare il bagno = peldēties.\""]"",""study.examples"":""[{\""de\"":\""Ich schwimme gern.\"",\""lv\"":\""Man patik peldēt.\""},{\""de\"":\""Er schwimmt sehr gut.\"",\""lv\"":\""Viņš ųoti labi peld.\""},{\""de\"":\""Wir schwimmen im Schwimmbad.\"",\""lv\"":\""Mēs peldam baseinā.\""},{\""de\"":\""Ich gehe baden.\"",\""lv\"":\""- E' proprio questo.\""}]"",""study.comparison"":""[{\""word\"":\""schwimmen\"",\""meaning\"":\""Peldēt kākustība vai sports\"",\""example\"":\""Nuota molto bene.\""},{\""word\"":\""baden\"",\""meaning\"":\""Peldēties / atrasties ūdenī\"",\""example\"":\""Vado a fare il bagno.\""},{\""word\"":\""schwimmen gehen\"",\""meaning\"":\""Da chi? Non importa.\"",\""example\"":\""Andiamo a nuotare.\""},{\""word\"":\""duschen\"",\""meaning\"":\""Mazgāties dušā\"",\""example\"":\""Mi doccia al mattino.\""}]"",""study.tip"":""{\""text\"":\""Atceries: peldēšanas kustība → schwimmen; atpūta ūdenī → baden.\""}"",""study.important"":""[\""schwimmen e baden non sono la stessa cosa.\"",\""In lettone spesso si dice \\\""peldēt\\\"", ma in tedesco bisogna vedere se è un movimento o un nuoto.\""]""}","PASS","","TARGET_LANGUAGE_MIXED","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"bd86022b5d55a6e7","bd86022b5d55a6e76f40fc07a8c12f0f117a82714d6476cb91540c50c5ae1fb1","DISC-G2-A1-IT-L0003","g2/a1/it|kein|idx:308|lv/study|WRONG_LANGUAGE_AND_MISTRANSLATION|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","kein|idx:308","lv/study","neviens • nekāds","kein","","{""lv"":""Nevi • Nekads"",""study.translation"":""Nevi • Nekads"",""study.explanation"":""[\""Galvenā doma: keine ir nolieguma artikuls, kas noliedz lietvārdu — latviski atkarībā no konteksta neviens vai nekāds.\"",\""Kein locījas tāpat kā ein (kein/keine/keinen...) uno stāv latevārda priekšā.\"",\""Ar skaitāmiem Laatvārdiem (cilvēkiem) kein bieži tulko kā neviens (kein Mensch = neviens cilvēks).\"",\""Ar nesaitāmiem vai abstraktiem Laatvārdiem kein bieži tulko kā nekāds/nav vispār (kein Geld = nekādas naudas/nav naudas).\"",\""Kein noliedz veselu Laatvārdu, ne tikai darbības vārdu (salīdzini ar nicht).\""]"",""study.examples"":""[{\""de\"":\""Ich habe kein Geld.\"",\""lv\"":\""Uomo nav naudas.\""},{\""de\"":\""Es gibt keine Milch mehr.\"",\""lv\"":\""Piena vairs nav nemaz.\""},{\""de\"":\""Kein Mensch war da.\"",\""lv\"":\""Nevi cilvēks tur nebija.\""},{\""de\"":\""Ich habe keine Zeit.\"",\""lv\"":\""Uomo nav laika.\""},{\""de\"":\""Das ist kein Problem.\"",\""lv\"":\""E va bene.\""},{\""de\"":\""Wir haben keine Kinder.\"",\""lv\"":\""Le mamme nav bērnu.\""}]"",""study.tip"":""[\""kein nega un sostantivo (kein + sostantivo), nicht nega un verbo o una frase.\"",\""kein si declina come ein: kein/keine/keinen/keiner.\""]"",""study.important"":""[\""kein + sostantivo = 'nessun/nessuna X', non 'non un X'.\"",\""Errato: Ich habe nicht ein Geld. → Corretto: Ich habe kein Geld.\""]""}","{""lv"":""Nevi • Nekads"",""study.translation"":""Nevi • Nekads"",""study.explanation"":""[\""Galvenā doma: keine ir nolieguma artikuls, kas noliedz lietvārdu — latviski atkarībā no konteksta neviens vai nekāds.\"",\""Kein locījas tāpat kā ein (kein/keine/keinen...) uno stāv latevārda priekšā.\"",\""Ar skaitāmiem Laatvārdiem (cilvēkiem) kein bieži tulko kā neviens (kein Mensch = neviens cilvēks).\"",\""Ar nesaitāmiem vai abstraktiem Laatvārdiem kein bieži tulko kā nekāds/nav vispār (kein Geld = nekādas naudas/nav naudas).\"",\""Kein noliedz veselu Laatvārdu, ne tikai darbības vārdu (salīdzini ar nicht).\""]"",""study.examples"":""[{\""de\"":\""Ich habe kein Geld.\"",\""lv\"":\""Uomo nav naudas.\""},{\""de\"":\""Es gibt keine Milch mehr.\"",\""lv\"":\""Piena vairs nav nemaz.\""},{\""de\"":\""Kein Mensch war da.\"",\""lv\"":\""Nevi cilvēks tur nebija.\""},{\""de\"":\""Ich habe keine Zeit.\"",\""lv\"":\""Uomo nav laika.\""},{\""de\"":\""Das ist kein Problem.\"",\""lv\"":\""E va bene.\""},{\""de\"":\""Wir haben keine Kinder.\"",\""lv\"":\""Le mamme nav bērnu.\""}]"",""study.tip"":""[\""kein nega un sostantivo (kein + sostantivo), nicht nega un verbo o una frase.\"",\""kein si declina come ein: kein/keine/keinen/keiner.\""]"",""study.important"":""[\""kein + sostantivo = 'nessun/nessuna X', non 'non un X'.\"",\""Errato: Ich habe nicht ein Geld. → Corretto: Ich habe kein Geld.\""]""}","PASS","","WRONG_LANGUAGE_AND_MISTRANSLATION","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"be9c74b52328b267","be9c74b52328b267625c9377ae5be6fda9de0bc5e1d5020c489fbfc3ead820fb","DISC-G2-A1-IT-L0002","g2/a1/it|Brot|idx:1|lv|WRONG_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Brot|idx:1","lv","maize","Brot","","Pane","Pane","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"c04a7ea60473ccb4","c04a7ea60473ccb4feed197db905e7487abcf3dd8dbce42afa0f3298e33ebbc6","DISC-G2-A1-IT-L0016","g2/a1/it|Frühling|idx:206|lv|WRONG_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Frühling|idx:206","lv","pavasaris","Frühling","","Primavera","Primavera","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"c095bf7c50f82613","c095bf7c50f82613670a3c9e3638888cca42191c9be4b367162931f11e42afe4","DISC-G2-A1-IT-L0015","g2/a1/it|Butterbrot|idx:112|lv|TARGET_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Butterbrot|idx:112","lv","sviestmaize","Butterbrot","","- Un panino.","- Un panino.","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"c14cdd8db7760ac8","c14cdd8db7760ac8efa5c7826fdd0849b53b3bc95e2f2c44fd7771ad19d01852","DISC-G2-A1-IT-L0001","g2/a1/it|das|idx:129|study.examples.lv; study.comparison; study.important|WRONG_LANGUAGE|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","das|idx:129","study.examples.lv; study.comparison; study.important","vidus dzimtes noteiktais artikuls","das","","{""study.examples.lv"":null,""study.comparison"":""[{\""word\"":\""das\"",\""meaning\"":\""Lui (articolo/pronome)\"",\""example\"":\""Das ist mein Auto. – Borsa nell'auto dell'uomo.\""},{\""word\"":\""dies\"",\""meaning\"":\""SIS\"",\""example\"":\""Dies ist mein Auto. – E quella è la mia macchina.\""},{\""word\"":\""welches\"",\""meaning\"":\""Kurš • Kura • Kuru\"",\""example\"":\""Das ist das Buch, welches ich lese. – Tā ir gramata, kuru es lasu.\""}]"",""study.important"":""[\""Al livello A1 impara prima das come articolo di genere neutro.\"",\""das non è lo stesso di dass — das può essere un articolo o un pronome, dass significa \\\""che\\\"".\""]""}","{""study.examples.lv"":null,""study.comparison"":""[{\""word\"":\""das\"",\""meaning\"":\""Lui (articolo/pronome)\"",\""example\"":\""Das ist mein Auto. – Borsa nell'auto dell'uomo.\""},{\""word\"":\""dies\"",\""meaning\"":\""SIS\"",\""example\"":\""Dies ist mein Auto. – E quella è la mia macchina.\""},{\""word\"":\""welches\"",\""meaning\"":\""Kurš • Kura • Kuru\"",\""example\"":\""Das ist das Buch, welches ich lese. – Tā ir gramata, kuru es lasu.\""}]"",""study.important"":""[\""Al livello A1 impara prima das come articolo di genere neutro.\"",\""das non è lo stesso di dass — das può essere un articolo o un pronome, dass significa \\\""che\\\"".\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT","PENDING","","",""
"c1aebb305f4d0fb7","c1aebb305f4d0fb7fc93697dd0442e055740bf6d734138bb06302f66d9aaf121","DISC-G2-A1-IT-L0003","g2/a1/it|an|idx:12|lv, study.translation, study.examples, study.comparison, study.important|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","an|idx:12","lv, study.translation, study.examples, study.comparison, study.important","pie","an","","{""lv"":""Dal • Al • Presente"",""study.translation"":""Sopra • In superficie • Sul bordo"",""study.examples"":""[{\""de\"":\""an der Wand\"",\""lv\"":\""Torta Siena / uz Siena\""},{\""de\"":\""am Fenster\"",\""lv\"":\""Loga di torta\""},{\""de\"":\""am Meer\"",\""lv\"":\""-In riva al mare\""}]"",""study.comparison"":""[{\""word\"":\""an\"",\""meaning\"":\""In superficie o sul bordo\"",\""example\"":\""an der Wand – Torta Siena\""},{\""word\"":\""auf\"",\""meaning\"":\""Uz horizontālas virsmas\"",\""example\"":\""auf dem Tisch – Dove?\""},{\""word\"":\""bei\"",\""meaning\"":\""Ad una persona o ad un luogo\"",\""example\"":\""beim Arzt – Crostata all'arsta\""}]"",""study.important"":""[\""an non è un generico \\\""presso\\\"". Spesso significa presso una superficie, un muro, una finestra o un bordo.\"",\""Su una superficie orizzontale di solito si usa auf.\""]""}","{""lv"":""Dal • Al • Presente"",""study.translation"":""Sopra • In superficie • Sul bordo"",""study.examples"":""[{\""de\"":\""an der Wand\"",\""lv\"":\""Torta Siena / uz Siena\""},{\""de\"":\""am Fenster\"",\""lv\"":\""Loga di torta\""},{\""de\"":\""am Meer\"",\""lv\"":\""-In riva al mare\""}]"",""study.comparison"":""[{\""word\"":\""an\"",\""meaning\"":\""In superficie o sul bordo\"",\""example\"":\""an der Wand – Torta Siena\""},{\""word\"":\""auf\"",\""meaning\"":\""Uz horizontālas virsmas\"",\""example\"":\""auf dem Tisch – Dove?\""},{\""word\"":\""bei\"",\""meaning\"":\""Ad una persona o ad un luogo\"",\""example\"":\""beim Arzt – Crostata all'arsta\""}]"",""study.important"":""[\""an non è un generico \\\""presso\\\"". Spesso significa presso una superficie, un muro, una finestra o un bordo.\"",\""Su una superficie orizzontale di solito si usa auf.\""]""}","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
