review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"9bb2c59341bd12f5","9bb2c59341bd12f58f6ab2f0d962148414b12a596077323b9b9e0540dd6cdeff","DISC-G2-A1-FI-L0002","g2/a1/fi|jung|idx:304|lv; study|SOURCE_LV_ISSUE|gpt-5.6-luna","fi","SRC-LV-949dc868a010054f","crowdin-staging/g2/fi-a1.json","jung|idx:304","lv; study","jauns (par cilvēkiem)","jung","","{""lv"":""Noor (inimeste kohta)"",""study.translation"":""Noor (inimeste kohta)"",""study.explanation"":""[\""Põhiidee: jung tähendab noor vanuse mõttes — kasutatakse inimeste ja loomade, mitte asjade kohta.\"",\""Jung kirjeldab vanust — vastand on alt (vana).\"",\""Eesti keeles on need kaks tähendust eri sõnadega: noor vanuse kohta (jung) ja uus/hiljuti valminud asja kohta (neu).\"",\""Asjade kohta, mis on hiljuti loodud või ostetud, kasutatakse neu, mitte jung.\"",\""Jung kasutatakse ka ülekantud tähenduses: noor põlvkond, noor paar, noored inimesed.\"",\""On olemas ka nimisõna die Jugend (noorsugu, noorus).\""]"",""study.examples"":""[{\""de\"":\""Sie ist noch jung.\"",\""lv\"":\""Ta on veel noor.\""},{\""de\"":\""Der Hund ist jung.\"",\""lv\"":\""Koer on noor.\""},{\""de\"":\""Wir sind noch jung.\"",\""lv\"":\""Me oleme veel noored.\""},{\""de\"":\""Er sieht sehr jung aus.\"",\""lv\"":\""Ta näeb väga noor välja.\""},{\""de\"":\""Das ist ein junges Paar.\"",\""lv\"":\""See on noor paar.\""},{\""de\"":\""Die junge Frau lächelt.\"",\""lv\"":\""Noor naine naeratab.\""},{\""de\"":\""Mein Bruder ist jünger als ich.\"",\""lv\"":\""Minu vend on noorem kui mina.\""}]"",""study.tip"":""[\""jung on iälle (ihmiset, eläimet) — jos puhutaan äskettäin tehdyistä asioista, käytetään neu.\"",\""Vastakohta: jung ↔ alt (nuori ↔ vanha).\""]"",""study.important"":""[\""jung kuvaa ikää, ei asioiden uutuutta.\"",\""Uusille asioille (puhelin, auto, talo) käytetään neu, ei jung.\"",\""Väärin: Mein Handy ist jung. → Oikein: Mein Handy ist neu.\""]""}","{""lv"":""Noor (inimeste kohta)"",""study.translation"":""Noor (inimeste kohta)"",""study.explanation"":""[\""Põhiidee: jung tähendab noor vanuse mõttes — kasutatakse inimeste ja loomade, mitte asjade kohta.\"",\""Jung kirjeldab vanust — vastand on alt (vana).\"",\""Eesti keeles on need kaks tähendust eri sõnadega: noor vanuse kohta (jung) ja uus/hiljuti valminud asja kohta (neu).\"",\""Asjade kohta, mis on hiljuti loodud või ostetud, kasutatakse neu, mitte jung.\"",\""Jung kasutatakse ka ülekantud tähenduses: noor põlvkond, noor paar, noored inimesed.\"",\""On olemas ka nimisõna die Jugend (noorsugu, noorus).\""]"",""study.examples"":""[{\""de\"":\""Sie ist noch jung.\"",\""lv\"":\""Ta on veel noor.\""},{\""de\"":\""Der Hund ist jung.\"",\""lv\"":\""Koer on noor.\""},{\""de\"":\""Wir sind noch jung.\"",\""lv\"":\""Me oleme veel noored.\""},{\""de\"":\""Er sieht sehr jung aus.\"",\""lv\"":\""Ta näeb väga noor välja.\""},{\""de\"":\""Das ist ein junges Paar.\"",\""lv\"":\""See on noor paar.\""},{\""de\"":\""Die junge Frau lächelt.\"",\""lv\"":\""Noor naine naeratab.\""},{\""de\"":\""Mein Bruder ist jünger als ich.\"",\""lv\"":\""Minu vend on noorem kui mina.\""}]"",""study.tip"":""[\""jung on iälle (ihmiset, eläimet) — jos puhutaan äskettäin tehdyistä asioista, käytetään neu.\"",\""Vastakohta: jung ↔ alt (nuori ↔ vanha).\""]"",""study.important"":""[\""jung kuvaa ikää, ei asioiden uutuutta.\"",\""Uusille asioille (puhelin, auto, talo) käytetään neu, ei jung.\"",\""Väärin: Mein Handy ist jung. → Oikein: Mein Handy ist neu.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"bbd49da05c1767e1","bbd49da05c1767e15f305de3d6a7bb5a50bffd2e003d1dd8595e5c9116de6af8","DISC-G2-A1-ET-L0001","g2/a1/et|siebzehn|idx:553|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-9589ef58d2fd7881","crowdin-staging/g2/et-a1.json","siebzehn|idx:553","lv","septiņpadsmit","siebzehn","","seitseteist","seitseteist","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"57607d0cc1b14462","57607d0cc1b144624625611521542450fc5f9f6bd30c0fd19b01d029b245c340","DISC-G2-A1-FI-L0001","g2/a1/fi|siebzehn|idx:553|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fi","SRC-LV-9589ef58d2fd7881","crowdin-staging/g2/fi-a1.json","siebzehn|idx:553","lv","septiņpadsmit","siebzehn","","Seitseteist","Seitseteist","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"72e61eda924d9687","72e61eda924d9687718dbf384209d32b99df0c586618177c49ce3f5491a450bb","DISC-G2-A1-FR-L0001","g2/a1/fr|siebzehn|idx:553|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-9589ef58d2fd7881","crowdin-staging/g2/fr-a1.json","siebzehn|idx:553","lv","septiņpadsmit","siebzehn","","Dix-sept","Dix-sept","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"7323f2cfc698c5f3","7323f2cfc698c5f32a1362b2b01976a133fe4be9ef0cc5af3872935e7815266b","DISC-G2-A1-HR-L0001","g2/a1/hr|siebzehn|idx:553|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hr","SRC-LV-9589ef58d2fd7881","crowdin-staging/g2/hr-a1.json","siebzehn|idx:553","lv","septiņpadsmit","siebzehn","","Седемнадесет","Седемнадесет","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f6ee00907e11a8cc","f6ee00907e11a8cc1f69af60e7d80b1f80337a5ce09e57359e7b20f2cda2ee33","DISC-G2-A1-PL-L0001","g2/a1/pl|siebzehn|idx:553|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","pl","SRC-LV-9589ef58d2fd7881","crowdin-staging/g2/pl-a1.json","siebzehn|idx:553","lv","septiņpadsmit","siebzehn","","Siedemnaście","Siedemnaście","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f1eaa400b63e5cd3","f1eaa400b63e5cd3a9f88ea6f26aea7176c67401dcabca1e0b09101e8671f3c6","DISC-G2-A1-UK-L0001","g2/a1/uk|siebzehn|idx:553|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-9589ef58d2fd7881","crowdin-staging/g2/uk-a1.json","siebzehn|idx:553","lv","septiņpadsmit","siebzehn","","сімнадцять","сімнадцять","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"3df0ea6560b4513b","3df0ea6560b4513b744c6a02617c219394620a116168ea2312b8b582c9f517ed","DISC-G2-A1-HU-L0005","g2/a1/hu|wissen|idx:311|lv and study content|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-95e9b8b9959315bf","crowdin-staging/g2/hu-a1.json","wissen|idx:311","lv and study content","zināt","wissen","","{""lv"":""Tudni"",""study.translation"":""Tudni"",""study.explanation"":""[\""Fő ötlet: Tudni egy tényt, választ vagy információt.\"",\""Wissen főként azt jelenti: információ/tény.\"",\""Gyakran jellemzik: válaszok, adatok.\"",\""A wissen akkor használatos, ha ismer egy tényt, választ vagy információt.\""]"",""study.examples"":""[{\""de\"":\""Ich weiß, wo er wohnt.\"",\""lv\"":\""Tudom, hol lakik.\""},{\""de\"":\""Woher wissen Sie das?\"",\""lv\"":\""Honnan tudod ezt?\""},{\""de\"":\""Ich weiß die Antwort.\"",\""lv\"":\""Tudom a választ.\""}]"",""study.comparison"":""[{\""word\"":\""wissen\"",\""meaning\"":\""Tudni (tény, információ)\"",\""example\"":\""Ich weiß, wo er wohnt. – Tudom, hol lakik.\""},{\""word\"":\""kennen\"",\""meaning\"":\""Tudom (személy, hely, dolog)\"",\""example\"":\""Ich kenne die Stadt. – Ismerem a várost.\""}]"",""study.tip"":""[\""wissen = tudni\"",\""Használd a wissen szót, amikor a szövegkörnyezet megfelel ennek a jelentésnek.\""]"",""study.important"":""[\""wissen = tudni egy tényt.\"",\""wissen = tudni.\"",\""Tudni egy tényt, választ vagy információt.\""]""}","{""lv"":""Tudni"",""study.translation"":""Tudni"",""study.explanation"":""[\""Fő ötlet: Tudni egy tényt, választ vagy információt.\"",\""Wissen főként azt jelenti: információ/tény.\"",\""Gyakran jellemzik: válaszok, adatok.\"",\""A wissen akkor használatos, ha ismer egy tényt, választ vagy információt.\""]"",""study.examples"":""[{\""de\"":\""Ich weiß, wo er wohnt.\"",\""lv\"":\""Tudom, hol lakik.\""},{\""de\"":\""Woher wissen Sie das?\"",\""lv\"":\""Honnan tudod ezt?\""},{\""de\"":\""Ich weiß die Antwort.\"",\""lv\"":\""Tudom a választ.\""}]"",""study.comparison"":""[{\""word\"":\""wissen\"",\""meaning\"":\""Tudni (tény, információ)\"",\""example\"":\""Ich weiß, wo er wohnt. – Tudom, hol lakik.\""},{\""word\"":\""kennen\"",\""meaning\"":\""Tudom (személy, hely, dolog)\"",\""example\"":\""Ich kenne die Stadt. – Ismerem a várost.\""}]"",""study.tip"":""[\""wissen = tudni\"",\""Használd a wissen szót, amikor a szövegkörnyezet megfelel ennek a jelentésnek.\""]"",""study.important"":""[\""wissen = tudni egy tényt.\"",\""wissen = tudni.\"",\""Tudni egy tényt, választ vagy információt.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"eedbde4a4cea11e1","eedbde4a4cea11e1fd2d7c463430c5493e9040df22d323a9083ebefc7672090a","DISC-G2-A1-UK-L0002","g2/a1/uk|fernsehen|idx:687|lv; study.translation; study.explanation; study.examples; study.comparison; study.tip; study.important|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-9625d93f170f7f37","crowdin-staging/g2/uk-a1.json","fernsehen|idx:687","lv; study.translation; study.explanation; study.examples; study.comparison; study.tip; study.important","skatīties televizoru","fernsehen","","{""lv"":""дивитися телевізор"",""study.translation"":""дивитися телевізор"",""study.explanation"":""Головна думка: fernsehen ділиться на дієслово — ich sehe fern, du siehst fern. Це означає перегляд телевізора. Не плутати з іменником das Fernsehen (телебачення як медіа)."",""study.examples"":""[{\""de\"":\""Ich sehe heute Abend fern.\"",\""lv\"":\""Я сьогодні ввечері дивлюся телевізор.\""},{\""de\"":\""Siehst du oft fern?\"",\""lv\"":\""ти часто дивишся телевізор?\""},{\""de\"":\""Die Kinder sehen am Nachmittag fern.\"",\""lv\"":\""діти дивляться телевізор вдень.\""}]"",""study.comparison"":""[{\""word\"":\""fernsehen\"",\""meaning\"":\""дивитися телевізор\"",\""example\"":\""Ich sehe fern. = Я дивлюся телевізор.\""},{\""word\"":\""das Fernsehen\"",\""meaning\"":\""телебачення (ЗМІ)\"",\""example\"":\""Im Fernsehen läuft ein Film. = На телебаченні показують фільм.\""},{\""word\"":\""sehen\"",\""meaning\"":\""побачити\"",\""example\"":\""Ich sehe einen Film. = Я дивлюся фільм.\""}]"",""study.tip"":""{\""leftBlocks\"":[{\""text\"":\""fernsehen (ich sehe fern) використовуються для дії. das Fernsehen використовуються для телевізійних програм або медіа.\""}]}"",""study.important"":""{\""text\"":\""fernsehen = дієслово (ich sehe fern). das Fernsehen = іменник, тільки однина.\""}""}","{""lv"":""дивитися телевізор"",""study.translation"":""дивитися телевізор"",""study.explanation"":""Головна думка: fernsehen ділиться на дієслово — ich sehe fern, du siehst fern. Це означає перегляд телевізора. Не плутати з іменником das Fernsehen (телебачення як медіа)."",""study.examples"":""[{\""de\"":\""Ich sehe heute Abend fern.\"",\""lv\"":\""Я сьогодні ввечері дивлюся телевізор.\""},{\""de\"":\""Siehst du oft fern?\"",\""lv\"":\""ти часто дивишся телевізор?\""},{\""de\"":\""Die Kinder sehen am Nachmittag fern.\"",\""lv\"":\""діти дивляться телевізор вдень.\""}]"",""study.comparison"":""[{\""word\"":\""fernsehen\"",\""meaning\"":\""дивитися телевізор\"",\""example\"":\""Ich sehe fern. = Я дивлюся телевізор.\""},{\""word\"":\""das Fernsehen\"",\""meaning\"":\""телебачення (ЗМІ)\"",\""example\"":\""Im Fernsehen läuft ein Film. = На телебаченні показують фільм.\""},{\""word\"":\""sehen\"",\""meaning\"":\""побачити\"",\""example\"":\""Ich sehe einen Film. = Я дивлюся фільм.\""}]"",""study.tip"":""{\""leftBlocks\"":[{\""text\"":\""fernsehen (ich sehe fern) використовуються для дії. das Fernsehen використовуються для телевізійних програм або медіа.\""}]}"",""study.important"":""{\""text\"":\""fernsehen = дієслово (ich sehe fern). das Fernsehen = іменник, тільки однина.\""}""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"70bd9fb0bc5ea2b0","70bd9fb0bc5ea2b0c7eef073387ccadb0c300d18866f2744b2a29886c3777262","DISC-G2-A1-ES-L0001","g2/a1/es|werden|idx:657|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-96a3af74ddc49b91","crowdin-staging/g2/es-a1.json","werden|idx:657","lv","kļūt","werden","","convertirse en","convertirse en","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"d1d6bf079201dd0b","d1d6bf079201dd0b9ae3cafebf27176a9303142b52ecd9d5ca90966461b153dd","DISC-G2-A1-BS-L0004","g2/a1/bs|noch mal|idx:701|lv/study|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-96aa0f685dd89365","crowdin-staging/g2/bs-a1.json","noch mal|idx:701","lv/study","vēlreiz","noch mal","","{""lv"":""još jednom"",""study.translation"":""još jednom"",""study.explanation"":""[\""Glavna ideja: Znači ponovo — ponoviti radnju ili zatražiti ponavljanje.\""]"",""study.examples"":""[{\""de\"":\""Noch mal, bitte.\"",\""lv\"":\""Opet, molim.\""},{\""de\"":\""Noch mal, bitte.\"",\""lv\"":\""Ponovo molim\""},{\""de\"":\""Sag das noch mal.\"",\""lv\"":\""Reci to ponovo\""}]"",""study.tip"":""[\""Koristi noch mal kada kontekst odgovara ovom značenju.\"",\""Koristi noch mal kada kontekst odgovara ovom značenju.\""]"",""study.important"":""[\""Znači ponovo — ponoviti radnju ili zatražiti ponavljanje.\"",\""Noch mal: provjerite kontekst prije upotrebe.\""]""}","{""lv"":""još jednom"",""study.translation"":""još jednom"",""study.explanation"":""[\""Glavna ideja: Znači ponovo — ponoviti radnju ili zatražiti ponavljanje.\""]"",""study.examples"":""[{\""de\"":\""Noch mal, bitte.\"",\""lv\"":\""Opet, molim.\""},{\""de\"":\""Noch mal, bitte.\"",\""lv\"":\""Ponovo molim\""},{\""de\"":\""Sag das noch mal.\"",\""lv\"":\""Reci to ponovo\""}]"",""study.tip"":""[\""Koristi noch mal kada kontekst odgovara ovom značenju.\"",\""Koristi noch mal kada kontekst odgovara ovom značenju.\""]"",""study.important"":""[\""Znači ponovo — ponoviti radnju ili zatražiti ponavljanje.\"",\""Noch mal: provjerite kontekst prije upotrebe.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"0c6d3a8290c67725","0c6d3a8290c677253fe516db4d2ab9c15c3e5aa35258f49c7e6054134b7b9131","DISC-G2-A1-BS-L0010","g2/a1/bs|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/bs-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","oženjen","oženjen","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"b51c2c3ad4a22181","b51c2c3ad4a22181ac7c643cbf193c834e50832ef115127bbdc664102b67d958","DISC-G2-A1-CS-L0010","g2/a1/cs|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/cs-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","Ženatý • Vdaná","Ženatý • Vdaná","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"354fc607c12250a8","354fc607c12250a8532669f4d2bc7ecde67eecae7237074ee81b2787ecc7deaf","DISC-G2-A1-EN-L0010","g2/a1/en|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","en","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/en-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","Married","Married","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"45d06ff6126ba724","45d06ff6126ba724b7090b42663e2fb2e5b70702683723d8f64abf3a6daa6f5d","DISC-G2-A1-GR-L0010","g2/a1/gr|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","gr","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/gr-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","Παντρεμένος","Παντρεμένος","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"a32353ce03a4097e","a32353ce03a4097e6f3223b70f7f4930198b565582bd8ae97c77b9a1b3a3d829","DISC-G2-A1-IS-L0010","g2/a1/is|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","is","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/is-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","Abielus","Abielus","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"32f8637fa41b1b49","32f8637fa41b1b4903bc2c78a2231a115a698ea52305d526e5bd59ab445db5d7","DISC-G2-A1-MK-L0010","g2/a1/mk|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/mk-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","Женен","Женен","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f000693614d722a4","f000693614d722a4c6d00fd5cc5406eb804c4bb62b789a4524b9fa1276db31a8","DISC-G2-A1-SK-L0010","g2/a1/sk|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/sk-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","Ženatý","Ženatý","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"2a05ee0aadad9f82","2a05ee0aadad9f8282f450a6c725d67279b07323c6c18c46d2b893c1a67dd9c5","DISC-G2-A1-SL-L0010","g2/a1/sl|verheiratet|idx:618|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-96c8de8f3a0b7b08","crowdin-staging/g2/sl-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","poročen","poročen","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f0a84cee02ca6b19","f0a84cee02ca6b199124eb183a70cb80d67441718629f069f8941010b2541128","DISC-G2-A1-CS-L0002","g2/a1/cs|Stuhl|idx:582|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-971b175881065f57","crowdin-staging/g2/cs-a1.json","Stuhl|idx:582","lv","krēsls","Stuhl","","Židle","Židle","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"496bf70db5ef4ab6","496bf70db5ef4ab6854257b78fdfa42fdb83fb8af32ef292214c040ae1b5b7cf","DISC-G2-A1-DA-L0002","g2/a1/da|Stuhl|idx:582|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-971b175881065f57","crowdin-staging/g2/da-a1.json","Stuhl|idx:582","lv","krēsls","Stuhl","","En stol","En stol","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"9ce031d825c4acd5","9ce031d825c4acd581c54d4dc9b331abbff6abecf06676a2fcd6daa54d5bd732","DISC-G2-A1-ET-L0002","g2/a1/et|Stuhl|idx:582|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-971b175881065f57","crowdin-staging/g2/et-a1.json","Stuhl|idx:582","lv","krēsls","Stuhl","","tool","tool","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"d173c46a3060fbdb","d173c46a3060fbdbf44962d5919001efbc832caac2e24f174f551e824a1abb89","DISC-G2-A1-RU-L0002","g2/a1/ru|Stuhl|idx:582|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-971b175881065f57","crowdin-staging/g2/ru-a1.json","Stuhl|idx:582","lv","krēsls","Stuhl","","Стул","Стул","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"a1b612f794860369","a1b612f79486036962c6ba19049f7ae00134f1789c75e10812c930f6fb89ac1e","DISC-G2-A1-SK-L0002","g2/a1/sk|Stuhl|idx:582|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-971b175881065f57","crowdin-staging/g2/sk-a1.json","Stuhl|idx:582","lv","krēsls","Stuhl","","Stolička","Stolička","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"9522108c65302e4a","9522108c65302e4a5a08a81a41b8ef70117fdd9b4b223ff93f9ff07702cb6200","DISC-G2-A1-SV-L0002","g2/a1/sv|Stuhl|idx:582|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-971b175881065f57","crowdin-staging/g2/sv-a1.json","Stuhl|idx:582","lv","krēsls","Stuhl","","Tool","Tool","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"e694d6cd6e62e152","e694d6cd6e62e1525aa69bb50db1d7415d976b9043a8cf155a8d63c1bd08cc6e","DISC-G2-A1-CS-L0021","g2/a1/cs|Lehrerin|idx:365|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-979ed924d5456253","crowdin-staging/g2/cs-a1.json","Lehrerin|idx:365","lv","skolotāja","Lehrerin","","Učitelka","Učitelka","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"bd6c7b63dba97766","bd6c7b63dba977668e2f5e0a8397fda74ca4255a26de5f4a9ce2c6453476c9b2","DISC-G2-A1-DA-L0021","g2/a1/da|Lehrerin|idx:365|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-979ed924d5456253","crowdin-staging/g2/da-a1.json","Lehrerin|idx:365","lv","skolotāja","Lehrerin","","En lærer","En lærer","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"d6cdbec2018189c2","d6cdbec2018189c2c0259ddad9aaa5ecb09c60ca01beb996fe41c5ae8cdaeda1","DISC-G2-A1-EN-L0021","g2/a1/en|Lehrerin|idx:365|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","en","SRC-LV-979ed924d5456253","crowdin-staging/g2/en-a1.json","Lehrerin|idx:365","lv","skolotāja","Lehrerin","","A teacher","A teacher","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"75d8d45c2531a986","75d8d45c2531a986132d66cf9bb23dae5371b5a325f6dd3447e71a48bdc11ea6","DISC-G2-A1-ET-L0021","g2/a1/et|Lehrerin|idx:365|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-979ed924d5456253","crowdin-staging/g2/et-a1.json","Lehrerin|idx:365","lv","skolotāja","Lehrerin","","naisõpetaja","naisõpetaja","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
