review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"f72cbbf3302cb0b1","f72cbbf3302cb0b1646a40bfdfcd63468587475ac5186ea500232e546103cd69","DISC-G2-A1-CS-L0001","g2/a1/cs|Geschwister|idx:234|lv and study.*|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-5c42323cf9d1005e","crowdin-staging/g2/cs-a1.json","Geschwister|idx:234","lv and study.*","brāļi un māsas","Geschwister","","{""lv"":""Bratři a sestry"",""study.translation"":""Bratři a sestry • Sourozenci"",""study.explanation"":""[\""Hlavní myšlenka: Geschwister znamená sourozence, tedy bratry a sestry dohromady.\"",\""Toto slovo se běžně používá v množném čísle.\"",\""Pro jednu osobu se používá Bruder nebo Schwester.\""]"",""study.examples"":""[{\""de\"":\""Ich habe zwei Geschwister.\"",\""lv\"":\""Mám dva sourozence.\""},{\""de\"":\""Meine Geschwister wohnen in Berlin.\"",\""lv\"":\""Moji sourozenci žijí v Berlíně.\""}]"",""study.comparison"":""[{\""word\"":\""Geschwister\"",\""meaning\"":\""sourozenci • bratři a sestry\"",\""example\"":\""Meine Geschwister – moji sourozenci\""},{\""word\"":\""Bruder\"",\""meaning\"":\""bratr\"",\""example\"":\""mein Bruder – můj bratr\""},{\""word\"":\""Schwester\"",\""meaning\"":\""sestra\"",\""example\"":\""meine Schwester – moje sestra\""}]"",""study.tip"":""[\""Geschwister se běžně používá v množném čísle.\"",\""Pro jednu osobu použijte Bruder nebo Schwester.\""]"",""study.important"":""[\""Pro běžnou A1 němčinu nepoužívejte ein Geschwister jako standardní jednotné číslo.\""]""}","{""lv"":""Bratři a sestry"",""study.translation"":""Bratři a sestry • Sourozenci"",""study.explanation"":""[\""Hlavní myšlenka: Geschwister znamená sourozence, tedy bratry a sestry dohromady.\"",\""Toto slovo se běžně používá v množném čísle.\"",\""Pro jednu osobu se používá Bruder nebo Schwester.\""]"",""study.examples"":""[{\""de\"":\""Ich habe zwei Geschwister.\"",\""lv\"":\""Mám dva sourozence.\""},{\""de\"":\""Meine Geschwister wohnen in Berlin.\"",\""lv\"":\""Moji sourozenci žijí v Berlíně.\""}]"",""study.comparison"":""[{\""word\"":\""Geschwister\"",\""meaning\"":\""sourozenci • bratři a sestry\"",\""example\"":\""Meine Geschwister – moji sourozenci\""},{\""word\"":\""Bruder\"",\""meaning\"":\""bratr\"",\""example\"":\""mein Bruder – můj bratr\""},{\""word\"":\""Schwester\"",\""meaning\"":\""sestra\"",\""example\"":\""meine Schwester – moje sestra\""}]"",""study.tip"":""[\""Geschwister se běžně používá v množném čísle.\"",\""Pro jednu osobu použijte Bruder nebo Schwester.\""]"",""study.important"":""[\""Pro běžnou A1 němčinu nepoužívejte ein Geschwister jako standardní jednotné číslo.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"2e479833265581f7","2e479833265581f7375065db9d197f1e55ad3617e61a8a775280e5a1d2ee1d6d","DISC-G2-A1-LT-L0016","g2/a1/lt|Erdbeere|idx:76|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-5d16f6192a1313cc","crowdin-staging/g2/lt-a1.json","Erdbeere|idx:76","lv","zemene","Erdbeere","","braškė","braškė","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"ffc2e67319f4cc00","ffc2e67319f4cc00253db25f1adcfbff418494527edb5eaa91a8570bcbae7b7d","DISC-G2-A1-RU-L0016","g2/a1/ru|Erdbeere|idx:76|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-5d16f6192a1313cc","crowdin-staging/g2/ru-a1.json","Erdbeere|idx:76","lv","zemene","Erdbeere","","Клубника","Клубника","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"2591b95398440d1c","2591b95398440d1ce1c9c5b6b690ca804ce6585bd2fdb47eefd6f6c3d645c4e8","DISC-G2-A1-SK-L0016","g2/a1/sk|Erdbeere|idx:76|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-5d16f6192a1313cc","crowdin-staging/g2/sk-a1.json","Erdbeere|idx:76","lv","zemene","Erdbeere","","Jahodový","Jahodový","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"531ec0740ea37efe","531ec0740ea37efe88d8dfed898cdb3ad25fb53e1690121127e76372bd1f56f6","DISC-G2-A1-ES-L0004","g2/a1/es|Kilometer|idx:313|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-5d3e2448e7a3e17f","crowdin-staging/g2/es-a1.json","Kilometer|idx:313","lv","kilometrs","Kilometer","","kilómetro","kilómetro","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"a1596f00df7e2242","a1596f00df7e22422a6fd7c3cd921b5c0f6a8dcc70b8c65060c259af38b44a61","DISC-G2-A1-FI-L0004","g2/a1/fi|Kilometer|idx:313|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fi","SRC-LV-5d3e2448e7a3e17f","crowdin-staging/g2/fi-a1.json","Kilometer|idx:313","lv","kilometrs","Kilometer","","Kilomeeter","Kilomeeter","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"52f18231d9cf97fb","52f18231d9cf97fb490db93dc4aca681614bd327f338b51c02154454381c16be","DISC-G2-A1-MK-L0004","g2/a1/mk|Kilometer|idx:313|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-5d3e2448e7a3e17f","crowdin-staging/g2/mk-a1.json","Kilometer|idx:313","lv","kilometrs","Kilometer","","Километар","Километар","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"6dc674a28418f2e2","6dc674a28418f2e2b0ca1844ff0657eba6dfeaa4bcc63c0e43d30af6b13aa140","DISC-G2-A1-PL-L0004","g2/a1/pl|Kilometer|idx:313|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","pl","SRC-LV-5d3e2448e7a3e17f","crowdin-staging/g2/pl-a1.json","Kilometer|idx:313","lv","kilometrs","Kilometer","","Kilometr","Kilometr","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"8da37d9904e949df","8da37d9904e949dfa34dd67c4fb340b4bd9d674bb7d395f39cb0f5dea6b31bc5","DISC-G2-A1-RO-L0004","g2/a1/ro|Kilometer|idx:313|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ro","SRC-LV-5d3e2448e7a3e17f","crowdin-staging/g2/ro-a1.json","Kilometer|idx:313","lv","kilometrs","Kilometer","","Kilometru","Kilometru","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"3e0d541104d70b8f","3e0d541104d70b8fba46c64b48e062ad8c57742fd47f8bf799c505977336bc3f","DISC-G2-A1-RU-L0004","g2/a1/ru|Kilometer|idx:313|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-5d3e2448e7a3e17f","crowdin-staging/g2/ru-a1.json","Kilometer|idx:313","lv","kilometrs","Kilometer","","Километр","Километр","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"5d66e2dba6afe458","5d66e2dba6afe458ffc9ca446cd43945939954bd1d2e6c65dc807fef3a18324c","DISC-G2-A1-LT-L0004","g2/a1/lt|wenn|idx:655|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-5d41e352e2e77671","crowdin-staging/g2/lt-a1.json","wenn|idx:655","lv","ja • kad","wenn","","jei • kai","jei • kai","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"afeb1a537cff1d4e","afeb1a537cff1d4e9bcb2d8f7d8a866c7e035287307db26d2566132c62273051","DISC-G2-A1-BG-L0009","g2/a1/bg|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/bg-a1.json","blau|idx:100","lv","zils","blau","","Синьо","Синьо","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"b185e8509569851b","b185e8509569851b35e48e34874a66460394021e9ca56716d61f42fd95239511","DISC-G2-A1-DA-L0009","g2/a1/da|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/da-a1.json","blau|idx:100","lv","zils","blau","","Blå","Blå","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"a05cea17afce0eb2","a05cea17afce0eb2b77b758aa4a3297140402ca721b42f10736969d3c652308d","DISC-G2-A1-ES-L0009","g2/a1/es|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/es-a1.json","blau|idx:100","lv","zils","blau","","azul","azul","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"57ad2fef9243ae8a","57ad2fef9243ae8a9b1618aeb94019e640845d3c8ae3a66772ea598912ab7a2f","DISC-G2-A1-ET-L0009","g2/a1/et|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/et-a1.json","blau|idx:100","lv","zils","blau","","sinine","sinine","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"855357ac8ca2af62","855357ac8ca2af62793143e762d87149349483feebd2825ec70f732a3addf56c","DISC-G2-A1-FI-L0009","g2/a1/fi|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fi","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/fi-a1.json","blau|idx:100","lv","zils","blau","","Sinine","Sinine","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"fb00cebaa836e248","fb00cebaa836e2482404cc38d9e3c708848091d72dfffc95b1ba1807b3837799","DISC-G2-A1-GR-L0009","g2/a1/gr|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","gr","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/gr-a1.json","blau|idx:100","lv","zils","blau","","Μπλε","Μπλε","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
