review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"570b0c7a99dfeb8d","570b0c7a99dfeb8df4ea28777b7bad3f228d8a1a563767de02d37bc3bb08d2e1","DISC-G2-A1-DA-L0014","g2/a1/da|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/da-a1.json","zwischen|idx:684","lv","starp","zwischen","","Mellem","Mellem","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"eeeddc4972748013","eeeddc49727480132dc9032ca062b26d2d15a7f33ca5e10fd13b473a5e86cb72","DISC-G2-A1-ES-L0014","g2/a1/es|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/es-a1.json","zwischen|idx:684","lv","starp","zwischen","","entre","entre","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"ee05924d49f34c55","ee05924d49f34c553c4c65b4c86d445d2e5962fb0a64440d64d944d36c2df5d7","DISC-G2-A1-ET-L0014","g2/a1/et|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/et-a1.json","zwischen|idx:684","lv","starp","zwischen","","vahel","vahel","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"619aecfb5e1eecee","619aecfb5e1eecee0a28b06d9163c10be41fea90e6d8a445581fa38708827f82","DISC-G2-A1-HU-L0014","g2/a1/hu|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/hu-a1.json","zwischen|idx:684","lv","starp","zwischen","","Között","Között","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"d3a97e4b35e996ae","d3a97e4b35e996aeff5c722c49a350266bd6fbb407a11da0a4bb1cde5948bb9d","DISC-G2-A1-MK-L0014","g2/a1/mk|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/mk-a1.json","zwischen|idx:684","lv","starp","zwischen","","Между","Между","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"d583dd9366dbc3f7","d583dd9366dbc3f7487c0a2ad0ef261646401a7390c2010bbb6a230cc22bdc92","DISC-G2-A1-RO-L0014","g2/a1/ro|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ro","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/ro-a1.json","zwischen|idx:684","lv","starp","zwischen","","Între","Între","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"bf2cbddbf6642190","bf2cbddbf664219032dbb6dca656af363ceb7a4b3002b2f26292abeda837b4b2","DISC-G2-A1-SK-L0014","g2/a1/sk|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/sk-a1.json","zwischen|idx:684","lv","starp","zwischen","","Medzi","Medzi","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"2e6c7447c7632b83","2e6c7447c7632b8379193360cbc6cac9d8bf838b8a7dd5f952366272c3f5142b","DISC-G2-A1-UK-L0014","g2/a1/uk|zwischen|idx:684|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-db96c6f649fe883f","crowdin-staging/g2/uk-a1.json","zwischen|idx:684","lv","starp","zwischen","","між","між","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"822a52cab8d54476","822a52cab8d54476f08d8a99f9dc99857bfdb0e70f249ad8ddc4777248a7a83e","DISC-G2-A1-BG-L0022","g2/a1/bg|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/bg-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Братко","Братко","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"5256348b3d922da1","5256348b3d922da18e876582b8e5476ef7396e7135d581a5d5f2d7df112fa639","DISC-G2-A1-DA-L0022","g2/a1/da|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/da-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Bror","Bror","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"fafa6dee95521799","fafa6dee955217994f3750d3236d011b0fd6e60bc954d2efc774c22c30cfdca0","DISC-G2-A1-ES-L0022","g2/a1/es|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/es-a1.json","Bruder|idx:115","lv","brālis","Bruder","","hermano","hermano","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"36170a2b3e97c2f7","36170a2b3e97c2f79ef1b1873ac3f53135b70932ba7423222796a476b9204720","DISC-G2-A1-ET-L0022","g2/a1/et|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/et-a1.json","Bruder|idx:115","lv","brālis","Bruder","","vend","vend","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"021e257bd03a04d2","021e257bd03a04d2fe87d7417486c07034f70dac0f9fd9ed013677b758612f81","DISC-G2-A1-FI-L0022","g2/a1/fi|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fi","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/fi-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Vend","Vend","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"21be37499a30159a","21be37499a30159a48aa58b65db68cb5d08b3e7a4fea1f62c351b32f7ecf615f","DISC-G2-A1-GR-L0022","g2/a1/gr|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","gr","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/gr-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Αδελφός","Αδελφός","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"0e8f8a14c60e95a0","0e8f8a14c60e95a0027b17433e3ea70aa2fba0c6e2f13927dd9a020a2131cd05","DISC-G2-A1-HU-L0022","g2/a1/hu|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/hu-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Testvér","Testvér","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"e3e86a33bccfb722","e3e86a33bccfb72249020af8a3418551316c9593fa7119e1df3b844fc8506b60","DISC-G2-A1-LT-L0022","g2/a1/lt|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/lt-a1.json","Bruder|idx:115","lv","brālis","Bruder","","brolis","brolis","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"77a13b2fc4a43059","77a13b2fc4a43059493758c3b4580708f69a4a53780c8f03c09ebab97a77a11c","DISC-G2-A1-MK-L0022","g2/a1/mk|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/mk-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Брат","Брат","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"16754a625736192e","16754a625736192ee66ee0b2048f2b3d90b5f5284552aa81b47498f37ae234ea","DISC-G2-A1-PL-L0022","g2/a1/pl|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","pl","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/pl-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Brat","Brat","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"cf4659cef567a0fb","cf4659cef567a0fb5b7d9091271912f619118c25bd2a11617e871fa79d95616f","DISC-G2-A1-SK-L0022","g2/a1/sk|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/sk-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Súrodenec","Súrodenec","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"9487dffb4e8c5157","9487dffb4e8c51572796543721d005b8bb1793d9645abc43c8905b6855238d96","DISC-G2-A1-SL-L0022","g2/a1/sl|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/sl-a1.json","Bruder|idx:115","lv","brālis","Bruder","","brat","brat","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"b93e1e2639c0c801","b93e1e2639c0c8010cf416fe76306fd635a3bf7cfea74eddf5cadaecb627174c","DISC-G2-A1-SV-L0022","g2/a1/sv|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/sv-a1.json","Bruder|idx:115","lv","brālis","Bruder","","Vend","Vend","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"60740fd652e7e26c","60740fd652e7e26c338c5396c02164b502463d878b71cdd29e1afad2adb8c463","DISC-G2-A1-UK-L0022","g2/a1/uk|Bruder|idx:115|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-dbe548946bcd0eea","crowdin-staging/g2/uk-a1.json","Bruder|idx:115","lv","brālis","Bruder","","брат","брат","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
