review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"e95872782910ef59","e95872782910ef5967ca00ebddef0bbd6b8de109c4e7284c0e933b0c196c9702","DISC-G2-A1-SL-L0002","g2/a1/sl|Gemüse|idx:692|lv; study|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-39f1324e71298b23","crowdin-staging/g2/sl-a1.json","Gemüse|idx:692","lv; study","dārzeņi","Gemüse","","{""lv"":""zelenjava"",""study.translation"":""zelenjava"",""study.explanation"":""[\""Glavna ideja: zelenjava na splošno. Nemščina nima množinske oblike za *die Gemüse.\"",\""das Gemüse v glavnem pomeni: zelenjava skupaj.\"",\""Pogosto značilno: ne v vsakem spolu (samo v ednini).\""]"",""study.examples"":""[{\""de\"":\""Ich esse gern Gemüse.\"",\""lv\"":\""Rada jem zelenjavo.\""},{\""de\"":\""Ich esse gern Gemüse.\"",\""lv\"":\""rada jem zelenjavo.\""},{\""de\"":\""Das Gemüse ist frisch.\"",\""lv\"":\""zelenjava je sveža.\""},{\""de\"":\""Wir kaufen Gemüse auf dem Markt.\"",\""lv\"":\""kupujemo zelenjavo na tržnici.\""},{\""de\"":\""Ich mag Obst und Gemüse.\"",\""lv\"":\""rad imam sadje in zelenjavo.\""},{\""de\"":\""Ich esse Gemüse.\"",\""lv\"":\""Jem zelenjavo.\""}]"",""study.tip"":""[\""das Gemüse = zelenjava\"",\""Uporabite das Gemüse, kadar kontekst ustreza temu pomenu.\""]"",""study.important"":""[\""Napačno je: die Gemüse, die Obsts.\"",\""Nepravilno: die Gemüse → Pravilno: das Gemüse\"",\""das Gemüse = zelenjava (skupaj).\""]""}","{""lv"":""zelenjava"",""study.translation"":""zelenjava"",""study.explanation"":""[\""Glavna ideja: zelenjava na splošno. Nemščina nima množinske oblike za *die Gemüse.\"",\""das Gemüse v glavnem pomeni: zelenjava skupaj.\"",\""Pogosto značilno: ne v vsakem spolu (samo v ednini).\""]"",""study.examples"":""[{\""de\"":\""Ich esse gern Gemüse.\"",\""lv\"":\""Rada jem zelenjavo.\""},{\""de\"":\""Ich esse gern Gemüse.\"",\""lv\"":\""rada jem zelenjavo.\""},{\""de\"":\""Das Gemüse ist frisch.\"",\""lv\"":\""zelenjava je sveža.\""},{\""de\"":\""Wir kaufen Gemüse auf dem Markt.\"",\""lv\"":\""kupujemo zelenjavo na tržnici.\""},{\""de\"":\""Ich mag Obst und Gemüse.\"",\""lv\"":\""rad imam sadje in zelenjavo.\""},{\""de\"":\""Ich esse Gemüse.\"",\""lv\"":\""Jem zelenjavo.\""}]"",""study.tip"":""[\""das Gemüse = zelenjava\"",\""Uporabite das Gemüse, kadar kontekst ustreza temu pomenu.\""]"",""study.important"":""[\""Napačno je: die Gemüse, die Obsts.\"",\""Nepravilno: die Gemüse → Pravilno: das Gemüse\"",\""das Gemüse = zelenjava (skupaj).\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"19d9a10f6858bf75","19d9a10f6858bf750f590ba776b76fe3461ba42dc55bb7c304c564f6e14f1e3a","DISC-G2-A1-LT-L0019","g2/a1/lt|Bein|idx:80|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-3bf64425732bc8e1","crowdin-staging/g2/lt-a1.json","Bein|idx:80","lv","kāja","Bein","","koja","koja","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"6b3f04bb244e5ea9","6b3f04bb244e5ea9dac7b84f5d8208307f87d30588f17626de5beefc4781c60d","DISC-G2-A1-RU-L0019","g2/a1/ru|Bein|idx:80|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-3bf64425732bc8e1","crowdin-staging/g2/ru-a1.json","Bein|idx:80","lv","kāja","Bein","","Нога","Нога","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"fc92aa86ea5bbe13","fc92aa86ea5bbe13aefdb01fdaf1c46f06b65e40b532fa4ce8db6c2bdbe82fc5","DISC-G2-A1-SK-L0019","g2/a1/sk|Bein|idx:80|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-3bf64425732bc8e1","crowdin-staging/g2/sk-a1.json","Bein|idx:80","lv","kāja","Bein","","Leg","Leg","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"57bcfbf49e469bc0","57bcfbf49e469bc00b88d54f218504b036d27ae1575558fdd5025c6946adfdc3","DISC-G2-A1-ET-L0002","g2/a1/et|neben|idx:434|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-3c1f64ac72700382","crowdin-staging/g2/et-a1.json","neben|idx:434","lv","blakus","neben","","kõrval","kõrval","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"6bbc9dee05db4494","6bbc9dee05db449437172c464d7facae36e451213521ebf3335486de4b84925d","DISC-G2-A1-HU-L0002","g2/a1/hu|neben|idx:434|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-3c1f64ac72700382","crowdin-staging/g2/hu-a1.json","neben|idx:434","lv","blakus","neben","","Mellett","Mellett","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"ae3c6709e3fd092b","ae3c6709e3fd092b4b6a38cdb4dbb105f8867f7d07ab4f7213199204b8786bcc","DISC-G2-A1-RO-L0002","g2/a1/ro|neben|idx:434|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ro","SRC-LV-3c1f64ac72700382","crowdin-staging/g2/ro-a1.json","neben|idx:434","lv","blakus","neben","","Chiar lângă","Chiar lângă","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"6c7ebde3a096d86f","6c7ebde3a096d86fa1be08ffeb8a46371b99141231a76dfd651c6d57384aab75","DISC-G2-A1-SV-L0002","g2/a1/sv|neben|idx:434|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-3c1f64ac72700382","crowdin-staging/g2/sv-a1.json","neben|idx:434","lv","blakus","neben","","Kõrval","Kõrval","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"0bf064bf46efd6d0","0bf064bf46efd6d089c6426313d3d81b81707a429e2e8637a4ea30f6048c4152","DISC-G2-A1-TR-L0002","g2/a1/tr|neben|idx:434|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","tr","SRC-LV-3c1f64ac72700382","crowdin-staging/g2/tr-a1.json","neben|idx:434","lv","blakus","neben","","Yakın","Yakın","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"1befa9118e58ac72","1befa9118e58ac72c1d0c944450616c6e49a82bf533f2ec060c2857814d1e175","DISC-G2-A1-BG-L0005","g2/a1/bg|hoch|idx:285|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-3c5c308dc8935692","crowdin-staging/g2/bg-a1.json","hoch|idx:285","lv","augsts","hoch","","Високо","Високо","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"e1c67d44829846c7","e1c67d44829846c719dc5518789491f843e028f70f5c829940777acc007ab0a1","DISC-G2-A1-DA-L0005","g2/a1/da|hoch|idx:285|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-3c5c308dc8935692","crowdin-staging/g2/da-a1.json","hoch|idx:285","lv","augsts","hoch","","Høj","Høj","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"4a80b934f5197e3b","4a80b934f5197e3ba2914fff1e0f139659ae1650bb4356cecc6cd888670ebb31","DISC-G2-A1-BG-L0003","g2/a1/bg|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/bg-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","Близък план","Близък план","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"1ef135957b0eecee","1ef135957b0eecee08bd3941d6ef8488a2f4c4eafeb9f87d8748a2c768e7302b","DISC-G2-A1-BS-L0003","g2/a1/bs|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/bs-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","zatvoriti","zatvoriti","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"6c95925c64c1d8e5","6c95925c64c1d8e5d9bc937eb7fc18ae76b112f42172a58653ca1df6e469b922","DISC-G2-A1-DA-L0003","g2/a1/da|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/da-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","Tæt på","Tæt på","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f8e2e583db981793","f8e2e583db981793ffbb778d8114c6af075d580bcc6bcfa02006763ed4ed6242","DISC-G2-A1-ES-L0003","g2/a1/es|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/es-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","cerrar","cerrar","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"0f102b80a52b014e","0f102b80a52b014eb64db8f531b19fa7bd13e11217e3faff318522760e4bb35a","DISC-G2-A1-ET-L0003","g2/a1/et|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/et-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","kinni tegema","kinni tegema","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"e0ce4c07b688528a","e0ce4c07b688528a97b8470b4b8893dda3d6c489aec05c238a3090c559106a51","DISC-G2-A1-HU-L0003","g2/a1/hu|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/hu-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","Bezár","Bezár","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"73988a318700bc95","73988a318700bc950a849ad08fc792e59a061fa8fc092391f4201dde618f84f1","DISC-G2-A1-MK-L0003","g2/a1/mk|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/mk-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","Близък план","Близък план","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"03e107ba87a21788","03e107ba87a21788b97f5c46981c4f48df5c1a9eee7fd57e4dbf9f0ece095b81","DISC-G2-A1-RO-L0003","g2/a1/ro|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ro","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/ro-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","A închide","A închide","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"75ea804216afe06a","75ea804216afe06a526c3ee1baf71c99b32442b364612cd8cfadc57b86ca0b2b","DISC-G2-A1-SK-L0003","g2/a1/sk|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/sk-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","Zblízka","Zblízka","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"4d048a1c0a987752","4d048a1c0a9877524d66e4fa2c1e746f09daff0c5edb903817e25accb1c24ce6","DISC-G2-A1-UK-L0003","g2/a1/uk|zumachen|idx:673|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-3c925a82c8b43034","crowdin-staging/g2/uk-a1.json","zumachen|idx:673","lv","aiztaisīt","zumachen","","крупним планом","крупним планом","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"975a08bd9df50a07","975a08bd9df50a07ae41b5a8ecd91e89cdc6413dd13f8435a747b2a5b6318453","DISC-G2-A1-BS-L0021","g2/a1/bs|fast|idx:177|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-3cb232e6fec3e790","crowdin-staging/g2/bs-a1.json","fast|idx:177","lv","gandrīz","fast","","skoro","skoro","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"1f7359903be716b0","1f7359903be716b044cadd6bf20dfa84166a424334ef1ffb1cf4b42c276e72c7","DISC-G2-A1-CS-L0021","g2/a1/cs|fast|idx:177|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-3cb232e6fec3e790","crowdin-staging/g2/cs-a1.json","fast|idx:177","lv","gandrīz","fast","","Téměř","Téměř","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","LOW","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"7ba0c575c625f10a","7ba0c575c625f10af0f058c10ad07ba65a2dc0c0b473d7194decb903f0e3ac4e","DISC-G2-A1-FR-L0021","g2/a1/fr|fast|idx:177|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-3cb232e6fec3e790","crowdin-staging/g2/fr-a1.json","fast|idx:177","lv","gandrīz","fast","","Presque","Presque","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"3f873dc48b98c5c5","3f873dc48b98c5c55a18fd7a572f49d4df22ddb48db47d9c0f5dc61019ae2d16","DISC-G2-A1-HU-L0021","g2/a1/hu|fast|idx:177|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-3cb232e6fec3e790","crowdin-staging/g2/hu-a1.json","fast|idx:177","lv","gandrīz","fast","","Majdnem","Majdnem","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"6c3bc5b02774c55e","6c3bc5b02774c55e768b358c2ab049e385ba793230298787e66d5eab70e392f0","DISC-G2-A1-LT-L0021","g2/a1/lt|fast|idx:177|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-3cb232e6fec3e790","crowdin-staging/g2/lt-a1.json","fast|idx:177","lv","gandrīz","fast","","beveik","beveik","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"075db794aa86db28","075db794aa86db28bd66cfbcfd1c867d2afc04657765c4e1e20351fd01a6d775","DISC-G2-A1-SL-L0021","g2/a1/sl|fast|idx:177|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-3cb232e6fec3e790","crowdin-staging/g2/sl-a1.json","fast|idx:177","lv","gandrīz","fast","","skoraj","skoraj","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f772c714d38e9f60","f772c714d38e9f60ef7c8365f66508cd5b7500b5144311c32908303e6ff6785a","DISC-G2-A1-TR-L0021","g2/a1/tr|fast|idx:177|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","tr","SRC-LV-3cb232e6fec3e790","crowdin-staging/g2/tr-a1.json","fast|idx:177","lv","gandrīz","fast","","Neredeyse","Neredeyse","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f8d36c6a58f8b586","f8d36c6a58f8b586aeed6dc023c85a1ef4fafd2ffe9d981e84e6db4258dd0303","DISC-G2-A1-LT-L0002","g2/a1/lt|Wetter|idx:658|lv, study|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-3cb3164288a57fca","crowdin-staging/g2/lt-a1.json","Wetter|idx:658","lv, study","laiks (laikapstākļi)","Wetter","","{""lv"":""oras (orų sąlygos)"",""study.translation"":""oras (orų sąlygos)"",""study.explanation"":""[\""Pagrindinė mintis: das Wetter reiškia orus — saulėtus, lietingus, šaltus ar šiltus.\"",\""Latvių kalbos žodis „laiks“ gali reikšti tiek orus, tiek laiką pagal laikrodį — vokiškai tai skiriasi.\"",\""Apie orą gamtoje kalbama su das Wetter: Wie ist das Wetter heute?\"",\""Sakinyje das Wetter dažnai vartojamas su žodžiais kaip warm arba kalt.\"",\""Nesupainiok su die Zeit — tai laikas kaip momentas ar galimybė (Ich habe keine Zeit).\""]"",""study.examples"":""[{\""de\"":\""Wie ist das Wetter heute?\"",\""lv\"":\""koks šiandien oras?\""},{\""de\"":\""Das Wetter ist schön.\"",\""lv\"":\""oras yra gražus.\""},{\""de\"":\""Das Wetter ist schlecht.\"",\""lv\"":\""oras yra blogas.\""},{\""de\"":\""Im Winter ist das Wetter oft kalt.\"",\""lv\"":\""žiemą oras dažnai yra šaltas.\""},{\""de\"":\""Wir sprechen über das Wetter.\"",\""lv\"":\""mes kalbame apie orą.\""},{\""de\"":\""Morgen wird das Wetter besser.\"",\""lv\"":\""rytoj oras pagerės.\""}]"",""study.comparison"":""[{\""word\"":\""Wetter\"",\""meaning\"":\""orai\"",\""example\"":\""Oras yra gražus.\""},{\""word\"":\""Zeit\"",\""meaning\"":\""laikas (momentas)\"",\""example\"":\""Aš neturiu laiko.\""},{\""word\"":\""Regen\"",\""meaning\"":\""lietus\"",\""example\"":\""Yra daug lietaus.\""},{\""word\"":\""Sonne\"",\""meaning\"":\""saulė\"",\""example\"":\""Saulė šviečia.\""}]"",""study.tip"":""[\""Jei kalbama apie saulę, lietų ar temperatūrą lauke — vartojama das Wetter.\"",\""Atmink: Wie ist das Wetter? = Koks oras? (ne laikrodis).\""]"",""study.important"":""[\""das Wetter = orai, ne laikas pagal laikrodį.\"",\""die Zeit = laikas kaip momentas ar galimybė — kita A1 kortelė.\""]""}","{""lv"":""oras (orų sąlygos)"",""study.translation"":""oras (orų sąlygos)"",""study.explanation"":""[\""Pagrindinė mintis: das Wetter reiškia orus — saulėtus, lietingus, šaltus ar šiltus.\"",\""Latvių kalbos žodis „laiks“ gali reikšti tiek orus, tiek laiką pagal laikrodį — vokiškai tai skiriasi.\"",\""Apie orą gamtoje kalbama su das Wetter: Wie ist das Wetter heute?\"",\""Sakinyje das Wetter dažnai vartojamas su žodžiais kaip warm arba kalt.\"",\""Nesupainiok su die Zeit — tai laikas kaip momentas ar galimybė (Ich habe keine Zeit).\""]"",""study.examples"":""[{\""de\"":\""Wie ist das Wetter heute?\"",\""lv\"":\""koks šiandien oras?\""},{\""de\"":\""Das Wetter ist schön.\"",\""lv\"":\""oras yra gražus.\""},{\""de\"":\""Das Wetter ist schlecht.\"",\""lv\"":\""oras yra blogas.\""},{\""de\"":\""Im Winter ist das Wetter oft kalt.\"",\""lv\"":\""žiemą oras dažnai yra šaltas.\""},{\""de\"":\""Wir sprechen über das Wetter.\"",\""lv\"":\""mes kalbame apie orą.\""},{\""de\"":\""Morgen wird das Wetter besser.\"",\""lv\"":\""rytoj oras pagerės.\""}]"",""study.comparison"":""[{\""word\"":\""Wetter\"",\""meaning\"":\""orai\"",\""example\"":\""Oras yra gražus.\""},{\""word\"":\""Zeit\"",\""meaning\"":\""laikas (momentas)\"",\""example\"":\""Aš neturiu laiko.\""},{\""word\"":\""Regen\"",\""meaning\"":\""lietus\"",\""example\"":\""Yra daug lietaus.\""},{\""word\"":\""Sonne\"",\""meaning\"":\""saulė\"",\""example\"":\""Saulė šviečia.\""}]"",""study.tip"":""[\""Jei kalbama apie saulę, lietų ar temperatūrą lauke — vartojama das Wetter.\"",\""Atmink: Wie ist das Wetter? = Koks oras? (ne laikrodis).\""]"",""study.important"":""[\""das Wetter = orai, ne laikas pagal laikrodį.\"",\""die Zeit = laikas kaip momentas ar galimybė — kita A1 kortelė.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"dd6b7566d2e31c25","dd6b7566d2e31c25ccd7339ebd2e58d6eb1814d61ae543df91fd9c1faa226a16","DISC-G2-A1-BG-L0003","g2/a1/bg|Laden|idx:349|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-3d668a3e29c52b90","crowdin-staging/g2/bg-a1.json","Laden|idx:349","lv","veikals","Laden","","Магазин","Магазин","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"6dc0d00a1618f5bc","6dc0d00a1618f5bc80ab05f89eb201a25126f3d35b84240d9226c8cf4a5cef5b","DISC-G2-A1-RU-L0003","g2/a1/ru|Laden|idx:349|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-3d668a3e29c52b90","crowdin-staging/g2/ru-a1.json","Laden|idx:349","lv","veikals","Laden","","Магазин","Магазин","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"1280c33cea30f212","1280c33cea30f21263f00751e71ca2116f8f877de7c4a0287da8b0749e6da5b8","DISC-G2-A1-SK-L0003","g2/a1/sk|Laden|idx:349|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-3d668a3e29c52b90","crowdin-staging/g2/sk-a1.json","Laden|idx:349","lv","veikals","Laden","","Obchod","Obchod","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"89fe05a75fcca781","89fe05a75fcca78157a22852fb3d25a23e0cda10bd99222b0116b9375aa2f436","DISC-G2-A1-EN-L0025","g2/a1/en|anziehen|idx:30|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","en","SRC-LV-3df241dc51f4ddd9","crowdin-staging/g2/en-a1.json","anziehen|idx:30","lv","uzvilkt","anziehen","","Put on","Put on","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"4aebcbcea7dd85b6","4aebcbcea7dd85b6f0ee2363df2b51b5e4a91e2b6be8f26d46e08d4065e4260b","DISC-G2-A1-ET-L0025","g2/a1/et|anziehen|idx:30|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-3df241dc51f4ddd9","crowdin-staging/g2/et-a1.json","anziehen|idx:30","lv","uzvilkt","anziehen","","selga panema","selga panema","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"b52547794e847382","b52547794e847382d1860a65a4c517e69bb8738c9bed63917b24213d0beffbc9","DISC-G2-A1-GR-L0025","g2/a1/gr|anziehen|idx:30|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","gr","SRC-LV-3df241dc51f4ddd9","crowdin-staging/g2/gr-a1.json","anziehen|idx:30","lv","uzvilkt","anziehen","","Να βάλεις","Να βάλεις","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"9e7282ef788609ea","9e7282ef788609ea7959c06c6a9d51a62bdad573acf922c69072610004354dc4","DISC-G2-A1-HU-L0025","g2/a1/hu|anziehen|idx:30|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-3df241dc51f4ddd9","crowdin-staging/g2/hu-a1.json","anziehen|idx:30","lv","uzvilkt","anziehen","","Tedd fel","Tedd fel","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
