review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,owner_status,owner_decision,owner_new,owner_note
"6503109d80389d92","6503109d80389d929630fffdb8d0ed22cc5ebb9466916c90147c86494af7376a","DISC-G2-A1-LT-L0002","g2/a1/lt|laufen|idx:357|lv, study.*|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-d0fab67c5a0578fc","crowdin-staging/g2/lt-a1.json","laufen|idx:357","lv, study.*","skriet • darboties","laufen","","bėgti • veikti","bėgti • veikti","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"5bf7f8c06e9f869c","5bf7f8c06e9f869ce78ba1881f3d35a7eb0adf1b9b9fe91d3b1948ed4e20ea2d","DISC-G2-A1-RU-L0005","g2/a1/ru|Antwort|idx:35|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-d279f725a3c5f1c1","crowdin-staging/g2/ru-a1.json","Antwort|idx:35","lv","atbilde","Antwort","","Ответ","Ответ","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"1cf302fa7222dac1","1cf302fa7222dac1d9ae25f48895d02f5f272a4c2ef7a69042bdae1447b4a5c5","DISC-G2-A1-SK-L0005","g2/a1/sk|Antwort|idx:35|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-d279f725a3c5f1c1","crowdin-staging/g2/sk-a1.json","Antwort|idx:35","lv","atbilde","Antwort","","Odpoveď","Odpoveď","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"f01351fbf66d25bb","f01351fbf66d25bb38c352a692d48901bab5629ce6fc5df7ab9ce00744b3a752","DISC-G2-A1-SV-L0005","g2/a1/sv|Antwort|idx:35|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-d279f725a3c5f1c1","crowdin-staging/g2/sv-a1.json","Antwort|idx:35","lv","atbilde","Antwort","","Vastus","Vastus","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"7d2c0bb13a716c39","7d2c0bb13a716c39c986566e620d4e6be897d424ef6aa9a457505794693e2bef","DISC-G2-A1-CS-L0004","g2/a1/cs|ab|idx:17|lv and study translation/content|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-d27fcc4e6bd9518e","crowdin-staging/g2/cs-a1.json","ab|idx:17","lv and study translation/content","no","ab","","","","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","FIELD_NOT_FOUND","PENDING","","",""
"3bf5666b24495c00","3bf5666b24495c00d5bd13eadbc0af626247c88f4bfe46ec7f800f46cdf6a474","DISC-G2-A1-BG-L0001","g2/a1/bg|können|idx:319|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-d32337d79bb32a64","crowdin-staging/g2/bg-a1.json","können|idx:319","lv","varēt • prast","können","","Умейте да • Знаете","Умейте да • Знаете","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"cb2bb0482ca1ff62","cb2bb0482ca1ff6261df75b737a85cefc7ddc22ee3e441a7432d96201e12fcfa","DISC-G2-A1-RU-L0001","g2/a1/ru|können|idx:319|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-d32337d79bb32a64","crowdin-staging/g2/ru-a1.json","können|idx:319","lv","varēt • prast","können","","Уметь • Знать","Уметь • Знать","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"28b5c4a8101735b2","28b5c4a8101735b2dbadfd236087c561f5dd37c062596aecb4b4c275995190e2","DISC-G2-A1-SK-L0001","g2/a1/sk|können|idx:319|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-d32337d79bb32a64","crowdin-staging/g2/sk-a1.json","können|idx:319","lv","varēt • prast","können","","Byť schopný • Vedieť","Byť schopný • Vedieť","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"e80fb05a452c65b7","e80fb05a452c65b72791faaa933be44f7e86838bfab0179e2de3f14f67a68495","DISC-G2-A1-EN-L0002","g2/a1/en|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","en","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/en-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Uncle","Uncle","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"a24d2466da9c0b17","a24d2466da9c0b1797edad402d11f4845194a1d1fb7d134f534941c3ed00c4c5","DISC-G2-A1-ET-L0002","g2/a1/et|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/et-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","onu","onu","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"68970631f7c97be1","68970631f7c97be171bc83cb01566553f26c8c96e86e48ee5d346d3704a3dd03","DISC-G2-A1-FR-L0002","g2/a1/fr|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/fr-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Oncle","Oncle","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"c9d7e2329932bd75","c9d7e2329932bd756d50c63e159d9a0e33083cc25b01c237c95e810f8cad48d2","DISC-G2-A1-HR-L0002","g2/a1/hr|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hr","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/hr-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Чичо","Чичо","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"2e8f1e2037f6ec63","2e8f1e2037f6ec63c6977e90707f55990b9e55639d030f29a6159994f64ed451","DISC-G2-A1-HU-L0002","g2/a1/hu|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/hu-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Nagybácsi","Nagybácsi","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"9b87ff9c41adc230","9b87ff9c41adc230a2df5708732d4b8130401286a09d9dd229475425ed9776fa","DISC-G2-A1-NB-L0002","g2/a1/nb|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","nb","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/nb-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Unu","Unu","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"ccea682d30128862","ccea682d301288629ea831f2ec46a7544d3017f4f46496c1f2ae4f5003ca7c84","DISC-G2-A1-NN-L0002","g2/a1/nn|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","nn","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/nn-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Unu","Unu","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"12495c53d299bc32","12495c53d299bc329f830f0159dca7d0a7aba8a13b03748656171d05ca4c39e6","DISC-G2-A1-RU-L0002","g2/a1/ru|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/ru-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Дядя","Дядя","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"1c04a15f6b8964e0","1c04a15f6b8964e0b8fa361e7737821685d5893efb6b375c61d46ec5a991fc3e","DISC-G2-A1-SK-L0002","g2/a1/sk|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/sk-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Strýko","Strýko","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"887394053eb3e2c3","887394053eb3e2c36c48694b2bb2eb9e314d47f228346866f8b2f8e3fb5a1c65","DISC-G2-A1-SR-L0002","g2/a1/sr|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sr","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/sr-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Чичо","Чичо","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"fe5464d9f00be470","fe5464d9f00be470e0cfcaf9f9ce3a9bcc8e16b38961a1c4d8dfe9ac916d0c03","DISC-G2-A1-SV-L0002","g2/a1/sv|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/sv-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Onu","Onu","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"a0a0673d25103ca1","a0a0673d25103ca1397a0fc77ef328155f07bdd9bbb3662a475733f997f52b47","DISC-G2-A1-UK-L0002","g2/a1/uk|Onkel|idx:465|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-d343f0dea8f2ed76","crowdin-staging/g2/uk-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","дядько","дядько","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"12b7e860d73bba75","12b7e860d73bba750c4187ef2629c5d39b9a34284bd03812f7d2ed5bb9181af7","DISC-G2-A1-BS-L0003","g2/a1/bs|Ecke|idx:152|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-d39d4bb5836a41c3","crowdin-staging/g2/bs-a1.json","Ecke|idx:152","lv","stūris","Ecke","","ugao","ugao","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"61a4c5bf7d4cce2c","61a4c5bf7d4cce2cb7e8779e0aa1ea27d59ebcf37248663fce43d1857dc62512","DISC-G2-A1-CS-L0003","g2/a1/cs|Ecke|idx:152|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-d39d4bb5836a41c3","crowdin-staging/g2/cs-a1.json","Ecke|idx:152","lv","stūris","Ecke","","Roh","Roh","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","LOW","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"e7e12be005491641","e7e12be005491641af3b9b80892842599e30f80fd1185d82c24a0a6630a4129b","DISC-G2-A1-FR-L0003","g2/a1/fr|Ecke|idx:152|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-d39d4bb5836a41c3","crowdin-staging/g2/fr-a1.json","Ecke|idx:152","lv","stūris","Ecke","","Le coin","Le coin","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"ff7156880e72219f","ff7156880e72219f9563b76ced6363690f42d8db6f5806e86908991130255861","DISC-G2-A1-HU-L0003","g2/a1/hu|Ecke|idx:152|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-d39d4bb5836a41c3","crowdin-staging/g2/hu-a1.json","Ecke|idx:152","lv","stūris","Ecke","","A sarok","A sarok","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"dcb028dfdd5a5daf","dcb028dfdd5a5daf066c9f1d5da42cafe7370acff100a6c0b3afc40db1a7585a","DISC-G2-A1-LT-L0003","g2/a1/lt|Ecke|idx:152|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-d39d4bb5836a41c3","crowdin-staging/g2/lt-a1.json","Ecke|idx:152","lv","stūris","Ecke","","kampas","kampas","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"d003ff557afd21c1","d003ff557afd21c1c2c1ed9de88d68ecb606dab0de43183fa55f28f690bd7efc","DISC-G2-A1-SL-L0003","g2/a1/sl|Ecke|idx:152|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-d39d4bb5836a41c3","crowdin-staging/g2/sl-a1.json","Ecke|idx:152","lv","stūris","Ecke","","kota","kota","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"7ec0ab98aac9bf46","7ec0ab98aac9bf46f494a161e041727296d1dfdc529cfd6129739c312763a56a","DISC-G2-A1-TR-L0003","g2/a1/tr|Ecke|idx:152|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","tr","SRC-LV-d39d4bb5836a41c3","crowdin-staging/g2/tr-a1.json","Ecke|idx:152","lv","stūris","Ecke","","Köşe","Köşe","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"78f20b0f38f46f09","78f20b0f38f46f09195ec214de537fc21a453befaef882da5909629a55c3e594","DISC-G2-A1-FI-L0004","g2/a1/fi|kennen|idx:310|lv; study|SOURCE_LV_ISSUE|gpt-5.6-luna","fi","SRC-LV-d4294b115c06e6ad","crowdin-staging/g2/fi-a1.json","kennen|idx:310","lv; study","pazīt","kennen","","","","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","FIELD_NOT_FOUND","PENDING","","",""
"3e316cac5b920538","3e316cac5b920538e0e18c24427f75e0015392a2c1deca89c1df6496c4c53999","DISC-G2-A1-CS-L0024","g2/a1/cs|trinken|idx:604|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-d43f6b49ae7f1655","crowdin-staging/g2/cs-a1.json","trinken|idx:604","lv","dzert","trinken","","Pít","Pít","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"fa2c6b58128de48b","fa2c6b58128de48b610cf68606a17dc0579a133c02cbfc00e5131c3385a4ee40","DISC-G2-A1-DA-L0024","g2/a1/da|trinken|idx:604|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-d43f6b49ae7f1655","crowdin-staging/g2/da-a1.json","trinken|idx:604","lv","dzert","trinken","","At drikke","At drikke","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"3990053d9af1e519","3990053d9af1e5192397766586e69df05f15971bc44ef453038385e3bbb09696","DISC-G2-A1-ET-L0024","g2/a1/et|trinken|idx:604|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-d43f6b49ae7f1655","crowdin-staging/g2/et-a1.json","trinken|idx:604","lv","dzert","trinken","","jooma","jooma","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"a14e6ed763bd90f9","a14e6ed763bd90f942f459e8b7214896b9a7e9df95d796a814a9db800fd0bd92","DISC-G2-A1-RU-L0024","g2/a1/ru|trinken|idx:604|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-d43f6b49ae7f1655","crowdin-staging/g2/ru-a1.json","trinken|idx:604","lv","dzert","trinken","","Пить","Пить","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"999f23c88a323438","999f23c88a32343894b602a2855b587040e61c97cfe2ff78f96478971d827a2f","DISC-G2-A1-SK-L0024","g2/a1/sk|trinken|idx:604|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-d43f6b49ae7f1655","crowdin-staging/g2/sk-a1.json","trinken|idx:604","lv","dzert","trinken","","Pite","Pite","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"f932ab3676f94e39","f932ab3676f94e39759d381ae46e9bdc41505401e7b28022f23cebcde67ff61a","DISC-G2-A1-SV-L0024","g2/a1/sv|trinken|idx:604|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-d43f6b49ae7f1655","crowdin-staging/g2/sv-a1.json","trinken|idx:604","lv","dzert","trinken","","Jooma","Jooma","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"61b931308adce70c","61b931308adce70c10e35ec2dfdb961c9adfab381f9ca4689442d865928fc169","DISC-G2-A1-FI-L0004","g2/a1/fi|Appetit|idx:689|lv; study.explanation; study.examples; study.tip; study.important|SOURCE_LV_ISSUE|gpt-5.6-luna","fi","SRC-LV-d4c894746afba567","crowdin-staging/g2/fi-a1.json","Appetit|idx:689","lv; study.explanation; study.examples; study.tip; study.important","apetīte","Appetit","","","","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","FIELD_NOT_FOUND","PENDING","","",""
"23c8b0ed884b7f86","23c8b0ed884b7f860ea44f1de58ae949939697d370cba284b13e2e4e237c5df6","DISC-G2-A1-BS-L0017","g2/a1/bs|atmen|idx:47|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bs","SRC-LV-d4ffc557dfc7c93b","crowdin-staging/g2/bs-a1.json","atmen|idx:47","lv","elpot","atmen","","disati","disati","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"35721f8ea0930504","35721f8ea0930504ef6f618ce12a5126c66e60f4fbca216f0e58a3519c2bc8cc","DISC-G2-A1-DA-L0017","g2/a1/da|atmen|idx:47|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","da","SRC-LV-d4ffc557dfc7c93b","crowdin-staging/g2/da-a1.json","atmen|idx:47","lv","elpot","atmen","","At trække vejret","At trække vejret","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"3514d4bd39acba6f","3514d4bd39acba6f1ed9e8a70259c8628ec0a67b6b2dfe96cdb31746c40494b9","DISC-G2-A1-ES-L0017","g2/a1/es|atmen|idx:47|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-d4ffc557dfc7c93b","crowdin-staging/g2/es-a1.json","atmen|idx:47","lv","elpot","atmen","","respirar","respirar","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
