escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-054","BATCH-114","9f900c1eddff0f9e","9f900c1eddff0f9eee1fbbe686353862834d0024335512553c9f2066b7226176","DISC-G2-A1-NN-L0003","g2/a1/nn|an|idx:12|lv, study.translation, study.explanation, study.examples, study.comparison|LANGUAGE_CONTAMINATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","an|idx:12","lv, study.translation, study.explanation, study.examples, study.comparison","pie","an","","{""lv"":""Juures • Peal • Ligi"",""study.translation"":""Juures • Pinna vääres • Server vääres"",""study.explanation"":""Kasutatakse, kui miski asub seina, akna, ukse, gejeu, mereranna või akko muu ääure/pinna kureus."",""study.examples"":""[{\""de\"":\""an der Wand\"",\""lv\"":\""Seina dyllus / not\""},{\""de\"":\""am Fenster\"",\""lv\"":\""Akne rot\""},{\""de\"":\""am Meer\"",\""lv\"":\""Flere ääres\""}]"",""study.comparison"":""[{\""word\"":\""an\"",\""meaning\"":\""Pinna või serva vueras\"",\""example\"":\""an der Wand – Signal\""},{\""word\"":\""auf\"",\""meaning\"":\""Horisontal pinnal\"",\""example\"":\""auf dem Tisch – Lovlig\""},{\""word\"":\""bei\"",\""meaning\"":\""Isiku või koha kureus\"",\""example\"":\""beim Arzt – Lege i medisin\""}]""}","{""lv"":""Juures • Peal • Ligi"",""study.translation"":""Juures • Pinna vääres • Server vääres"",""study.explanation"":""Kasutatakse, kui miski asub seina, akna, ukse, gejeu, mereranna või akko muu ääure/pinna kureus."",""study.examples"":""[{\""de\"":\""an der Wand\"",\""lv\"":\""Seina dyllus / not\""},{\""de\"":\""am Fenster\"",\""lv\"":\""Akne rot\""},{\""de\"":\""am Meer\"",\""lv\"":\""Flere ääres\""}]"",""study.comparison"":""[{\""word\"":\""an\"",\""meaning\"":\""Pinna või serva vueras\"",\""example\"":\""an der Wand – Signal\""},{\""word\"":\""auf\"",\""meaning\"":\""Horisontal pinnal\"",\""example\"":\""auf dem Tisch – Lovlig\""},{\""word\"":\""bei\"",\""meaning\"":\""Isiku või koha kureus\"",\""example\"":\""beim Arzt – Lege i medisin\""}]""}","PASS","","LANGUAGE_CONTAMINATION","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","Individually reviewed nn composite row for “an” (lv, study.translation, study.explanation, study.examples, study.comparison) against Latvian “pie”. Production begins “{""lv"":""Juures • Peal • Ligi"",""study.translation"":""Juures • Pinna vääres • Server vääres"",""study.explanation"":""Kasutatak…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately."
"ESC-054","BATCH-113","6885b4a8d2aaa6de","6885b4a8d2aaa6de89532791c374434c5d5ae3cf9f441d64fad8cb96e1ba3b4b","DISC-G2-A1-NN-L0006","g2/a1/nn|antworten|idx:36|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","antworten|idx:36","lv","atbildēt","antworten","","Vastama","Vastama","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Svare","Individually reviewed nn lemma “antworten” against Latvian “atbildēt”: production “Vastama” is not the required nn gloss; replace this exact lv field with “Svare”."
"ESC-054","BATCH-112","04b6bdb682ec9c70","04b6bdb682ec9c7020043db50cc3f8531ea5ac6c8d8f8c1d6828accbdcea2329","DISC-G2-A1-NN-L0024","g2/a1/nn|anziehen|idx:30|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","anziehen|idx:30","lv","uzvilkt","anziehen","","Selg panema","Selg panema","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Kle på seg","Individually reviewed nn lemma “anziehen” against Latvian “uzvilkt”: production “Selg panema” is not the required nn gloss; replace this exact lv field with “Kle på seg”."
"ESC-054","BATCH-116","f91916fb3d2b537a","f91916fb3d2b537a479d007b044754b74b6718ab2c2d57bee156bdf4f00eb4f5","DISC-G2-A1-NN-L0007","g2/a1/nn|Anzug|idx:37|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Anzug|idx:37","lv","uzvalks","Anzug","","Ülikond","Ülikond","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Dress","Individually reviewed nn lemma “Anzug” against Latvian “uzvalks”: production “Ülikond” is not the required nn gloss; replace this exact lv field with “Dress”."
"ESC-054","BATCH-114","a8ea7740ab7cf19c","a8ea7740ab7cf19c811998aefa93f05f1dfbb48dc74cc8e54f037f2e9cd5a3d7","DISC-G2-A1-NN-L0001","g2/a1/nn|Apfel|idx:0|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Apfel|idx:0","lv","ābols","Apfel","","Un","Un","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Eple","Individually reviewed nn lemma “Apfel” against Latvian “ābols”: production “Un” is not the required nn gloss; replace this exact lv field with “Eple”."
"ESC-054","BATCH-113","3f791030880593f2","3f791030880593f28a47920c55060b3d7415b399c2d80b15f581dbf6e5e66442","DISC-G2-A1-NN-L0008","g2/a1/nn|Apfelbaum|idx:38|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Apfelbaum|idx:38","lv","ābele","Apfelbaum","","Õunapuu","Õunapuu","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Epletre","Individually reviewed nn lemma “Apfelbaum” against Latvian “ābele”: production “Õunapuu” is not the required nn gloss; replace this exact lv field with “Epletre”."
"ESC-054","BATCH-112","273f63a55e1c035a","273f63a55e1c035a5578f135dcca9ff75596b25564da9c33d4f2e8d7be4f1f7b","DISC-G2-A1-NN-L0004","g2/a1/nn|Appetit|idx:689|lv, study|MIXED_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Appetit|idx:689","lv, study","apetīte","Appetit","","{""lv"":""Isu"",""study.translation"":""Isu"",""study.explanation"":""[\""Hovedidé: Tunne, et raškas konja. mitmust ainsus — mitmust ei ole.\"",\""Der Appetit geschäfte geschäftig: soov kunjä.\"",\""Sageli ainsuses: tynn (ainult ainsuses).\"",\""Der Appetit on mekke ainsuses — isu.\"",\""På A1-nivå må du se om du trenger koos, for eksempel: Guten Appetit!\""]"",""study.examples"":""[{\""de\"":\""Guten Appetit!\"",\""lv\"":\""Hodet er!\""},{\""de\"":\""Guten Appetit!\"",\""lv\"":\""Hodet er!\""},{\""de\"":\""Ich habe keinen Appetit.\"",\""lv\"":\""Mul ei ole isu.\""}]"",""study.tip"":""[\""der Appetit = matappetitt\"",\""Bruk der Appetit når konteksten samsvarar med denne tydinga.\""]"",""study.important"":""[\""der Appetit er berre i eintal.\"",\""Feil: die Appetite → Rett: der Appetit\"",\""Feil: Ich bin Appetit. → Rett: Ich habe Appetit.\"",\""Kjensle: der Appetit.\""]""}","{""lv"":""Isu"",""study.translation"":""Isu"",""study.explanation"":""[\""Hovedidé: Tunne, et raškas konja. mitmust ainsus — mitmust ei ole.\"",\""Der Appetit geschäfte geschäftig: soov kunjä.\"",\""Sageli ainsuses: tynn (ainult ainsuses).\"",\""Der Appetit on mekke ainsuses — isu.\"",\""På A1-nivå må du se om du trenger koos, for eksempel: Guten Appetit!\""]"",""study.examples"":""[{\""de\"":\""Guten Appetit!\"",\""lv\"":\""Hodet er!\""},{\""de\"":\""Guten Appetit!\"",\""lv\"":\""Hodet er!\""},{\""de\"":\""Ich habe keinen Appetit.\"",\""lv\"":\""Mul ei ole isu.\""}]"",""study.tip"":""[\""der Appetit = matappetitt\"",\""Bruk der Appetit når konteksten samsvarar med denne tydinga.\""]"",""study.important"":""[\""der Appetit er berre i eintal.\"",\""Feil: die Appetite → Rett: der Appetit\"",\""Feil: Ich bin Appetit. → Rett: Ich habe Appetit.\"",\""Kjensle: der Appetit.\""]""}","PASS","","MIXED_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","Individually reviewed nn composite row for “Appetit” (lv, study) against Latvian “apetīte”. Production begins “{""lv"":""Isu"",""study.translation"":""Isu"",""study.explanation"":""[\""Hovedidé: Tunne, et raškas konja. mitmust ainsus — mitmus…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately."
"ESC-054","BATCH-114","73c244cc2e16687e","73c244cc2e16687e8b1e9cf2d6b7f134126c6ecdff5730f847e495f0394099fe","DISC-G2-A1-NN-L0010","g2/a1/nn|Aprikose|idx:40|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Aprikose|idx:40","lv","aprikoze","Aprikose","","Aprikos","Aprikos","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","Individually reviewed nn lemma “Aprikose” against Latvian “aprikoze”: production “Aprikos” is the same verified nn lexical form “Aprikos”; no correction is needed."
"ESC-054","BATCH-113","6c74f4e9ecacd16f","6c74f4e9ecacd16f3562406ec297a3257a40efdb6be4852ea9d918e52073829f","DISC-G2-A1-NN-L0011","g2/a1/nn|April|idx:41|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","April|idx:41","lv","aprīlis","April","","April","April","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","Individually reviewed nn lemma “April” against Latvian “aprīlis”: production “April” is the same verified nn lexical form “April”; no correction is needed."
"ESC-054","BATCH-174","d7fab5f3fe43179a","d7fab5f3fe43179a5ff98e292114389517119d0e33e509254cbb5a7904526869","DISC-G2-A1-NN-L0012","g2/a1/nn|Arbeit|idx:42|lv|MISTRANSLATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Arbeit|idx:42","lv","darbs","Arbeit","","Også","Også","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","LABOT","Arbeid","Individually reviewed nn lemma “Arbeit” against Latvian “darbs”: production “Også” is not the required nn gloss; replace this exact lv field with “Arbeid”."
"ESC-054","BATCH-116","fad29034c593e901","fad29034c593e90110e91fb2d8c4108d1c75d239c590c5a92e0813345624f52c","DISC-G2-A1-NN-L0013","g2/a1/nn|arbeiten|idx:43|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","arbeiten|idx:43","lv","strādāt","arbeiten","","Töötama","Töötama","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Arbeide","Individually reviewed nn lemma “arbeiten” against Latvian “strādāt”: production “Töötama” is not the required nn gloss; replace this exact lv field with “Arbeide”."
"ESC-054","BATCH-114","9c1a160b5e510c85","9c1a160b5e510c85335df59aac719700f394d863056751a1632c266a2c0cc530","DISC-G2-A1-NN-L0015","g2/a1/nn|Armbanduhr|idx:45|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Armbanduhr|idx:45","lv","rokas pulkstenis","Armbanduhr","","Käekell","Käekell","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Armbandsur","Individually reviewed nn lemma “Armbanduhr” against Latvian “rokas pulkstenis”: production “Käekell” is not the required nn gloss; replace this exact lv field with “Armbandsur”."
"ESC-054","BATCH-112","1c25b85e04224eb9","1c25b85e04224eb9ebd0a832c8296c4837799c6d4e1545eaba6dbbc9851a21a5","DISC-G2-A1-NN-L0016","g2/a1/nn|Ärztin|idx:46|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Ärztin|idx:46","lv","ārste","Ärztin","","Naisarst","Naisarst","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Kvinneleg lege","Individually reviewed nn lemma “Ärztin” against Latvian “ārste”: production “Naisarst” is not the required nn gloss; replace this exact lv field with “Kvinneleg lege”."
"ESC-054","BATCH-116","fa7de3b02d4250b0","fa7de3b02d4250b09e9c7e28ab0cfa267eadb67812c90dcdd1e8b491afbcdf7c","DISC-G2-A1-NN-L0017","g2/a1/nn|atmen|idx:47|lv|TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","atmen|idx:47","lv","elpot","atmen","","Hingama","Hingama","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","Puste","Individually reviewed nn lemma “atmen” against Latvian “elpot”: production “Hingama” is not the required nn gloss; replace this exact lv field with “Puste”."
