escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-006","BATCH-078","85c6e64ff446478d","85c6e64ff446478d0d8f25a725837e406ead2c3b858b0c7e7f3569f5e180de57","DISC-G2-A1-FI-L0022","g2/a1/fi|Handtasche|idx:269|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Handtasche|idx:269","lv","rokassoma","Handtasche","","Käekott","Käekott","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Käekott"" de_reference=""Handtasche"""
"ESC-006","BATCH-080","e08d717c13729399","e08d717c1372939983e1763bb23447ebfef0aa3ee6827cebdbbaa834607c4895","DISC-G2-A1-FI-L0023","g2/a1/fi|Handtuch|idx:270|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Handtuch|idx:270","lv","dvielis","Handtuch","","Käterätik","Käterätik","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Käterätik"" de_reference=""Handtuch"""
"ESC-006","BATCH-079","98b6105cfd797dda","98b6105cfd797ddac9734538ae40aee98fa5d1579d17d3ac11bf19fb38b965c8","DISC-G2-A1-FI-L0024","g2/a1/fi|Handy|idx:271|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Handy|idx:271","lv","mobilais tālrunis","Handy","","Mobiiltelefon","Mobiiltelefon","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Mobiiltelefon"" de_reference=""Handy"""
"ESC-006","BATCH-077","4a2e1ab4b93ee15b","4a2e1ab4b93ee15b5a26781ebd1cb979565b841ac7fd97d7d9ee81ff50349564","DISC-G2-A1-FI-L0025","g2/a1/fi|Hauptstadt|idx:272|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Hauptstadt|idx:272","lv","galvaspilsēta","Hauptstadt","","Pealinn","Pealinn","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Pealinn"" de_reference=""Hauptstadt"""
"ESC-006","BATCH-080","ef7fdeb2dcf4539f","ef7fdeb2dcf4539f5823fa98e8127e13875d353c03a299f119e557b8b7f4d862","DISC-G2-A1-FI-L0004","g2/a1/fi|Haus|idx:3|lv|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Haus|idx:3","lv","māja","Haus","","Maja","Maja","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Maja"" de_reference=""Haus"""
"ESC-006","BATCH-080","d03b8fcc3017e02e","d03b8fcc3017e02e34681220aca3c4c03d3ddc3d03b9ec77190ef54eb2468430","DISC-G2-A1-FI-L0001","g2/a1/fi|Heft|idx:273|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Heft|idx:273","lv","burtnīca","Heft","","Vihik","Vihik","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Vihik"" de_reference=""Heft"""
"ESC-006","BATCH-076","1162f9e707f1c41b","1162f9e707f1c41b2240b1d9672e228eb4c56b9a3cbc3961f06e067088e54149","DISC-G2-A1-FI-L0002","g2/a1/fi|heiraten|idx:274|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","heiraten|idx:274","lv","precēties","heiraten","","Abielluma","Abielluma","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Abielluma"" de_reference=""heiraten"""
"ESC-006","BATCH-077","47fdd4c6081c86f0","47fdd4c6081c86f00453e7f5675ae74787be738fefb2c48a980cd0d414e4bb5c","DISC-G2-A1-FI-L0003","g2/a1/fi|heiß|idx:275|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","heiß|idx:275","lv","karsts","heiß","","Kuum","Kuum","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Kuum"" de_reference=""heiß"""
"ESC-006","BATCH-077","57d29bb092bdbbe0","57d29bb092bdbbe0bdf16d6a86e74abf47c4c1274508f0a45070707a4682408c","DISC-G2-A1-FI-L0004","g2/a1/fi|heißen|idx:276|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","heißen|idx:276","lv","saukties","heißen","","Nimi olema • Tähendama","Nimi olema • Tähendama","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Nimi olema • Tähendama"" de_reference=""heißen"""
"ESC-006","BATCH-077","46c2bcd1e0fae779","46c2bcd1e0fae77988550245471203d5071dacffc8a9428ac6ba12f033aaacdb","DISC-G2-A1-FI-L0004","g2/a1/fi|helfen|idx:277|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","helfen|idx:277","lv","palīdzēt","helfen","","Aitama","Aitama","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Aitama"" de_reference=""helfen"""
"ESC-006","BATCH-079","9729f4261ff1ce6c","9729f4261ff1ce6cebe400c8a651672519a0734256ca3a489d65066783138e5f","DISC-G2-A1-FI-L0005","g2/a1/fi|Hemd|idx:278|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Hemd|idx:278","lv","krekls","Hemd","","Särk","Särk","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Särk"" de_reference=""Hemd"""
"ESC-006","BATCH-076","16b5430a34f568b1","16b5430a34f568b101b15f155e80f1e6c65e89acabc764c75e22d380806bc1a1","DISC-G2-A1-FI-L0006","g2/a1/fi|Herbst|idx:279|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Herbst|idx:279","lv","rudens","Herbst","","Sügis","Sügis","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Sügis"" de_reference=""Herbst"""
"ESC-006","BATCH-080","e15b18dfb81ab95c","e15b18dfb81ab95c0a41343d26b56a5cd7dab81c03d2129e40a04ffb9f9c7066","DISC-G2-A1-FI-L0007","g2/a1/fi|Herr|idx:280|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Herr|idx:280","lv","kungs","Herr","","Härra","Härra","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Härra"" de_reference=""Herr"""
"ESC-006","BATCH-076","0c65d77fdc1efcf5","0c65d77fdc1efcf550c72537bd768631a9195e7b2128c96feb458d45548a2384","DISC-G2-A1-FI-L0008","g2/a1/fi|heute|idx:281|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","heute|idx:281","lv","šodien","heute","","Täna","Täna","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Täna"" de_reference=""heute"""
