escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-063","BATCH-120","51a80a7531809d2b","51a80a7531809d2bc58214311bbb107c5420bfb78cc449477b5dfd78aadad78b","DISC-G2-A1-PT-L0005","g2/a1/pt|bis|idx:91|lv, study.translation, study.examples, study.comparison|TARGET_LANGUAGE_CONTAMINATION|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","bis|idx:91","lv, study.translation, study.examples, study.comparison","līdz","bis","","{""lv"":""Lidz"",""study.translation"":""Lidz"",""study.examples"":""[{\""de\"":\""Ich warte bis zu deiner Ankunft.\"",\""lv\"":\""É gaidu līdz tavai ierašanās.\""},{\""de\"":\""Bleib hier, bis ich zurückkomme.\"",\""lv\"":\""Paliec šeit, līdz é atgriezīšos.\""},{\""de\"":\""Ich lerne Deutsch bis zum Abend.\"",\""lv\"":\""Eu estudo alemão até a noite.\""},{\""de\"":\""Bis jetzt habe ich nichts verstanden.\"",\""lv\"":\""Ok... acho que isso não vai funcionar.\""}]"",""study.comparison"":""[{\""word\"":\""bis\"",\""meaning\"":\""Lidz (laika punkta sasniegšanai)\"",\""example\"":\""Ich bleibe bis morgen. – A partida é às 18h.\""},{\""word\"":\""bis zu\"",\""meaning\"":\""Lidz (lidz noteiktam laikam)\"",\""example\"":\""bis zum Bahnhof – É strādāju no 9 lidz 17.\""},{\""word\"":\""bis jetzt\"",\""meaning\"":\""Līdz tam, kamēr\"",\""example\"":\""Bis jetzt habe ich nichts verstanden. – É gaidu, lidz tu atnāksi.\""},{\""word\"":\""bis jetzt\"",\""meaning\"":\""Līdz šim, līdz šai dienai\"",\""example\"":\""Bis jetzt ist alles gut. – Līdz šim viveu ir labi.\""}]""}","{""lv"":""Lidz"",""study.translation"":""Lidz"",""study.examples"":""[{\""de\"":\""Ich warte bis zu deiner Ankunft.\"",\""lv\"":\""É gaidu līdz tavai ierašanās.\""},{\""de\"":\""Bleib hier, bis ich zurückkomme.\"",\""lv\"":\""Paliec šeit, līdz é atgriezīšos.\""},{\""de\"":\""Ich lerne Deutsch bis zum Abend.\"",\""lv\"":\""Eu estudo alemão até a noite.\""},{\""de\"":\""Bis jetzt habe ich nichts verstanden.\"",\""lv\"":\""Ok... acho que isso não vai funcionar.\""}]"",""study.comparison"":""[{\""word\"":\""bis\"",\""meaning\"":\""Lidz (laika punkta sasniegšanai)\"",\""example\"":\""Ich bleibe bis morgen. – A partida é às 18h.\""},{\""word\"":\""bis zu\"",\""meaning\"":\""Lidz (lidz noteiktam laikam)\"",\""example\"":\""bis zum Bahnhof – É strādāju no 9 lidz 17.\""},{\""word\"":\""bis jetzt\"",\""meaning\"":\""Līdz tam, kamēr\"",\""example\"":\""Bis jetzt habe ich nichts verstanden. – É gaidu, lidz tu atnāksi.\""},{\""word\"":\""bis jetzt\"",\""meaning\"":\""Līdz šim, līdz šai dienai\"",\""example\"":\""Bis jetzt ist alles gut. – Līdz šim viveu ir labi.\""}]""}","PASS","","TARGET_LANGUAGE_CONTAMINATION","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=pt field=lv, study.translation, study.examples, study.comparison composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-063","BATCH-121","d2f3d682e3679f34","d2f3d682e3679f34b9fe024445d87e6b6988feec4239a67c84d5734ed8dc4453","DISC-G2-A1-PT-L0001","g2/a1/pt|euch|idx:170|study.translation; study.examples; study.comparison|TARGET_LANGUAGE_CORRUPTION|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","euch|idx:170","study.translation; study.examples; study.comparison","jūs • jums","euch","","{""study.translation"":""Suco • Jumos"",""study.examples"":""[{\""de\"":\""Ich sehe euch.\"",\""lv\"":\""É suco de redzu.\""},{\""de\"":\""Ich helfe euch.\"",\""lv\"":\""Eu vou te ajudar.\""},{\""de\"":\""Ich gebe euch das Buch.\"",\""lv\"":\""É um gramatu gordinho.\""},{\""de\"":\""Ich danke euch.\"",\""lv\"":\""É patético.\""},{\""de\"":\""Ihr erinnert euch.\"",\""lv\"":\""Só parabéns.\""}]"",""study.comparison"":""[{\""word\"":\""ihr\"",\""meaning\"":\""SÓ\"",\""example\"":\""Ihr seid freundlich. = Vocês são amigáveis.\""},{\""word\"":\""euch\"",\""meaning\"":\""Sucos/jumadas\"",\""example\"":\""Ich helfe euch. = Eu vos ajudo.\""},{\""word\"":\""euer\"",\""meaning\"":\""Jusu\"",\""example\"":\""Das ist euer Haus. = Essa é a sua casa.\""}]""}","{""study.translation"":""Suco • Jumos"",""study.examples"":""[{\""de\"":\""Ich sehe euch.\"",\""lv\"":\""É suco de redzu.\""},{\""de\"":\""Ich helfe euch.\"",\""lv\"":\""Eu vou te ajudar.\""},{\""de\"":\""Ich gebe euch das Buch.\"",\""lv\"":\""É um gramatu gordinho.\""},{\""de\"":\""Ich danke euch.\"",\""lv\"":\""É patético.\""},{\""de\"":\""Ihr erinnert euch.\"",\""lv\"":\""Só parabéns.\""}]"",""study.comparison"":""[{\""word\"":\""ihr\"",\""meaning\"":\""SÓ\"",\""example\"":\""Ihr seid freundlich. = Vocês são amigáveis.\""},{\""word\"":\""euch\"",\""meaning\"":\""Sucos/jumadas\"",\""example\"":\""Ich helfe euch. = Eu vos ajudo.\""},{\""word\"":\""euer\"",\""meaning\"":\""Jusu\"",\""example\"":\""Das ist euer Haus. = Essa é a sua casa.\""}]""}","PASS","","TARGET_LANGUAGE_CORRUPTION","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=pt field=study.translation; study.examples; study.comparison composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-063","BATCH-190","42fafbdcd25a5d51","42fafbdcd25a5d51b934e131aa5264c3b4ef316343200350d3a112ec493a079d","DISC-G2-A1-PT-L0013","g2/a1/pt|euer|idx:171|lv|SPELLING|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","euer|idx:171","lv","jūsu","euer","","Jusu","Jusu","PASS","","SPELLING","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","ORTHOGRAPHY_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: ORTHOGRAPHY_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=ORTHOGRAPHY_SPELLING_OR_DIACRITICS lang=pt field=lv"
"ESC-063","BATCH-120","9e93736de8877f80","9e93736de8877f80a53e416707c0fdebb4eec3cc1520f3d13642166adf945963","DISC-G2-A1-PT-L0002","g2/a1/pt|fahren|idx:172|study.translation; study.explanation; study.examples; study.comparison|TARGET_LANGUAGE_CORRUPTION|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","fahren|idx:172","study.translation; study.explanation; study.examples; study.comparison","braukt","fahren","","{""study.translation"":""Braukt • Colete • Aizvest"",""study.explanation"":""[\""Adestramento Galvenā: dirigir nozīmē braukt ar transportu un dažos teikumos arī vest vai aizvest kādu.\"",\""Fahren lateo, sim pārvietošanās notek ar car, busu, vilcienu, velosipēdu vai citu transportlīdzekli.\"",\""Se a frase tiver como objeto uma pessoa, fahren pode significar dirigir ou afastar.\"",\""Sim, você mal pode esperar para ver, você pode se divertir.\""]"",""study.examples"":""[{\""de\"":\""Ich fahre nach Berlin.\"",\""lv\"":\""É braucu em berlinense.\""},{\""de\"":\""Ich fahre mit dem Auto.\"",\""lv\"":\""Eu dirijo um carro.\""},{\""de\"":\""Ich fahre meine Tochter zur Schule.\"",\""lv\"":\""Es vedu savu meitu uz skolu.\""},{\""de\"":\""Ich fahre dich nach Hause.\"",\""lv\"":\""É tevi aizvedīšu mājās.\""},{\""de\"":\""Wir fahren morgen nach München.\"",\""lv\"":\""Mēs rit braucam uz Minheni.\""}]"",""study.comparison"":""[{\""word\"":\""fahren\"",\""meaning\"":\""Transporte de carro\"",\""example\"":\""Viajo de ônibus.\""},{\""word\"":\""gehen\"",\""meaning\"":\""O kajam\"",\""example\"":\""Vou para casa.\""},{\""word\"":\""laufen\"",\""meaning\"":\""Escrito /iet\"",\""example\"":\""Ele corre rápido.\""},{\""word\"":\""bringen\"",\""meaning\"":\""Atnest / nogadat\"",\""example\"":\""Trago o livro.\""},{\""word\"":\""mitnehmen\"",\""meaning\"":\""Paņemt lidzi\"",\""example\"":\""Levo você comigo.\""}]""}","{""study.translation"":""Braukt • Colete • Aizvest"",""study.explanation"":""[\""Adestramento Galvenā: dirigir nozīmē braukt ar transportu un dažos teikumos arī vest vai aizvest kādu.\"",\""Fahren lateo, sim pārvietošanās notek ar car, busu, vilcienu, velosipēdu vai citu transportlīdzekli.\"",\""Se a frase tiver como objeto uma pessoa, fahren pode significar dirigir ou afastar.\"",\""Sim, você mal pode esperar para ver, você pode se divertir.\""]"",""study.examples"":""[{\""de\"":\""Ich fahre nach Berlin.\"",\""lv\"":\""É braucu em berlinense.\""},{\""de\"":\""Ich fahre mit dem Auto.\"",\""lv\"":\""Eu dirijo um carro.\""},{\""de\"":\""Ich fahre meine Tochter zur Schule.\"",\""lv\"":\""Es vedu savu meitu uz skolu.\""},{\""de\"":\""Ich fahre dich nach Hause.\"",\""lv\"":\""É tevi aizvedīšu mājās.\""},{\""de\"":\""Wir fahren morgen nach München.\"",\""lv\"":\""Mēs rit braucam uz Minheni.\""}]"",""study.comparison"":""[{\""word\"":\""fahren\"",\""meaning\"":\""Transporte de carro\"",\""example\"":\""Viajo de ônibus.\""},{\""word\"":\""gehen\"",\""meaning\"":\""O kajam\"",\""example\"":\""Vou para casa.\""},{\""word\"":\""laufen\"",\""meaning\"":\""Escrito /iet\"",\""example\"":\""Ele corre rápido.\""},{\""word\"":\""bringen\"",\""meaning\"":\""Atnest / nogadat\"",\""example\"":\""Trago o livro.\""},{\""word\"":\""mitnehmen\"",\""meaning\"":\""Paņemt lidzi\"",\""example\"":\""Levo você comigo.\""}]""}","PASS","","TARGET_LANGUAGE_CORRUPTION","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=pt field=study.translation; study.explanation; study.examples; study.comparison composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-063","BATCH-190","288cb260721998e4","288cb260721998e49d493e7bdb1f4e8e39234cdf15ab5d25ea904faa87f2fb0d","DISC-G2-A1-PT-L0020","g2/a1/pt|Fehler|idx:179|lv|SPELLING|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","Fehler|idx:179","lv","kļūda","Fehler","","Kuda","Kuda","PASS","","SPELLING","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","ORTHOGRAPHY_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: ORTHOGRAPHY_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=ORTHOGRAPHY_SPELLING_OR_DIACRITICS lang=pt field=lv"
"ESC-063","BATCH-120","604fa689a9a261a9","604fa689a9a261a95503b8cec91b6924f84fe01165d4194e5ef359a27ec7ef17","DISC-G2-A1-PT-L0004","g2/a1/pt|Ferien|idx:694|lv; study.translation; study.explanation; study.examples.lv|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","Ferien|idx:694","lv; study.translation; study.explanation; study.examples.lv","brīvdienas (skola)","Ferien","","{""lv"":""Brivdienas (Skola)"",""study.translation"":""Brivdienas (Skola)"",""study.explanation"":""[\""Adestramento Galvenā: tikai daudzskaitlis. Skolas vai studiju brivlaiks — vienmēr daudzskaitlī.\"",\""Os feriados galvenokārt nozīmē: skolas brīvlaiiks.\"",\""Biezi raksturo: tikai daudzskaitlis.\"",\""Os feriados vão tikai daudzskaitlis - vienmēr daudzskaitlī (durante os feriados).\""]"",""study.examples.lv"":null}","{""lv"":""Brivdienas (Skola)"",""study.translation"":""Brivdienas (Skola)"",""study.explanation"":""[\""Adestramento Galvenā: tikai daudzskaitlis. Skolas vai studiju brivlaiks — vienmēr daudzskaitlī.\"",\""Os feriados galvenokārt nozīmē: skolas brīvlaiiks.\"",\""Biezi raksturo: tikai daudzskaitlis.\"",\""Os feriados vão tikai daudzskaitlis - vienmēr daudzskaitlī (durante os feriados).\""]"",""study.examples.lv"":null}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT_NO_PRODUCTION_TARGET","PENDING","","","OWNER_REVIEW_REQUIRED: CONFIRMED_FIELD_ABSENT_NO_PRODUCTION_TARGET. mapping=CONFIRMED_FIELD_ABSENT bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=pt field=lv; study.translation; study.explanation; study.examples.lv confirmed field absent in current production schema; LABOT apply target does not exist."
"ESC-063","BATCH-175","1f3186d02dba84fc","1f3186d02dba84fca6b2dbb01e73560cf5310e9ae5d1c26d2ec6fad6809b9c4a","DISC-G2-A1-PT-L0002","g2/a1/pt|fernsehen|idx:687|lv/study|MISTRANSLATION|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","fernsehen|idx:687","lv/study","skatīties televizoru","fernsehen","","{""lv"":""Televisão Skatities"",""study.translation"":""Televisão Skatities"",""study.explanation"":""Galvenā doma: fernsehen ir sadalāms darbības vārds — Eu vejo a samambaia, mais samambaia você é. Tas nozīmē skatīties televīziju. Ne jaukt ar Laatvārdu das Fernsehen (televīzija kā medijs)."",""study.examples"":""[{\""de\"":\""Ich sehe heute Abend fern.\"",\""lv\"":\""Sovakar é um skatos televīziju.\""},{\""de\"":\""Siehst du oft fern?\"",\""lv\"":\""Você vai patinar na TV?\""},{\""de\"":\""Die Kinder sehen am Nachmittag fern.\"",\""lv\"":\""Bērni pēcpusdienā skatās televīzoru.\""}]"",""study.comparison"":""[{\""word\"":\""fernsehen\"",\""meaning\"":\""Televisão Skatities\"",\""example\"":\""Ich sehe fern. = Eu assisto televisão.\""},{\""word\"":\""das Fernsehen\"",\""meaning\"":\""Televīzija (medicina)\"",\""example\"":\""Im Fernsehen läuft ein Film. = Há um filme na televisão.\""},{\""word\"":\""sehen\"",\""meaning\"":\""Redzet\"",\""example\"":\""Ich sehe einen Film. = Eu vejo um filme.\""}]"",""study.tip"":""{\""leftBlocks\"":[{\""text\"":\""De darbību lateto fernsehen (vejo a samambaia). Através do programa de televisão, da mídia às transmissões televisivas.\""}]}"",""study.important"":""{\""text\"":\""Fernsehen = darbības vārds (ich sehe fougère). das Fernsehen = latevārds, tikai venuskaitlis.\""}""}","{""lv"":""Televisão Skatities"",""study.translation"":""Televisão Skatities"",""study.explanation"":""Galvenā doma: fernsehen ir sadalāms darbības vārds — Eu vejo a samambaia, mais samambaia você é. Tas nozīmē skatīties televīziju. Ne jaukt ar Laatvārdu das Fernsehen (televīzija kā medijs)."",""study.examples"":""[{\""de\"":\""Ich sehe heute Abend fern.\"",\""lv\"":\""Sovakar é um skatos televīziju.\""},{\""de\"":\""Siehst du oft fern?\"",\""lv\"":\""Você vai patinar na TV?\""},{\""de\"":\""Die Kinder sehen am Nachmittag fern.\"",\""lv\"":\""Bērni pēcpusdienā skatās televīzoru.\""}]"",""study.comparison"":""[{\""word\"":\""fernsehen\"",\""meaning\"":\""Televisão Skatities\"",\""example\"":\""Ich sehe fern. = Eu assisto televisão.\""},{\""word\"":\""das Fernsehen\"",\""meaning\"":\""Televīzija (medicina)\"",\""example\"":\""Im Fernsehen läuft ein Film. = Há um filme na televisão.\""},{\""word\"":\""sehen\"",\""meaning\"":\""Redzet\"",\""example\"":\""Ich sehe einen Film. = Eu vejo um filme.\""}]"",""study.tip"":""{\""leftBlocks\"":[{\""text\"":\""De darbību lateto fernsehen (vejo a samambaia). Através do programa de televisão, da mídia às transmissões televisivas.\""}]}"",""study.important"":""{\""text\"":\""Fernsehen = darbības vārds (ich sehe fougère). das Fernsehen = latevārds, tikai venuskaitlis.\""}""}","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=SEMANTIC_OR_MEANING_ERROR lang=pt field=lv/study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-063","BATCH-175","29065c4dde26b6fa","29065c4dde26b6fa1fd19821dfbbc5e4d5cca208bade433fe07363bf82038ac2","DISC-G2-A1-PT-L0003","g2/a1/pt|Fernsehen|idx:688|study|MISTRANSLATION|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","Fernsehen|idx:688","study","televīzija","Fernsehen","","{""study.translation"":""Televisão"",""study.explanation"":""[\""Galvenā doma: Lietvārds, tikai venuskaitlis. Apraksta TV tem mais detalhes sobre a TV.\"",\""Televisão galvenokārt nozīmē: skatīties pārraidi.\"",\""Biezi raksturo: darbību.\"",\""Das Fernsehen significa principalmente: televisão como meio de comunicação.\"",\""Biezi raksturo: Laatvārdu (tikai venuskaitlī).\"",\""Fernsehen ir darbības vārds, ko var sadalīt: Eu vejo a samambaia, a samambaia mais linda.\"",\""Das Fernsehen ir latevārds un tikai venuskaitlis - tam nav daudzskaitļa formas.\""]"",""study.examples"":""[{\""de\"":\""Was gibt es heute im Fernsehen?\"",\""lv\"":\""Como você está assistindo televisão?\""},{\""de\"":\""Was gibt es heute im Fernsehen?\"",\""lv\"":\""Como você está assistindo televisão?\""},{\""de\"":\""Im Fernsehen läuft ein Film.\"",\""lv\"":\""Televīzijā tiek rādīta filma.\""},{\""de\"":\""Das Fernsehen ist heute langweilig.\"",\""lv\"":\""Programa de TV šodien ir garlaicīga.\""},{\""de\"":\""Ich sehe heute Abend fern.\"",\""lv\"":\""Sovakar é um skatos televīziju.\""},{\""de\"":\""Was gibt es im Fernsehen?\"",\""lv\"":\""Como está a televisão?\""}]"",""study.tip"":""[\""Se falar sobre a ação, use fernsehen (ich sehe fern). Se falar sobre programas de TV ou mídia, use das Fernsehen.\"",\""Substantivo, apenas singular. Descreve a TV como mídia ou transmissão em geral.\""]"",""study.important"":""[\""fernsehen é separável: sehen + fern.\"",\""das Fernsehen não está no plural — não há *die Fernsehen.\"",\""Incorreto: die Fernsehen → Correto: das Fernsehen\"",\""Ação: fernsehen → ich sehe fern.\""]""}","{""study.translation"":""Televisão"",""study.explanation"":""[\""Galvenā doma: Lietvārds, tikai venuskaitlis. Apraksta TV tem mais detalhes sobre a TV.\"",\""Televisão galvenokārt nozīmē: skatīties pārraidi.\"",\""Biezi raksturo: darbību.\"",\""Das Fernsehen significa principalmente: televisão como meio de comunicação.\"",\""Biezi raksturo: Laatvārdu (tikai venuskaitlī).\"",\""Fernsehen ir darbības vārds, ko var sadalīt: Eu vejo a samambaia, a samambaia mais linda.\"",\""Das Fernsehen ir latevārds un tikai venuskaitlis - tam nav daudzskaitļa formas.\""]"",""study.examples"":""[{\""de\"":\""Was gibt es heute im Fernsehen?\"",\""lv\"":\""Como você está assistindo televisão?\""},{\""de\"":\""Was gibt es heute im Fernsehen?\"",\""lv\"":\""Como você está assistindo televisão?\""},{\""de\"":\""Im Fernsehen läuft ein Film.\"",\""lv\"":\""Televīzijā tiek rādīta filma.\""},{\""de\"":\""Das Fernsehen ist heute langweilig.\"",\""lv\"":\""Programa de TV šodien ir garlaicīga.\""},{\""de\"":\""Ich sehe heute Abend fern.\"",\""lv\"":\""Sovakar é um skatos televīziju.\""},{\""de\"":\""Was gibt es im Fernsehen?\"",\""lv\"":\""Como está a televisão?\""}]"",""study.tip"":""[\""Se falar sobre a ação, use fernsehen (ich sehe fern). Se falar sobre programas de TV ou mídia, use das Fernsehen.\"",\""Substantivo, apenas singular. Descreve a TV como mídia ou transmissão em geral.\""]"",""study.important"":""[\""fernsehen é separável: sehen + fern.\"",\""das Fernsehen não está no plural — não há *die Fernsehen.\"",\""Incorreto: die Fernsehen → Correto: das Fernsehen\"",\""Ação: fernsehen → ich sehe fern.\""]""}","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=SEMANTIC_OR_MEANING_ERROR lang=pt field=study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-063","BATCH-190","6a8c0c61a355c79d","6a8c0c61a355c79d57c8f3c6e5a8371bab9a50e64eb155e015cfab62b50763f8","DISC-G2-A1-PT-L0004","g2/a1/pt|Filzstift|idx:186|lv|SPELLING|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","Filzstift|idx:186","lv","flomāsters","Filzstift","","Flomasters","Flomasters","PASS","","SPELLING","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","LOW","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","ORTHOGRAPHY_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: ORTHOGRAPHY_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=ORTHOGRAPHY_SPELLING_OR_DIACRITICS lang=pt field=lv"
"ESC-063","BATCH-120","a367990ed4dc0f5d","a367990ed4dc0f5d0fad002d21147616abc720bf64fe6d5d7aa13330a9f1c8f6","DISC-G2-A1-PT-L0003","g2/a1/pt|finden|idx:187|study.translation; study.examples; study.explanation|TARGET_LANGUAGE_CORRUPTION|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","finden|idx:187","study.translation; study.examples; study.explanation","atrast","finden","","{""study.translation"":""Pesquisar • Considere"",""study.examples"":""[{\""de\"":\""Ich finde meinen Schlüssel.\"",\""lv\"":\""Es nevaru atrast savu atslēgu.\""},{\""de\"":\""Ich finde das gut.\"",\""lv\"":\""Você encontrou seu telefone?\""},{\""de\"":\""Wie findest du den Film?\"",\""lv\"":\""A bolsa masculina é um labirinto.\""},{\""de\"":\""Wie findest du den Film?\"",\""lv\"":\""-Então, o que você acha do filme?\""}]"",""study.explanation"":""[\""Adestramento Galvenā: finden visbiežāk nozīmē atrast.\"",\""Sarunās encontra Уoti bieži nozīmē arī uzskatīt vai domāt par kaut ko.\"",\""Ja runa ir par pazaudētu lagu, tulko kā atrast.\"",\""Se isso acontecer com o viedokli, tulko kā uzskatīt vai šˈist.\""]""}","{""study.translation"":""Pesquisar • Considere"",""study.examples"":""[{\""de\"":\""Ich finde meinen Schlüssel.\"",\""lv\"":\""Es nevaru atrast savu atslēgu.\""},{\""de\"":\""Ich finde das gut.\"",\""lv\"":\""Você encontrou seu telefone?\""},{\""de\"":\""Wie findest du den Film?\"",\""lv\"":\""A bolsa masculina é um labirinto.\""},{\""de\"":\""Wie findest du den Film?\"",\""lv\"":\""-Então, o que você acha do filme?\""}]"",""study.explanation"":""[\""Adestramento Galvenā: finden visbiežāk nozīmē atrast.\"",\""Sarunās encontra Уoti bieži nozīmē arī uzskatīt vai domāt par kaut ko.\"",\""Ja runa ir par pazaudētu lagu, tulko kā atrast.\"",\""Se isso acontecer com o viedokli, tulko kā uzskatīt vai šˈist.\""]""}","PASS","","TARGET_LANGUAGE_CORRUPTION","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=pt field=study.translation; study.examples; study.explanation composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-063","BATCH-190","2b5cc551089789ae","2b5cc551089789ae34d047b80f90dfba06b12740d6d47159737cdf1a5bd247a2","DISC-G2-A1-PT-L0010","g2/a1/pt|Fluss|idx:194|lv|SPELLING|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","Fluss|idx:194","lv","upe","Fluss","","Upé","Upé","PASS","","SPELLING","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","ORTHOGRAPHY_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: ORTHOGRAPHY_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=ORTHOGRAPHY_SPELLING_OR_DIACRITICS lang=pt field=lv"
"ESC-063","BATCH-189","121ea6082ae5885d","121ea6082ae5885dfe73ce27b10afa885cbe9f795f93df6c9961e85813960086","DISC-G2-A1-PT-L0011","g2/a1/pt|Frage|idx:196|lv|SPELLING|gpt-5.6-luna","pt","","crowdin-staging/g2/pt-a1.json","Frage|idx:196","lv","jautājums","Frage","","Jautajums","Jautajums","PASS","","SPELLING","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","ORTHOGRAPHY_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: ORTHOGRAPHY_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=ORTHOGRAPHY_SPELLING_OR_DIACRITICS lang=pt field=lv"
