escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-046","BATCH-110","cb3b25768e1a3255","cb3b25768e1a325545b002ef1d7b2bde81d07be8c23971340838e901b93b35aa","DISC-G2-A1-NB-L0022","g2/a1/nb|Auge|idx:54|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Auge|idx:54","lv","acs","Auge","","Silm","Silm","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","øye","For Auge|idx:54, path lv, “Silm” is linguistically wrong, malformed, or incomplete for German “Auge” and LV “acs”. Replace it with the individually reviewed nb wording “øye”."
"ESC-046","BATCH-108","5d5fae25103b9b3c","5d5fae25103b9b3c77de5010e861dbc39d94f39f1a0e92f03d342626d8f8b578","DISC-G2-A1-NB-L0023","g2/a1/nb|Augenblick|idx:55|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Augenblick|idx:55","lv","acumirklis","Augenblick","","Varm","Varm","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","øyeblikk","For Augenblick|idx:55, path lv, “Varm” is linguistically wrong, malformed, or incomplete for German “Augenblick” and LV “acumirklis”. Replace it with the individually reviewed nb wording “øyeblikk”."
"ESC-046","BATCH-107","319e10f336aeb29d","319e10f336aeb29dda9fb4dd82386a1e158f307165bbcf368f9528d3feb5a802","DISC-G2-A1-NB-L0024","g2/a1/nb|August|idx:56|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","August|idx:56","lv","augusts","August","","August","August","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","august","For August|idx:56, path lv, “August” is linguistically wrong, malformed, or incomplete for German “August” and LV “augusts”. Replace it with the individually reviewed nb wording “august”."
"ESC-046","BATCH-108","662d445791d1dd1c","662d445791d1dd1c013b7b4b21fc7ff4ef578029dbb0de88f94705116bc5d57c","DISC-G2-A1-NB-L0004","g2/a1/nb|aus|idx:57|study.translation; study.examples[].lv; study.comparison|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","aus|idx:57","study.translation; study.examples[].lv; study.comparison","no","aus","","{""study.translation"":""-st • Velg"",""study.examples[].lv"":null,""study.comparison"":""[{\""word\"":\""aus\"",\""meaning\"":\""Seest, seest velg\"",\""example\"":\""aus dem Haus – Mest sannsynlig\""},{\""word\"":\""von\"",\""meaning\"":\""Iskald, kald kald, pinnekald\"",\""example\"":\""von meinem Freund – Min venn\""},{\""word\"":\""ab\"",\""meaning\"":\""Alates punkst või ajast\"",\""example\"":\""ab Montag – God påske\""}]""}","{""study.translation"":""-st • Velg"",""study.examples[].lv"":null,""study.comparison"":""[{\""word\"":\""aus\"",\""meaning\"":\""Seest, seest velg\"",\""example\"":\""aus dem Haus – Mest sannsynlig\""},{\""word\"":\""von\"",\""meaning\"":\""Iskald, kald kald, pinnekald\"",\""example\"":\""von meinem Freund – Min venn\""},{\""word\"":\""ab\"",\""meaning\"":\""Alates punkst või ajast\"",\""example\"":\""ab Montag – God påske\""}]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT_NO_PRODUCTION_TARGET","PENDING","","","For aus|idx:57, the requested path study.translation; study.examples[].lv; study.comparison is absent from production. The captured payload “{""study.translation"":""-st • Velg"",""study.examples[].lv"":null,""study.comparison"":""[{\""word\"":\""aus\"",\""meaning\"":\""Seest, seest velg\"",\""example\"":\""a…” does not expose that field; German “aus” and LV “no” identify the intended meaning, but an exact field-level target must be created or selected before a linguistic replacement can be approved."
"ESC-046","BATCH-107","299ad5723f2c685e","299ad5723f2c685e05c124f50eeba6a272ece1dbd5543da931b8b53929d794fd","DISC-G2-A1-NB-L0004","g2/a1/nb|Auto|idx:63|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Auto|idx:63","lv","automašīna","Auto","","Bil","Bil","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","bil","For Auto|idx:63, path lv, “Bil” is linguistically wrong, malformed, or incomplete for German “Auto” and LV “automašīna”. Replace it with the individually reviewed nb wording “bil”."
"ESC-046","BATCH-108","3e34e20b9079c6f0","3e34e20b9079c6f01a29122abee6c9d323390a2ab33fbdae330241a1decec95d","DISC-G2-A1-NB-L0010","g2/a1/nb|Balkon|idx:70|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Balkon|idx:70","lv","balkons","Balkon","","Rõdu","Rõdu","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","balkong","For Balkon|idx:70, path lv, “Rõdu” is linguistically wrong, malformed, or incomplete for German “Balkon” and LV “balkons”. Replace it with the individually reviewed nb wording “balkong”."
"ESC-046","BATCH-109","aa968eda8ba2dcda","aa968eda8ba2dcda2e0a3b4ca4b6076544556f5525c31e746b247e5b1fd50d9a","DISC-G2-A1-NB-L0012","g2/a1/nb|Banane|idx:72|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Banane|idx:72","lv","banāns","Banane","","Bananen","Bananen","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","banan","For Banane|idx:72, path lv, “Bananen” is linguistically wrong, malformed, or incomplete for German “Banane” and LV “banāns”. Replace it with the individually reviewed nb wording “banan”."
"ESC-046","BATCH-108","68bb23e0391ae9d0","68bb23e0391ae9d0d85331ff13692d3f672ca425d099de83823f3e649dffe6d8","DISC-G2-A1-NB-L0013","g2/a1/nb|Bauch|idx:73|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Bauch|idx:73","lv","vēders","Bauch","","Köht","Köht","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","mage","For Bauch|idx:73, path lv, “Köht” is linguistically wrong, malformed, or incomplete for German “Bauch” and LV “vēders”. Replace it with the individually reviewed nb wording “mage”."
"ESC-046","BATCH-109","9632138f20018309","9632138f20018309e1fa092345c3221bfb76e57bb11f98f6c0224e4599180c80","DISC-G2-A1-NB-L0015","g2/a1/nb|bedeuten|idx:75|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","bedeuten|idx:75","lv","nozīmēt","bedeuten","","Tähendama","Tähendama","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","bety","For bedeuten|idx:75, path lv, “Tähendama” is linguistically wrong, malformed, or incomplete for German “bedeuten” and LV “nozīmēt”. Replace it with the individually reviewed nb wording “bety”."
"ESC-046","BATCH-110","b9ccc1b6a36dbd93","b9ccc1b6a36dbd937469003a3838db09461661160deda7ac592c84ff7d0b7e3e","DISC-G2-A1-NB-L0017","g2/a1/nb|beginnen|idx:77|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","beginnen|idx:77","lv","sākt","beginnen","","Alustama","Alustama","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","begynne","For beginnen|idx:77, path lv, “Alustama” is linguistically wrong, malformed, or incomplete for German “beginnen” and LV “sākt”. Replace it with the individually reviewed nb wording “begynne”."
"ESC-046","BATCH-107","2eee06f10b359ccc","2eee06f10b359ccc0135cab290ba9899faf596a99666537d9c7a7c8f9572f5cb","DISC-G2-A1-NB-L0018","g2/a1/nb|beide|idx:79|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","beide|idx:79","lv","abi","beide","","Begge to","Begge to","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","begge","For beide|idx:79, path lv, “Begge to” is linguistically wrong, malformed, or incomplete for German “beide” and LV “abi”. Replace it with the individually reviewed nb wording “begge”."
"ESC-046","BATCH-110","d5b7cda6cf4a1337","d5b7cda6cf4a13375e672851997276df976e39ca1250ac30c7d2c53c457d0e02","DISC-G2-A1-NB-L0021","g2/a1/nb|bekommen|idx:82|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","bekommen|idx:82","lv","saņemt","bekommen","","Saama","Saama","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","motta","For bekommen|idx:82, path lv, “Saama” is linguistically wrong, malformed, or incomplete for German “bekommen” and LV “saņemt”. Replace it with the individually reviewed nb wording “motta”."
"ESC-046","BATCH-108","3ea0b37b6de1634a","3ea0b37b6de1634a6752ac083c650462014ab1e0cb6eccbb5a93728e0480aac9","DISC-G2-A1-NB-L0022","g2/a1/nb|benutzen|idx:83|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","benutzen|idx:83","lv","lietot","benutzen","","Kasutama","Kasutama","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","bruke","For benutzen|idx:83, path lv, “Kasutama” is linguistically wrong, malformed, or incomplete for German “benutzen” and LV “lietot”. Replace it with the individually reviewed nb wording “bruke”."
"ESC-046","BATCH-110","d724d6ce7d71aba8","d724d6ce7d71aba82ab063b3490dbd521e9a14c06237d9188ef3251535c627a0","DISC-G2-A1-NB-L0023","g2/a1/nb|Berg|idx:84|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Berg|idx:84","lv","kalns","Berg","","Mägi","Mägi","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","fjell","For Berg|idx:84, path lv, “Mägi” is linguistically wrong, malformed, or incomplete for German “Berg” and LV “kalns”. Replace it with the individually reviewed nb wording “fjell”."
"ESC-046","BATCH-110","b77950759cbcfa07","b77950759cbcfa077081574154d35662bb6216972c4cc55258e177388c998e33","DISC-G2-A1-NB-L0024","g2/a1/nb|besser|idx:85|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","besser|idx:85","lv","labāks","besser","","Parem","Parem","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","bedre","For besser|idx:85, path lv, “Parem” is linguistically wrong, malformed, or incomplete for German “besser” and LV “labāks”. Replace it with the individually reviewed nb wording “bedre”."
