source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-164","4ba4ec14b1e0fb9c","4ba4ec14b1e0fb9c9ce63d95440879ba4347c2105ba5992d9ee8a0f4591cfde9","DISC-G2-A1-IS-L0007","g2/a1/is|Limonade|idx:378|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Limonade|idx:378","lv","limonāde","Limonade","","Lemonade","Lemonade","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Limonade» / LV «limonāde» laukā «lv»: current «Lemonade» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-164","9fc4d11b5456e742","9fc4d11b5456e7428173d7f5df7e575cf6a2f058be873e55d76acc04b6bd8588","DISC-G2-A1-IS-L0008","g2/a1/is|Lineal|idx:379|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Lineal|idx:379","lv","lineāls","Lineal","","Joonlaud","Joonlaud","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Lineal» / LV «lineāls» laukā «lv»: current «Joonlaud» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-207","31a6801c78c669f1","31a6801c78c669f16e43efe6d99dee8a66726fc8907662eb9bdb9e142c2f579f","G2A1P3-IS-0129","g2/a1/is|links|a1.card.links.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","links","a1.card.links.native","pa kreisi • kreisais","links","Vasakule • Vasak","Vasakule • Vasak","Vasakule • Vasak","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «links» / LV «pa kreisi • kreisais» laukā «a1.card.links.native»: current «Vasakule • Vasak» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-165","d5eef9b9e337068b","d5eef9b9e337068ba6563c524d976035426d58c4893e791ded4a654722e00717","DISC-G2-A1-IS-L0009","g2/a1/is|links|idx:380|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","links|idx:380","lv","pa kreisi • kreisais","links","","Vasakule • Vasak","Vasakule • Vasak","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «links» / LV «pa kreisi • kreisais» laukā «lv»: current «Vasakule • Vasak» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-163","0b80bc2da0839473","0b80bc2da0839473c8fc47d27cf73128050b50e3eae2f9c19bb1e7775f8895ec","DISC-G2-A1-IS-L0010","g2/a1/is|Liste|idx:381|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Liste|idx:381","lv","saraksts","Liste","","Nimekiri","Nimekiri","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Liste» / LV «saraksts» laukā «lv»: current «Nimekiri» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-164","7e12d76bbf828d53","7e12d76bbf828d5310662e3b963fc39e8f296754218e2157be16ff86050a5675","DISC-G2-A1-IS-L0011","g2/a1/is|Löffel|idx:383|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Löffel|idx:383","lv","karote","Löffel","","Lusika sin","Lusika sin","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Löffel» / LV «karote» laukā «lv»: current «Lusika sin» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-165","d354fd73d9bef9e0","d354fd73d9bef9e0192d032c8019cbff70374bd4c6bf939a440e4101beeaaa54","DISC-G2-A1-IS-L0012","g2/a1/is|Luft|idx:384|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Luft|idx:384","lv","gaiss","Luft","","Õhk","Õhk","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Luft» / LV «gaiss» laukā «lv»: current «Õhk» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-165","c5d04c9c807a7b9c","c5d04c9c807a7b9cc8e598f26c16fbcdffabc849a240dbf1da1befb075e6839a","DISC-G2-A1-IS-L0013","g2/a1/is|lustig|idx:385|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","lustig|idx:385","lv","jautrs","lustig","","Lõbus","Lõbus","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «lustig» / LV «jautrs» laukā «lv»: current «Lõbus» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-164","6297b4f0334d02b7","6297b4f0334d02b76a7280a339fa83af342b25f73967a24b18ddccdf040f6f56","DISC-G2-A1-IS-L0003","g2/a1/is|machen|idx:386|lv, study|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","machen|idx:386","lv, study","darīt • taisīt","machen","","{""lv"":""Tegema • Forbered"",""study.translation"":""Tegema • Forbered"",""study.explanation"":""[\""Põhiidee: machen on väga sage söna, mis gejätä tämä või pristama.\"",\""Kui jutt på tajjnest oglende, tõlgitakse se kui tämä.\"",\""Kui magadi luauakse või pristtakse, tõlgitakse see kui tämä või pristama.\"",\""Manyses fraasides tõlgitakse machen tautsättä eesti keele põtta, mitte sõna-sõnalt.\""]"",""study.examples"":""[{\""de\"":\""Was machst du?\"",\""lv\"":\""Hva sa teed?\""},{\""de\"":\""Ich mache Hausaufgaben.\"",\""lv\"":\""Ma teen kotutöid.\""},{\""de\"":\""Wir machen Pizza.\"",\""lv\"":\""Me teeme pizzat.\""},{\""de\"":\""Das macht Spaß.\"",\""lv\"":\""Se på moro.\""}]"",""study.tip"":""{\""text\"":\""Atceries: Was machst du? = Ko tu dari?\""}"",""study.important"":""[\""machen er mjög víð orð, en á íslensku þarf oft að þýða náttúrulega eftir aðstæðum.\"",\""Das macht Spaß þýðir \\\""það er gaman\\\"", ekki bóklega \\\""það gerir gleði\\\"".\""]""}","{""lv"":""Tegema • Forbered"",""study.translation"":""Tegema • Forbered"",""study.explanation"":""[\""Põhiidee: machen on väga sage söna, mis gejätä tämä või pristama.\"",\""Kui jutt på tajjnest oglende, tõlgitakse se kui tämä.\"",\""Kui magadi luauakse või pristtakse, tõlgitakse see kui tämä või pristama.\"",\""Manyses fraasides tõlgitakse machen tautsättä eesti keele põtta, mitte sõna-sõnalt.\""]"",""study.examples"":""[{\""de\"":\""Was machst du?\"",\""lv\"":\""Hva sa teed?\""},{\""de\"":\""Ich mache Hausaufgaben.\"",\""lv\"":\""Ma teen kotutöid.\""},{\""de\"":\""Wir machen Pizza.\"",\""lv\"":\""Me teeme pizzat.\""},{\""de\"":\""Das macht Spaß.\"",\""lv\"":\""Se på moro.\""}]"",""study.tip"":""{\""text\"":\""Atceries: Was machst du? = Ko tu dari?\""}"",""study.important"":""[\""machen er mjög víð orð, en á íslensku þarf oft að þýða náttúrulega eftir aðstæðum.\"",\""Das macht Spaß þýðir \\\""það er gaman\\\"", ekki bóklega \\\""það gerir gleði\\\"".\""]""}","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individuāli pārbaudīts «machen» / LV «darīt • taisīt»: «lv, study» apvieno vairākus laukus, current sākas ar «{""lv"":""Tegema • Forbered"",""study.translation"":""Tegema • Forbered"",""study.explanation"":""[\""Põhiidee: machen on väga sage…». Pirms lēmuma OWNER jāizdala konkrētais labojamais apakšlauks un katram jānosaka precīzs mērķvalodas teksts.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-163","0c48bcb9802d7ad6","0c48bcb9802d7ad6df00c3c96227cc831df33b5104c185de19c565f7277e71df","DISC-G2-A1-IS-L0014","g2/a1/is|Mädchen|idx:387|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Mädchen|idx:387","lv","meitene","Mädchen","","Pike","Pike","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Mädchen» / LV «meitene» laukā «lv»: current «Pike» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-165","d1f01eae12d3ff01","d1f01eae12d3ff0104f1ea516e3521d930ac7b72d764f02d36482ad4ec269636","DISC-G2-A1-IS-L0015","g2/a1/is|Mahlzeit|idx:388|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Mahlzeit|idx:388","lv","maltīte","Mahlzeit","","Søk etter akkorder","Søk etter akkorder","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Mahlzeit» / LV «maltīte» laukā «lv»: current «Søk etter akkorder» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
"BATCH-164","4e2c604d4d6bdec6","4e2c604d4d6bdec6d046d3fe52d82c728cedc6e115e26fe304689b3c5101a393","DISC-G2-A1-IS-L0016","g2/a1/is|Mai|idx:389|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Mai|idx:389","lv","maijs","Mai","","Mai","Mai","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Mai» / LV «maijs» laukā «lv»: current «Mai» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts.","SEMANTIC_MEANING_REVIEW_REQUIRED",""
