source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,provenance_type
"BATCH-116","ff171eeb0419668f","ff171eeb0419668fe0af7e9bee0e116e8c215f8a2ade88b52a328111d5551623","DISC-G2-A1-NN-L0023","g2/a1/nn|oft|idx:461|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","oft|idx:461","lv","bieži","oft","","Ofte","Ofte","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “oft” against Latvian “bieži”: production “Ofte” is the same verified nn lexical form “Ofte”; no correction is needed.",""
"BATCH-174","caa9f1a6c43fd794","caa9f1a6c43fd79458803a2e99eab9ae088253cd7c8b8fffe0c1b9a7af7f5119","DISC-G2-A1-NN-L0002","g2/a1/nn|Reis|idx:496|lv|TRANSLATION_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Reis|idx:496","lv","rīsi","Reis","","Ris","Ris","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Reis” against Latvian “rīsi”: production “Ris” is the same verified nn lexical form “Ris”; no correction is needed.",""
"BATCH-112","1b58b899500b1d87","1b58b899500b1d87e34bd14a502189a5cc53f0ad57cb0e20476ec0bd645c1dd5","DISC-G2-A1-NN-L0011","g2/a1/nn|Rose|idx:502|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Rose|idx:502","lv","roze","Rose","","Rose","Rose","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Rose” against Latvian “roze”: production “Rose” is the same verified nn lexical form “Rose”; no correction is needed.",""
"BATCH-174","d9beb7f7737bd256","d9beb7f7737bd2564d450e97ecfd230f1aacdc551786f9b1ccd66e50b19a7b40","DISC-G2-A1-NN-L0014","g2/a1/nn|Salat|idx:506|lv|TRANSLATION_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Salat|idx:506","lv","salāti","Salat","","Salat","Salat","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Salat” against Latvian “salāti”: production “Salat” is the same verified nn lexical form “Salat”; no correction is needed.",""
"BATCH-113","32423738bdbc6a51","32423738bdbc6a518624afe5dcf259aabcf454ee6787b81098f90ccbf3989e9b","DISC-G2-A1-NN-L0002","g2/a1/nn|Schokolade|idx:520|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Schokolade|idx:520","lv","šokolāde","Schokolade","","Sjokolade","Sjokolade","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Schokolade” against Latvian “šokolāde”: production “Sjokolade” is the same verified nn lexical form “Sjokolade”; no correction is needed.",""
"BATCH-174","bc4cc3d2cfd10627","bc4cc3d2cfd10627c865b6ce9ce5097a0936ade2a40fdfb15d272b1420d73bd8","DISC-G2-A1-NN-L0022","g2/a1/nn|Sekunde|idx:545|lv|MISTRANSLATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Sekunde|idx:545","lv","sekunde","Sekunde","","Sekund","Sekund","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Sekunde” against Latvian “sekunde”: production “Sekund” is the same verified nn lexical form “Sekund”; no correction is needed.",""
"BATCH-112","29b07f7441e85c58","29b07f7441e85c5848c828dba88c09b31a5969d2a984263d50186a84f80f221d","DISC-G2-A1-NN-L0003","g2/a1/nn|siebzig|idx:555|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","siebzig|idx:555","lv","septiņdesmit","siebzig","","Sytti","Sytti","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “siebzig” against Latvian “septiņdesmit”: production “Sytti” is the same verified nn lexical form “Sytti”; no correction is needed.",""
"BATCH-113","2dd00e31416af1d2","2dd00e31416af1d257b104686c1979d0ea11f68d07888d0f2a0d6ebdafa269f5","DISC-G2-A1-NN-L0007","g2/a1/nn|Socke|idx:560|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Socke|idx:560","lv","zeķe","Socke","","Sokk","Sokk","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Socke” against Latvian “zeķe”: production “Sokk” is the same verified nn lexical form “Sokk”; no correction is needed.",""
"BATCH-115","c3bc6531f115d9a7","c3bc6531f115d9a7450b0ce5f07056c909c271868b7ef97f7a3ed1ceeb7a5b50","DISC-G2-A1-NN-L0021","g2/a1/nn|stark|idx:575|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","stark|idx:575","lv","stiprs","stark","","Sterk","Sterk","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “stark” against Latvian “stiprs”: production “Sterk” is the same verified nn lexical form “Sterk”; no correction is needed.",""
"BATCH-115","bf3213f0879b55c7","bf3213f0879b55c75fc2475045569aa2f9a5d0cfd2b9b3db509448e6f6f486f9","DISC-G2-A1-NN-L0023","g2/a1/nn|Straße|idx:578|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Straße|idx:578","lv","iela","Straße","","Gate","Gate","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Straße” against Latvian “iela”: production “Gate” is the same verified nn lexical form “Gate”; no correction is needed.",""
"BATCH-113","6ed4cae212106e84","6ed4cae212106e84361943b7089a4fb5cb8244845b66a07010a8fca894218c23","DISC-G2-A1-NN-L0024","g2/a1/nn|Straßenbahn|idx:579|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Straßenbahn|idx:579","lv","tramvajs","Straßenbahn","","Trikk","Trikk","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Straßenbahn” against Latvian “tramvajs”: production “Trikk” is the same verified nn lexical form “Trikk”; no correction is needed.",""
"BATCH-113","2d9530bee95b71b1","2d9530bee95b71b1868eb21828a11cd7ae446feebaf3f5ddd59fb17b861a2fa2","DISC-G2-A1-NN-L0011","g2/a1/nn|Taxi|idx:591|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Taxi|idx:591","lv","taksometrs","Taxi","","Taxi","Taxi","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Taxi” against Latvian “taksometrs”: production “Taxi” is the same verified nn lexical form “Taxi”; no correction is needed.",""
"BATCH-113","5acea2a32d21c870","5acea2a32d21c870c7b69e94877ef9111ee28b7e59be62af5b0b63d45cfb6ecd","DISC-G2-A1-NN-L0013","g2/a1/nn|Telefon|idx:593|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Telefon|idx:593","lv","telefons","Telefon","","Telefon","Telefon","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Telefon” against Latvian “telefons”: production “Telefon” is the same verified nn lexical form “Telefon”; no correction is needed.",""
"BATCH-114","916891868f526479","916891868f5264799c4c72583ca2f077a06f7e4fb0d68f697a737dbf80cdc473","DISC-G2-A1-NN-L0017","g2/a1/nn|Text|idx:597|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Text|idx:597","lv","teksts","Text","","Tekst","Tekst","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Text” against Latvian “teksts”: production “Tekst” is the same verified nn lexical form “Tekst”; no correction is needed.",""
"BATCH-115","d5a4c25bb4584ddd","d5a4c25bb4584dddf6b5330e007c77d7a6f2f75c74cdd49791f51c75f8414e41","DISC-G2-A1-NN-L0021","g2/a1/nn|Toilette|idx:601|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Toilette|idx:601","lv","tualete","Toilette","","Toalett","Toalett","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Toilette” against Latvian “tualete”: production “Toalett” is the same verified nn lexical form “Toalett”; no correction is needed.",""
"BATCH-114","761e32aa522ccbb5","761e32aa522ccbb5f0805a0bdb167a3ce15f9a9defd6eaa756f02f262ef26e39","DISC-G2-A1-NN-L0022","g2/a1/nn|Tomate|idx:602|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Tomate|idx:602","lv","tomāts","Tomate","","Tomat","Tomat","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Tomate” against Latvian “tomāts”: production “Tomat” is the same verified nn lexical form “Tomat”; no correction is needed.",""
"BATCH-113","57be524a54ce571d","57be524a54ce571d7cc6edf9941624fea45f460a65cf626550d8f4d48fb1487d","DISC-G2-A1-NN-L0023","g2/a1/nn|Treppe|idx:603|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Treppe|idx:603","lv","kāpnes","Treppe","","Trapp","Trapp","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Treppe” against Latvian “kāpnes”: production “Trapp” is the same verified nn lexical form “Trapp”; no correction is needed.",""
"BATCH-114","ab8fd8d65d6b1650","ab8fd8d65d6b165096c7389cd8603c1f74fa84791208302b8f335e2f1fcf24bf","DISC-G2-A1-NN-L0002","g2/a1/nn|U-Bahn|idx:607|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","U-Bahn|idx:607","lv","metro","U-Bahn","","T-bane","T-bane","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “U-Bahn” against Latvian “metro”: production “T-bane” is the same verified nn lexical form “T-bane”; no correction is needed.",""
"BATCH-113","5daffda20d968efd","5daffda20d968efd3693a1901aaf73b1e2f2aaac83045555caf14cba8a0a1aa0","DISC-G2-A1-NN-L0005","g2/a1/nn|verstehen|idx:621|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","verstehen|idx:621","lv","saprast","verstehen","","Forstå","Forstå","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “verstehen” against Latvian “saprast”: production “Forstå” is the same verified nn lexical form “Forstå”; no correction is needed.",""
"BATCH-174","d8b2aa5d81da5fef","d8b2aa5d81da5fefcf6fdc2c76151ec986ce93f55cfb65f1378f2656614a88ca","DISC-G2-A1-NN-L0001","g2/a1/nn|Zucker|idx:669|lv|TRANSLATION_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Zucker|idx:669","lv","cukurs","Zucker","","Sukker","Sukker","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individually reviewed nn lemma “Zucker” against Latvian “cukurs”: production “Sukker” is the same verified nn lexical form “Sukker”; no correction is needed.",""
"BATCH-218","eb51c2e8c5e163b7","eb51c2e8c5e163b7d008e48ed5f6d37ff0806496ff533a15a485d7d82edb31ca","G2A1P3-PL-0001","g2/a1/pl|a1-ab|a1.card.a1-ab.study.comparison[1].meaning|MULTI_TRANSLATION|deterministic/multi-translation","pl","","crowdin-staging/g2/pl-a1.json","a1-ab","a1.card.a1-ab.study.comparison[1].meaning","no kāda/kaut kā • izcelsme","ab","Od kogoś/czegoś • Pochodzenia","Od kogoś/czegoś • Pochodzenia","Od kogoś/czegoś • Pochodzenia","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārskatīts pl/ab laukā 'a1.card.a1-ab.study.comparison[1].meaning': pašreizējais 'Od kogoś/czegoś • Pochodzenia' ir idiomātisks poļu ekvivalents konkrētajai LV nozīmei.",""
"BATCH-216","0c49434e69014b0a","0c49434e69014b0a81607aea15f89b4edb15ef8d306de3ef3b8cbb316d0c65e9","G2A1P3-PL-0004","g2/a1/pl|a1-also|a1.card.a1-also.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","pl","","crowdin-staging/g2/pl-a1.json","a1-also","a1.card.a1-also.study.comparison[0].meaning","tātad • līdz ar to","also","Więc • Dlatego","Więc • Dlatego","Więc • Dlatego","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārskatīts pl/also laukā 'a1.card.a1-also.study.comparison[0].meaning': pašreizējais 'Więc • Dlatego' ir idiomātisks poļu ekvivalents konkrētajai LV nozīmei.",""
"BATCH-218","e2105febc97865d2","e2105febc97865d2fb1f8b1286e72d5aab481449425f2fb71f7e375dc1a8c4e2","G2A1P3-PL-0014","g2/a1/pl|a1-besuchen|a1.card.a1-besuchen.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","pl","","crowdin-staging/g2/pl-a1.json","a1-besuchen","a1.card.a1-besuchen.study.comparison[0].meaning","apmeklēt vietu vai pasākumu • apciemot personu","besuchen","odwiedzać miejsce lub imprezę • odwiedzać osobę","odwiedzać miejsce lub imprezę • odwiedzać osobę","odwiedzać miejsce lub imprezę • odwiedzać osobę","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārskatīts pl/besuchen laukā 'a1.card.a1-besuchen.study.comparison[0].meaning': pašreizējais 'odwiedzać miejsce lub imprezę • odwiedzać osobę' ir idiomātisks poļu ekvivalents konkrētajai LV nozīmei.",""
"BATCH-217","311eaa3865bd4d93","311eaa3865bd4d93d30bc92f13cf4621ef40adecf95d97fd215191b944cd73c1","G2A1P3-PL-0016","g2/a1/pl|a1-bleiben|a1.card.a1-bleiben.study.important[1]|MULTI_TRANSLATION|deterministic/multi-translation","pl","","crowdin-staging/g2/pl-a1.json","a1-bleiben","a1.card.a1-bleiben.study.important[1]","Ich bleibe hier = es palieku šeit; Ich warte hier = es gaidu šeit.","bleiben","Ich bleibe hier = zostaję tutaj • Ich warte hier = czekam tutaj.","Ich bleibe hier = zostaję tutaj • Ich warte hier = czekam tutaj.","Ich bleibe hier = zostaję tutaj • Ich warte hier = czekam tutaj.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārskatīts pl/bleiben laukā 'a1.card.a1-bleiben.study.important[1]': pašreizējais 'Ich bleibe hier = zostaję tutaj • Ich warte hier = czekam tutaj.' ir idiomātisks poļu ekvivalents konkrētajai LV nozīmei.",""
"BATCH-216","07525948a8b8c071","07525948a8b8c0714f213473d7792a16b9ce04ff145559394ace3bf027a09e43","G2A1P3-PL-0019","g2/a1/pl|a1-da|a1.card.a1-da.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","pl","","crowdin-staging/g2/pl-a1.json","a1-da","a1.card.a1-da.study.comparison[0].meaning","tur • te • šeit (vispārīgi)","da","Tam • Tutaj • Tutaj (ogólnie)","Tam • Tutaj • Tutaj (ogólnie)","Tam • Tutaj • Tutaj (ogólnie)","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārskatīts pl/da laukā 'a1.card.a1-da.study.comparison[0].meaning': pašreizējais 'Tam • Tutaj • Tutaj (ogólnie)' ir idiomātisks poļu ekvivalents konkrētajai LV nozīmei.",""
"BATCH-217","bd0adaab059f88c2","bd0adaab059f88c2f0f4ee52da17dc99d4ad4ac2646c528181a8eb56c6cb088b","G2A1P3-PL-0034","g2/a1/pl|a1-es|a1.card.a1-es.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","pl","","crowdin-staging/g2/pl-a1.json","a1-es","a1.card.a1-es.study.comparison[0].meaning","tas • bezpersoniska forma","es","to • forma bezosobowa","to • forma bezosobowa","to • forma bezosobowa","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārskatīts pl/es laukā 'a1.card.a1-es.study.comparison[0].meaning': pašreizējais 'to • forma bezosobowa' ir idiomātisks poļu ekvivalents konkrētajai LV nozīmei.",""
"BATCH-217","d8fb34a716a664fa","d8fb34a716a664fa0707b0db2d8b9c53a3e3f7eab3478211ed288a58fec2e83e","G2A1P3-PL-0037","g2/a1/pl|a1-essen-study|a1.card.a1-essen-study.native|MULTI_TRANSLATION|deterministic/multi-translation","pl","","crowdin-staging/g2/pl-a1.json","a1-essen-study","a1.card.a1-essen-study.native","ēdiens • maltīte","Essen","Jedzenie • Posiłek","Jedzenie • Posiłek","Jedzenie • Posiłek","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individuāli pārskatīts pl/Essen laukā 'a1.card.a1-essen-study.native': pašreizējais 'Jedzenie • Posiłek' ir idiomātisks poļu ekvivalents konkrētajai LV nozīmei.",""
