appCode,standardCode,masterRegistryUrl,proposedDictionaryUrl,proposedDictionaryName,platform,sourceClass,entryEditorialType,entryEditorialLabelLv,pilotHaus,pilotAbholen,pilotRoute,pilotGetriebe,automaticTranslationOnlyWords,finalStatus,ownerApprovalRequired,ownerDecision
"hr","hr","https://dehr.dict.cc/","https://en.pons.com/translate/german-croatian","PONS German–HR Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"hu","hu","https://dehu.dict.cc/","https://en.pons.com/translate/german-hungarian","PONS German–HU Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"is","is","https://deis.dict.cc/","https://en.pons.com/translate/german-icelandic","PONS German–IS Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"it","it","https://deit.dict.cc/","https://en.pons.com/translate/german-italian","PONS German–IT Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"lb","lb","https://lod.lu/","https://glosbe.com/de/lb","Glosbe German–LB (dictionary)","glosbe","E","COMMUNITY_LEXICON_GLOSBE","Kopienas leksikons (Glosbe vārdnīcas sadaļa; automātiskie tulkojumi atdalīti/no pilotiem noraidīti) BRĪDINĀJUMS: pilotos abholen = tikai automātiskā sadaļa (nav vārdnīcas ieraksts).","FOUND","AUTOMATIC_TRANSLATION_ONLY","FOUND","NOT_FOUND","abholen","DICTIONARY_PARTIALLY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"lt","lt","https://www.zodynai.org/","https://glosbe.com/de/lt","Glosbe German–LT (dictionary)","glosbe","E","COMMUNITY_LEXICON_GLOSBE","Kopienas leksikons (Glosbe vārdnīcas sadaļa; automātiskie tulkojumi atdalīti/no pilotiem noraidīti)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"nl","nl","https://denl.dict.cc/","https://en.pons.com/translate/german-dutch","PONS German–NL Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"nn","nn","https://glosbe.com/de/nn","https://en.langenscheidt.com/german-norwegian","Langenscheidt German–NN","langenscheidt","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"pl","pl","https://depl.dict.cc/","https://en.pons.com/translate/german-polish","PONS German–PL Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"sk","sk","https://desk.dict.cc/","https://en.langenscheidt.com/german-slovak","Langenscheidt German–SK","langenscheidt","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"sq","sq","https://desq.dict.cc/","https://glosbe.com/de/sq","Glosbe German–SQ (dictionary)","glosbe","E","COMMUNITY_LEXICON_GLOSBE","Kopienas leksikons (Glosbe vārdnīcas sadaļa; automātiskie tulkojumi atdalīti/no pilotiem noraidīti) BRĪDINĀJUMS: pilotos abholen = tikai automātiskā sadaļa (nav vārdnīcas ieraksts).","FOUND","AUTOMATIC_TRANSLATION_ONLY","FOUND","NOT_FOUND","abholen","DICTIONARY_PARTIALLY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"sr","sr","https://desr.dict.cc/","https://en.pons.com/translate/german-serbian","PONS German–SR Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"sv","sv","https://desv.dict.cc/","https://en.pons.com/translate/german-swedish","PONS German–SV Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"tr","tr","https://detr.dict.cc/","https://en.pons.com/translate/german-turkish","PONS German–TR Dictionary","pons","B","HUMAN_EDITED_PROFESSIONAL","Cilvēku rediģēta profesionāla vārdnīca (izdevējs/redaktors; nav MT)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
"uk","uk","https://deuk.dict.cc/","https://glosbe.com/de/uk","Glosbe German–UK (dictionary)","glosbe","E","COMMUNITY_LEXICON_GLOSBE","Kopienas leksikons (Glosbe vārdnīcas sadaļa; automātiskie tulkojumi atdalīti/no pilotiem noraidīti)","FOUND","FOUND","FOUND","FOUND","","DICTIONARY_READY","OWNER_APPROVAL_REQUIRED","PENDING"
