source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-100","e62b739dcc53ba8e","e62b739dcc53ba8e563bae2f04d0169c47e788949a19c7007a604e72671394f9","DISC-G2-A1-IS-L0013","g2/a1/is|Platz|idx:478|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Platz|idx:478","lv","vieta","Platz","","Koht","Koht","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""torg • pláss""}","IS Platz lv: ET Koht→torg•pláss for vieta square/place. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-163","16183d070d16b805","16183d070d16b805c80879b4d14792a174beaaae9bd759ac10d13c27959b1307","DISC-G2-A1-IS-L0014","g2/a1/is|Polizei|idx:479|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Polizei|idx:479","lv","policija","Polizei","","Politiavdelingen","Politiavdelingen","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""lögregla""}","IS Polizei lv: NO Politiavdelingen→lögregla for policija police. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-188","ff60edffd2923e48","ff60edffd2923e487a851a7f6d5dcc1d277decb53f29de4db1fb01725a633627","DISC-G2-A1-IS-L0015","g2/a1/is|Post|idx:480|lv|ORTHOGRAPHY|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Post|idx:480","lv","pasts","Post","","Post","Post","PASS","","ORTHOGRAPHY","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""póstur""}","IS Post lv: loan Post→póstur for pasts mail/post. DE untouched.","ORTHOGRAPHY_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","19343ebafadd88e1","19343ebafadd88e15e38ba6ba165ace065607092ac975607690096c5310bf0fc","DISC-G2-A1-IS-L0016","g2/a1/is|Preis|idx:481|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Preis|idx:481","lv","cena","Preis","","Hind","Hind","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""verð""}","IS Preis lv: ET Hind→verð for cena price. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","4029c9a2748b007f","4029c9a2748b007fe1a837d4c6f363facf0d4898a823f6c38b6bc3269235dcec","DISC-G2-A1-IS-L0001","g2/a1/is|probieren|idx:482|lv, study|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","probieren|idx:482","lv, study","izmēģināt • nogaršot","probieren","","{""lv"":""Proovima • Maitsma"",""study.translation"":""Proovima • Maitsma"",""study.explanation"":""[\""Põhiidee: probieren jähät proovima või maitsma.\"",\""Kui jutt på rödöst või yogist, gejätt probieren säili maitsma.\"",\""Kui jutt på kajjast, metodost või asjast, jajnja probieren proovima.\"",\""Testen er systematilist testimist või kontrollimist, mitte geistät proovimist.\""]"",""study.examples"":""[{\""de\"":\""Probier mal die Suppe!\"",\""lv\"":\""Maitse suppe!\""},{\""de\"":\""Ich möchte den Kuchen probieren.\"",\""lv\"":\""Ma tahan kooki maitsta.\""},{\""de\"":\""Wir probieren eine neue Methode.\"",\""lv\"":\""Me provovime uut metodt.\""},{\""de\"":\""Kann ich die Jacke anprobieren?\"",\""lv\"":\""Kas ma saan jakki prøve?\""},{\""de\"":\""Wir testen die neue Software.\"",\""lv\"":\""Me testtime uut programvare.\""}]"",""study.comparison"":""[{\""word\"":\""probieren\"",\""meaning\"":\""Proovima / maitsma\"",\""example\"":\""Prófaðu súpuna!\""},{\""word\"":\""versuchen\"",\""meaning\"":\""Testlim / kontrolllim\"",\""example\"":\""Ég reyni það.\""},{\""word\"":\""prüfen\"",\""meaning\"":\""Üritama\"",\""example\"":\""Ég athuga reikninginn.\""},{\""word\"":\""anprobieren\"",\""meaning\"":\""Kontrolllim\"",\""example\"":\""Ég prófaðu jakann.\""},{\""word\"":\""Testen\"",\""meaning\"":\""Selg prøveversjoner\"",\""example\"":\""Ich probiere die Jacke an.\""}]"",""study.tip"":""{\""text\"":\""Atceries: ēdiens → probieren = nogaršot.\""}"",""study.important"":""[\""probieren er ekki aðalsögnin fyrir opinbera prófun.\"",\""Skjöl eða reikninga athuga er venjulega prüfen.\""]""}","{""lv"":""Proovima • Maitsma"",""study.translation"":""Proovima • Maitsma"",""study.explanation"":""[\""Põhiidee: probieren jähät proovima või maitsma.\"",\""Kui jutt på rödöst või yogist, gejätt probieren säili maitsma.\"",\""Kui jutt på kajjast, metodost või asjast, jajnja probieren proovima.\"",\""Testen er systematilist testimist või kontrollimist, mitte geistät proovimist.\""]"",""study.examples"":""[{\""de\"":\""Probier mal die Suppe!\"",\""lv\"":\""Maitse suppe!\""},{\""de\"":\""Ich möchte den Kuchen probieren.\"",\""lv\"":\""Ma tahan kooki maitsta.\""},{\""de\"":\""Wir probieren eine neue Methode.\"",\""lv\"":\""Me provovime uut metodt.\""},{\""de\"":\""Kann ich die Jacke anprobieren?\"",\""lv\"":\""Kas ma saan jakki prøve?\""},{\""de\"":\""Wir testen die neue Software.\"",\""lv\"":\""Me testtime uut programvare.\""}]"",""study.comparison"":""[{\""word\"":\""probieren\"",\""meaning\"":\""Proovima / maitsma\"",\""example\"":\""Prófaðu súpuna!\""},{\""word\"":\""versuchen\"",\""meaning\"":\""Testlim / kontrolllim\"",\""example\"":\""Ég reyni það.\""},{\""word\"":\""prüfen\"",\""meaning\"":\""Üritama\"",\""example\"":\""Ég athuga reikninginn.\""},{\""word\"":\""anprobieren\"",\""meaning\"":\""Kontrolllim\"",\""example\"":\""Ég prófaðu jakann.\""},{\""word\"":\""Testen\"",\""meaning\"":\""Selg prøveversjoner\"",\""example\"":\""Ich probiere die Jacke an.\""}]"",""study.tip"":""{\""text\"":\""Atceries: ēdiens → probieren = nogaršot.\""}"",""study.important"":""[\""probieren er ekki aðalsögnin fyrir opinbera prófun.\"",\""Skjöl eða reikninga athuga er venjulega prüfen.\""]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""prófa • bragða"",""study.translation"":""prófa • bragða"",""study.explanation"":[""Meginhugsun: probieren þýðir að prófa eða bragða."",""Um mat þýðir probieren oft bragða."",""Um hugmynd, aðferð eða hlut þýðir probieren prófa."",""testen er kerfisbundið próf, ekki sama og probieren.""],""study.examples[0].lv"":""Prófaðu súpuna!"",""study.examples[1].lv"":""Ég vil bragða kökuna."",""study.examples[2].lv"":""Við prófum nýja aðferð."",""study.examples[3].lv"":""Get ég prófað vestið?"",""study.examples[4].lv"":""Við prófum nýja hugbúnaðinn."",""study.comparison[0].meaning"":""prófa / bragða"",""study.comparison[0].example"":""Prófaðu súpuna!"",""study.comparison[1].meaning"":""reyna"",""study.comparison[1].example"":""Ég reyni það."",""study.comparison[2].meaning"":""athuga"",""study.comparison[2].example"":""Ég athuga reikninginn."",""study.comparison[3].meaning"":""prófa (fatnað)"",""study.comparison[3].example"":""Ég prófa vestið."",""study.tip.text"":""Mundu: matur → probieren = bragða."",""study.important[0]"":""probieren er ekki aðalsögnin fyrir opinbera prófun."",""study.important[1]"":""Skjöl eða reikninga athuga er venjulega prüfen.""}","IS probieren composite: ET/NO Proovima/Maitsma→prófa•bragða throughout lv/study for izmēģināt•nogaršot. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-188","14cbd253aff3d2bf","14cbd253aff3d2bf815f7d894c8caafb94597d114ffb9700a65ab0e6c1ac12e5","DISC-G2-A1-IS-L0017","g2/a1/is|Problem|idx:483|lv|ORTHOGRAPHY|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Problem|idx:483","lv","problēma","Problem","","Problem","Problem","PASS","","ORTHOGRAPHY","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""vandamál""}","IS Problem lv: loan Problem→vandamál for problēma problem. DE untouched.","ORTHOGRAPHY_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","6ef051df32bba303","6ef051df32bba3034acfd3b6b3500c3a97ac1e109aa7f0f17e4750509eab6f1f","DISC-G2-A1-IS-L0018","g2/a1/is|Programm|idx:484|lv|TRANSLATION_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Programm|idx:484","lv","programma","Programm","","Program","Program","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""dagskrá""}","IS Programm lv: loan Program→dagskrá for programma program/schedule. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","0f277aa3028b510b","0f277aa3028b510b962faaaea976a54685501380dbf450a8b669c9ad613e1f5d","DISC-G2-A1-IS-L0019","g2/a1/is|Pullover|idx:485|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Pullover|idx:485","lv","džemperis","Pullover","","Kampsun","Kampsun","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""peysa""}","IS Pullover lv: NO Kampsun→peysa for džemperis sweater. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-188","1d0624a0606cef0f","1d0624a0606cef0f60b76f8b96fc268e7e56c26a939bed72651309b925e1ea77","DISC-G2-A1-IS-L0020","g2/a1/is|Punkt|idx:486|lv|ORTHOGRAPHY|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Punkt|idx:486","lv","punkts","Punkt","","Punkt","Punkt","PASS","","ORTHOGRAPHY","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""punktur""}","IS Punkt lv: loan Punkt→punktur for punkts dot/point. DE untouched.","ORTHOGRAPHY_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-165","d47588b39d0d023f","d47588b39d0d023f785bce9f34c099428b9dd17ea4ad5a5e291fde6871ae9a96","DISC-G2-A1-IS-L0021","g2/a1/is|putzen|idx:487|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","putzen|idx:487","lv","tīrīt","putzen","","Puh-stammen","Puh-stammen","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""þrífa""}","IS putzen lv: garbage Puh-stammen→þrífa for tīrīt to clean. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","6a84696cf2610872","6a84696cf26108722ed9d71447958796515b711cc8aa64fcab3bf39ed81d5c27","DISC-G2-A1-IS-L0022","g2/a1/is|Rad fahren|idx:488|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Rad fahren|idx:488","lv","braukt ar divriteni","Rad fahren","","Jalgrattaga juidma","Jalgrattaga juidma","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""hjóla""}","IS Rad fahren lv: ET Jalgrattaga juidma→hjóla for braukt ar divriteni cycle. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","858cb2ee8cf3db6d","858cb2ee8cf3db6dd6080d0578fd3abd8e6f9e7fe8d3b34441f546e6da08ad82","DISC-G2-A1-IS-L0023","g2/a1/is|Radiergummi|idx:489|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Radiergummi|idx:489","lv","dzēšamgumija","Radiergummi","","Kustutuskumm","Kustutuskumm","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""strokleðja""}","IS Radiergummi lv: ET Kustutuskumm→strokleðja for dzēšamgumija eraser. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","4d5d6820b31eb0b0","4d5d6820b31eb0b0ec4dfb4a7d04728de190f02ab172f0029797b6b125856057","DISC-G2-A1-IS-L0024","g2/a1/is|rauchen|idx:490|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","rauchen|idx:490","lv","smēķēt","rauchen","","Drakten setter","Drakten setter","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""reykja""}","IS rauchen lv: garbage Drakten setter→reykja for smēķēt to smoke. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-207","51bfc49b4f542c9f","51bfc49b4f542c9f650d8cba0eb9425ab4ba4fa7f4ba7cc7be72da0e26396ea3","G2A1P3-IS-0131","g2/a1/is|rechts|a1.card.rechts.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","rechts","a1.card.rechts.native","pa labi • labais","rechts","Paremale • Parem","Paremale • Parem","Paremale • Parem","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""lv"":""til hægri • hægri""}","IS rechts native: ET Paremale•Parem→til hægri•hægri for pa labi•labais right. DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","74948546c3732ac1","74948546c3732ac1ae868804289b7312b667894d4e2f7f4fa9fb9ae1e722fc6d","DISC-G2-A1-IS-L0001","g2/a1/is|rechts|idx:491|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","rechts|idx:491","lv","pa labi • labais","rechts","","Paremale • Parem","Paremale • Parem","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""til hægri • hægri""}","IS rechts lv: ET Paremale•Parem→til hægri•hægri for pa labi•labais right. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-165","ec52ab0a4d90732d","ec52ab0a4d90732d573cca5d24d4d8bd3d767b3e10c0439a70b6b50214cb6850","DISC-G2-A1-IS-L0002","g2/a1/is|reden|idx:492|lv|MEANING_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","reden|idx:492","lv","runāt","reden","","Pratsom","Pratsom","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""tala""}","IS reden lv: NO Pratsom→tala for runāt to speak. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","a536ac1b65f25348","a536ac1b65f25348b4a561aa1c1c667e56ef69cbf45c5214a2031c8aaadd59a2","DISC-G2-A1-IS-L0003","g2/a1/is|Regen|idx:493|lv|MEANING_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Regen|idx:493","lv","lietus","Regen","","Hmm","Hmm","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""rigning""}","IS Regen lv: garbage Hmm→rigning for lietus rain. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
