source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,provenance_type
"BATCH-091","9a3dac2595cfbf35","9a3dac2595cfbf355a51881f2e26251f7b9b39ceae4a8adfa26dff69a9acfa4d","DISC-G2-A1-HR-L0006","g2/a1/hr|Anzug|idx:37|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Anzug|idx:37","lv","uzvalks","Anzug","","Odijelo","Odijelo","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Anzug pret LV 'uzvalks': pašreizējais 'Odijelo' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-092","e09422c8a045e998","e09422c8a045e998b3f2e7456241f298765a15909d71b320b756bb894f1a515b","DISC-G2-A1-HR-L0001","g2/a1/hr|Apfel|idx:0|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Apfel|idx:0","lv","ābols","Apfel","","jabuka","jabuka","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Apfel pret LV 'ābols': pašreizējais 'jabuka' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","6f138c9c89d434aa","6f138c9c89d434aaf63ca768f61f30dd9f1a1a29d7e5b5b24b4051e83853b2ae","DISC-G2-A1-HR-L0011","g2/a1/hr|Arbeit|idx:42|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Arbeit|idx:42","lv","darbs","Arbeit","","Posao","Posao","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Arbeit pret LV 'darbs': pašreizējais 'Posao' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-091","c916ff1aaf7c2c02","c916ff1aaf7c2c02d78a33ae1d9a012d31be659820edfd49bc9c5e9281013d21","DISC-G2-A1-HR-L0019","g2/a1/hr|Bein|idx:80|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Bein|idx:80","lv","kāja","Bein","","Noga","Noga","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Bein pret LV 'kāja': pašreizējais 'Noga' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","648e8519a880f238","648e8519a880f2383b15e08cb7cabe35bac3e4028d5fad11376d9948dca37361","DISC-G2-A1-HR-L0023","g2/a1/hr|Berg|idx:84|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Berg|idx:84","lv","kalns","Berg","","Planina","Planina","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Berg pret LV 'kalns': pašreizējais 'Planina' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-091","ad8e4952dc141e98","ad8e4952dc141e986dacf46f9bfe5070523130df0f8401cdfe9ed6471dbfa480","DISC-G2-A1-HR-L0006","g2/a1/hr|Bild|idx:97|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Bild|idx:97","lv","attēls","Bild","","Slika","Slika","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Bild pret LV 'attēls': pašreizējais 'Slika' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","876c94a605e16625","876c94a605e166258ba90ef94dbe1456a574b7bf5fcbe582dd0817a285c95e88","DISC-G2-A1-HR-L0002","g2/a1/hr|Brot|idx:1|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Brot|idx:1","lv","maize","Brot","","kruh","kruh","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Brot pret LV 'maize': pašreizējais 'kruh' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-089","575cafe292513c4c","575cafe292513c4c420c0b169a99c4edf12ac221908a4ef3a2f37dbe795a8eea","DISC-G2-A1-HR-L0025","g2/a1/hr|Büro|idx:118|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Büro|idx:118","lv","birojs","Büro","","Ured","Ured","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Büro pret LV 'birojs': pašreizējais 'Ured' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","6c2327858d22bf55","6c2327858d22bf55bdb9a1b69a80fce3e4407ef6282549f0050fe026f6c88bfb","DISC-G2-A1-HR-L0009","g2/a1/hr|Datum|idx:131|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Datum|idx:131","lv","datums","Datum","","Datum","Datum","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Datum pret LV 'datums': pašreizējais 'Datum' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-089","532ceae7b8f7d3fb","532ceae7b8f7d3fb3d7b0af5dc6fb1697cb740637d502018391fbfabcbd6f7f0","DISC-G2-A1-HR-L0018","g2/a1/hr|drei|idx:143|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","drei|idx:143","lv","trīs","drei","","Tri","Tri","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/drei pret LV 'trīs': pašreizējais 'Tri' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-089","2eb57c614827bf19","2eb57c614827bf19c80a4700c6d51282ae164e9ce5540e7df67a6b8dcb380d47","DISC-G2-A1-HR-L0017","g2/a1/hr|genug|idx:230|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","genug|idx:230","lv","pietiekami","genug","","Dosta","Dosta","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/genug pret LV 'pietiekami': pašreizējais 'Dosta' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-089","34c8f6f547840c71","34c8f6f547840c712fee3a351306a053cb52a26756757bb793d6a97bd57ad4d0","DISC-G2-A1-HR-L0005","g2/a1/hr|Gramm|idx:246|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Gramm|idx:246","lv","grams","Gramm","","Gram","Gram","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Gramm pret LV 'grams': pašreizējais 'Gram' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-093","f917386dc759a34a","f917386dc759a34a77ac0b9defd9f1dc71c6b996b0466678cb73129a502e72e7","DISC-G2-A1-HR-L0015","g2/a1/hr|Gurke|idx:258|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Gurke|idx:258","lv","gurķis","Gurke","","Krastavac","Krastavac","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Gurke pret LV 'gurķis': pašreizējais 'Krastavac' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-091","bc82372ec4cb2dc7","bc82372ec4cb2dc7127a76eff24f7f884245603357fc4e506aa5842477346c88","DISC-G2-A1-HR-L0024","g2/a1/hr|Käse|idx:335|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Käse|idx:335","lv","siers","Käse","","Sir","Sir","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Käse pret LV 'siers': pašreizējais 'Sir' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-089","3abb1ec513da863e","3abb1ec513da863e35e59d132360953ec724e3be348d46d9f5a9385f307e8dc6","DISC-G2-A1-HR-L0005","g2/a1/hr|lernen|idx:4|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","lernen|idx:4","lv","mācīties","lernen","","učiti","učiti","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/lernen pret LV 'mācīties': pašreizējais 'učiti' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-092","dd63de141823fa44","dd63de141823fa44532851d66477d40d2b2c7dd19b0f79592fdf0b7cca1749bb","DISC-G2-A1-HR-L0008","g2/a1/hr|Lineal|idx:379|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Lineal|idx:379","lv","lineāls","Lineal","","Ravnalo","Ravnalo","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Lineal pret LV 'lineāls': pašreizējais 'Ravnalo' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","85dc3543e82d0808","85dc3543e82d08082e3fa15e21c444d7c20fa5c26b8d998dc47eb04b13dbbec2","DISC-G2-A1-HR-L0011","g2/a1/hr|neunzig|idx:445|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","neunzig|idx:445","lv","deviņdesmit","neunzig","","Devedeset","Devedeset","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/neunzig pret LV 'deviņdesmit': pašreizējais 'Devedeset' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-091","a2be92979c129f19","a2be92979c129f19fbcd0b83daf8cbd0d2f6d8d84ec0fe41cb930c1288e53eae","DISC-G2-A1-HR-L0003","g2/a1/hr|Regen|idx:493|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Regen|idx:493","lv","lietus","Regen","","Kiša","Kiša","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Regen pret LV 'lietus': pašreizējais 'Kiša' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-092","d742855124da1253","d742855124da1253f0fc2a04792fb6ce906a72247b088f747c6d394a93ee65c5","DISC-G2-A1-HR-L0004","g2/a1/hr|Regenschirm|idx:494|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Regenschirm|idx:494","lv","lietussargs","Regenschirm","","Kišobran","Kišobran","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Regenschirm pret LV 'lietussargs': pašreizējais 'Kišobran' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","59e59a1d04111389","59e59a1d04111389db1c89873ca833c368a6462c0b13391d1741ce14d6b594c3","DISC-G2-A1-HR-L0013","g2/a1/hr|sechshundert|idx:533|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","sechshundert|idx:533","lv","sešsimt","sechshundert","","Šeststo","Šeststo","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/sechshundert pret LV 'sešsimt': pašreizējais 'Šeststo' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","86d7a16b72408793","86d7a16b724087937189bfaf936e9c4c3b34f89595d0cbe4635be7316f01bc2d","DISC-G2-A1-HR-L0018","g2/a1/hr|Staat|idx:697|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Staat|idx:697","lv","valsts","Staat","","Država","Država","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Staat pret LV 'valsts': pašreizējais 'Država' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-092","e9849ae293b025d0","e9849ae293b025d0cfd1f2e4a3c40bf6725556b3222ca5509aeb34d35781d8c3","DISC-G2-A1-HR-L0006","g2/a1/hr|Tag|idx:586|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Tag|idx:586","lv","diena","Tag","","Dan","Dan","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Tag pret LV 'diena': pašreizējais 'Dan' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-089","3d593c41ea213b8f","3d593c41ea213b8f950cc2934857900fb9bf9815e7876c1c4f6c04d26efc75dd","DISC-G2-A1-HR-L0007","g2/a1/hr|Tante|idx:587|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Tante|idx:587","lv","tante","Tante","","Teta","Teta","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Tante pret LV 'tante': pašreizējais 'Teta' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-091","c7fd4c4b430060dc","c7fd4c4b430060dc8c0c916c19684cb0fcb91012937d056a60b493ee687697d5","DISC-G2-A1-HR-L0017","g2/a1/hr|Text|idx:597|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Text|idx:597","lv","teksts","Text","","Tekst","Tekst","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/Text pret LV 'teksts': pašreizējais 'Tekst' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-088","0fed743712a7dacf","0fed743712a7dacf1a0f87a576af279fbf4daf02b57567f636cad64f83dd3970","DISC-G2-A1-HR-L0024","g2/a1/hr|voll|idx:633|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","voll|idx:633","lv","pilns","voll","","Pun","Pun","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/voll pret LV 'pilns': pašreizējais 'Pun' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
"BATCH-090","6b224431e9d9383e","6b224431e9d9383ee1a28eb0165886d243fd85a8c208ef50db91004041c8e87b","DISC-G2-A1-HR-L0019","g2/a1/hr|wieder|idx:661|lv|TARGET_LANGUAGE_WRONG|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","wieder|idx:661","lv","atkal","wieder","","Opet","Opet","PASS","","TARGET_LANGUAGE_WRONG","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","Individuāli pārskatīts hr/wieder pret LV 'atkal': pašreizējais 'Opet' ir dabisks un semantiski precīzs horvātu A1 ekvivalents.",""
